Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,8.7e-05,15.409868,[21 62] ; [40 31],[32.87662338 50.12337662] ; [28.12337662 42.87662338],1
v3,1,0.00316,8.712554,[15 68] ; [27 41],[23.08609272 59.91390728] ; [18.91390728 49.08609272],0
n3,1,0.005624,7.666919,[14 20] ; [20  6],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
r3,1,0.010981,6.468351,[68 16] ; [69  4],[73.29936306 10.70063694] ; [63.70063694  9.29936306],0
d1,1,0.056429,3.639355,[45 39] ; [50 23],[50.82802548 33.17197452] ; [44.17197452 28.82802548],0
u3,1,0.070287,3.276312,[21 11] ; [ 8 12],[17.84615385 14.15384615] ; [11.15384615  8.84615385],0
s8,1,0.070426,3.273067,[17 66] ; [24 48],[21.95483871 61.04516129] ; [19.04516129 52.95483871],0
a5,1,0.078318,3.099459,[51 33] ; [54 19],[56.17834395 27.82165605] ; [48.82165605 24.17834395],0
s6,1,0.083132,3.002579,[38 45] ; [43 29],[43.37419355 39.62580645] ; [37.62580645 34.37419355],0
s7,1,0.130319,2.288706,[24 52] ; [31 40],[28.43537415 47.56462585] ; [26.56462585 44.43537415],0
p4,1,0.150158,2.070644,[29 55] ; [33 39],[33.38461538 50.61538462] ; [28.61538462 43.38461538],0
a2,1,0.152005,2.052019,[15 69] ; [20 53],[18.72611465 65.27388535] ; [16.27388535 56.72611465],0
p2,1,0.161083,1.964034,[46 38] ; [48 25],[50.29299363 33.70700637] ; [43.70700637 29.29299363],0
n2,1,0.164117,1.935874,[19 16] ; [18  7],[21.58333333 13.41666667] ; [15.41666667  9.58333333],0
a8,1,0.177314,1.819995,[ 6 74] ; [ 9 53],[ 8.45070423 71.54929577] ; [ 6.54929577 55.45070423],0
a3,1,0.186099,1.748231,[52 31] ; [53 20],[55.86538462 27.13461538] ; [49.13461538 23.86538462],0
b5,1,0.188327,1.730655,[49 35] ; [50 23],[52.96815287 31.03184713] ; [46.03184713 26.96815287],0
s5,1,0.189628,1.720503,[14 67] ; [18 51],[17.28 63.72] ; [14.72 54.28],0
s4,1,0.212201,1.556349,[15 67] ; [ 8 64],[12.24675325 69.75324675] ; [10.75324675 61.24675325],0
p9,1,0.21556,1.533686,[26 54] ; [30 41],[29.66887417 50.33112583] ; [26.33112583 44.66887417],0
s1,1,0.217871,1.51834,[ 6 78] ; [ 2 70],[ 4.30769231 79.69230769] ; [ 3.69230769 68.30769231],0
s2,1,0.239383,1.384221,[27 56] ; [30 42],[30.52258065 52.47741935] ; [26.47741935 45.52258065],0
a7,1,0.264557,1.244756,[54 30] ; [53 20],[57.24840764 26.75159236] ; [49.75159236 23.24840764],0
d5,1,0.278796,1.172949,[67 17] ; [63 10],[69.55414013 14.44585987] ; [60.44585987 12.55414013],0
b4,1,0.282378,1.155607,[47 37] ; [47 26],[50.29299363 33.70700637] ; [43.70700637 29.29299363],0
p8,1,0.285535,1.140558,[24 60] ; [26 45],[27.09677419 56.90322581] ; [22.90322581 48.09677419],0
a4,1,0.287036,1.133473,[35 48] ; [37 36],[38.30769231 44.69230769] ; [33.69230769 39.30769231],0
p11,1,0.3061,1.047428,[38 46] ; [39 34],[41.19745223 42.80254777] ; [35.80254777 37.19745223],0
u4,1,0.312476,1.020179,[ 2 82] ; [ 4 69],[ 3.21019108 80.78980892] ; [ 2.78980892 70.21019108],0
a6,1,0.339917,0.910746,[49 35] ; [48 25],[51.89808917 32.10191083] ; [45.10191083 27.89808917],0
b1,1,0.369698,0.804678,[44 40] ; [33 40],[41.19745223 42.80254777] ; [35.80254777 37.19745223],0
d2,1,0.37386,0.790795,[43 40] ; [43 30],[45.75641026 37.24358974] ; [40.24358974 32.75641026],0
n4,1,0.374121,0.789931,[49 35] ; [47 25],[51.69230769 32.30769231] ; [44.30769231 27.69230769],0
n5,1,0.429101,0.625255,[45 39] ; [34 38],[42.53846154 41.46153846] ; [36.46153846 35.53846154],0
r2,1,0.47671,0.506379,[71 11] ; [65  7],[72.41558442  9.58441558] ; [63.58441558  8.41558442],0
v4,1,0.509896,0.43428,[68 16] ; [62 11],[69.55414013 14.44585987] ; [60.44585987 12.55414013],0
n1,1,0.530509,0.393416,[15 19] ; [ 9 16],[13.83050847 20.16949153] ; [10.16949153 14.83050847],0
u2,1,0.55569,0.347222,[17 15] ; [ 8 10],[16. 16.] ; [9. 9.],0
p1,1,0.576575,0.311804,[ 5 77] ; [ 3 70],[ 4.23225806 77.76774194] ; [ 3.76774194 69.23225806],0
p6,1,0.5822,0.302692,[19 65] ; [18 50],[20.44736842 63.55263158] ; [16.55263158 51.44736842],0
n6,1,0.582464,0.302268,[53 30] ; [49 23],[54.61935484 28.38064516] ; [47.38064516 24.61935484],0
p3,1,0.631872,0.229531,[25 59] ; [24 48],[26.38461538 57.61538462] ; [22.61538462 49.38461538],0
r1,1,0.707951,0.140332,[58 25] ; [53 20],[59.05769231 23.94230769] ; [51.94230769 21.05769231],0
a1,1,0.818452,0.052687,[ 5 79] ; [ 5 68],[ 5.35031847 78.64968153] ; [ 4.64968153 68.35031847],0
r4,1,0.825977,0.04834,[62 22] ; [55 18],[62.59872611 21.40127389] ; [54.40127389 18.59872611],0
b2,1,0.828387,0.04699,[18 35] ; [18 32],[18.52427184 34.47572816] ; [17.47572816 32.52427184],0
b3,1,0.828387,0.04699,[18 35] ; [18 32],[18.52427184 34.47572816] ; [17.47572816 32.52427184],0
p7,1,0.843481,0.038984,[33 51] ; [29 42],[33.6 50.4] ; [28.4 42.6],0
u1,1,0.850048,0.035743,[14 70] ; [13 60],[14.44585987 69.55414013] ; [12.55414013 60.44585987],0
s3,1,0.929445,0.00784,[38 45] ; [32 39],[37.72727273 45.27272727] ; [32.27272727 38.72727273],0
d3,1,0.932009,0.007279,[57 27] ; [50 23],[57.24840764 26.75159236] ; [49.75159236 23.24840764],0
