Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,46.376395,[17 58] ; [37  5],[34.61538462 40.38461538] ; [19.38461538 22.61538462],1
d5,1,0.0,41.723212,[26 50] ; [41  2],[42.78991597 33.21008403] ; [24.21008403 18.78991597],1
a5,1,1e-06,24.279502,[28 48] ; [36  7],[40.87394958 35.12605042] ; [23.12605042 19.87394958],1
d3,1,4e-06,21.27423,[13 63] ; [25 18],[24.26890756 51.73109244] ; [13.73109244 29.26890756],1
a4,1,3.9e-05,16.898743,[18 58] ; [26 16],[28.33898305 47.66101695] ; [15.66101695 26.33898305],1
a3,1,0.000352,12.769747,[38 37] ; [36  7],[47.03389831 27.96610169] ; [26.96610169 16.03389831],1
v2,1,0.003029,8.789781,[24 50] ; [25 16],[31.53043478 42.46956522] ; [17.46956522 23.53043478],0
r2,1,0.003662,8.444044,[55 21] ; [38  2],[60.93103448 15.06896552] ; [32.06896552  7.93103448],0
n4,1,0.006207,7.489075,[43 33] ; [35  8],[49.81512605 26.18487395] ; [28.18487395 14.81512605],0
p8,1,0.009232,6.777439,[19 57] ; [20 21],[25.33333333 50.66666667] ; [13.66666667 27.33333333],0
p5,1,0.014294,6.001491,[ 1 74] ; [ 5 38],[ 3.81355932 71.18644068] ; [ 2.18644068 40.81355932],0
r1,1,0.018189,5.577856,[36 40] ; [30 13],[42.1512605 33.8487395] ; [23.8487395 19.1512605],0
s5,1,0.018426,5.555161,[ 6 68] ; [10 32],[10.20689655 63.79310345] ; [ 5.79310345 36.20689655],0
r3,1,0.033407,4.524792,[52 24] ; [37  6],[56.84033613 19.15966387] ; [32.15966387 10.84033613],0
a2,1,0.036969,4.351821,[ 1 75] ; [ 4 39],[ 3.19327731 72.80672269] ; [ 1.80672269 41.19327731],0
p11,1,0.038733,4.272542,[44 32] ; [33 10],[49.17647059 26.82352941] ; [27.82352941 15.17647059],0
n6,1,0.047208,3.937955,[46 29] ; [34  9],[50.84745763 24.15254237] ; [29.15254237 13.84745763],0
b5,1,0.047951,3.911705,[39 37] ; [14 29],[33.8487395 42.1512605] ; [19.1512605 23.8487395],0
b3,1,0.049849,3.846528,[18 32] ; [16 11],[22.07792208 27.92207792] ; [11.92207792 15.07792208],0
b2,1,0.049849,3.846528,[18 32] ; [16 11],[22.07792208 27.92207792] ; [11.92207792 15.07792208],0
n2,1,0.07645,3.138807,[25  9] ; [6 7],[22.42553191 11.57446809] ; [8.57446809 4.42553191],0
v1,1,0.078664,3.0923,[24 50] ; [21 22],[28.46153846 45.53846154] ; [16.53846154 26.46153846],0
p7,1,0.085384,2.959308,[34 41] ; [26 16],[38.46153846 36.53846154] ; [21.53846154 20.46153846],0
p10,1,0.090062,2.873265,[36 39] ; [27 15],[40.38461538 34.61538462] ; [22.61538462 19.38461538],0
s8,1,0.102486,2.666423,[ 9 67] ; [10 33],[12.13445378 63.86554622] ; [ 6.86554622 36.13445378],0
v3,1,0.108406,2.577303,[16 57] ; [15 27],[19.67826087 53.32173913] ; [11.32173913 30.67826087],0
r4,1,0.119976,2.417638,[42 34] ; [30 13],[45.98319328 30.01680672] ; [26.01680672 16.98319328],0
p3,1,0.163306,1.94334,[18 58] ; [15 27],[21.25423729 54.74576271] ; [11.74576271 30.25423729],0
