Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000146,14.418112,[40 80] ; [22  9],[49.27152318 70.72847682] ; [12.72847682 18.27152318],1
s4,1,0.02195,5.249709,[ 23 101] ; [12 20],[27.82051282 96.17948718] ; [ 7.17948718 24.82051282],0
r4,1,0.030315,4.691363,[95 29] ; [30  2],[99.35897436 24.64102564] ; [25.64102564  6.35897436],0
b1,1,0.030526,4.67941,[53 71] ; [ 7 25],[47.69230769 76.30769231] ; [12.30769231 19.69230769],0
s6,1,0.038989,4.26135,[56 68] ; [21 11],[61.20512821 62.79487179] ; [15.79487179 16.20512821],0
a3,1,0.066702,3.362365,[71 53] ; [24  8],[75.51282051 48.48717949] ; [19.48717949 12.51282051],0
p5,1,0.068127,3.327581,[  3 121] ; [ 3 29],[  4.76923077 119.23076923] ; [ 1.23076923 30.76923077],0
a5,1,0.068539,3.317669,[67 57] ; [23  9],[71.53846154 52.46153846] ; [18.46153846 13.53846154],0
b4,1,0.093458,2.813774,[73 51] ; [24  8],[77.1025641 46.8974359] ; [19.8974359 12.1025641],0
v4,1,0.094742,2.7919,[107  17] ; [31  1],[109.69230769  14.30769231] ; [28.30769231  3.69230769],0
p8,1,0.106028,2.612454,[44 79] ; [16 15],[47.92207792 75.07792208] ; [12.07792208 18.92207792],0
a6,1,0.131961,2.269287,[71 53] ; [23  9],[74.71794872 49.28205128] ; [19.28205128 12.71794872],0
p12,1,0.138982,2.189198,[  2 122] ; [ 2 30],[  3.17948718 120.82051282] ; [ 0.82051282 31.17948718],0
u2,1,0.156009,2.012493,[25 27] ; [6 2],[26.86666667 25.13333333] ; [4.13333333 3.86666667],0
p3,1,0.19033,1.715061,[39 85] ; [14 18],[42.12820513 81.87179487] ; [10.87179487 21.12820513],0
d3,1,0.211728,1.559569,[82 41] ; [25  7],[84.90967742 38.09032258] ; [22.09032258  9.90967742],0
r2,1,0.239405,1.384095,[105  17] ; [30  2],[106.94805195  15.05194805] ; [28.05194805  3.94805195],0
d4,1,0.241131,1.373969,[97 27] ; [28  4],[99.35897436 24.64102564] ; [25.64102564  6.35897436],0
a4,1,0.253732,1.302636,[40 84] ; [ 7 25],[37.35897436 86.64102564] ; [ 9.64102564 22.35897436],0
p10,1,0.25468,1.297449,[75 48] ; [23  9],[77.76774194 45.23225806] ; [20.23225806 11.76774194],0
d1,1,0.304269,1.055388,[61 63] ; [19 13],[63.58974359 60.41025641] ; [16.41025641 15.58974359],0
r1,1,0.324151,0.972125,[81 42] ; [24  8],[83.32258065 39.67741935] ; [21.67741935 10.32258065],0
s3,1,0.325587,0.966372,[51 71] ; [16 15],[53.4248366 68.5751634] ; [13.5751634 17.4248366],0
s7,1,0.360319,0.83678,[32 86] ; [11 20],[34.05369128 83.94630872] ; [ 8.94630872 22.05369128],0
p7,1,0.369993,0.803688,[66 57] ; [20 12],[68.24516129 54.75483871] ; [17.75483871 14.24516129],0
p11,1,0.388342,0.744126,[80 44] ; [18 14],[77.8974359 46.1025641] ; [20.1025641 11.8974359],0
s5,1,0.399634,0.709428,[26 93] ; [ 9 22],[27.76666667 91.23333333] ; [ 7.23333333 23.76666667],0
d2,1,0.401309,0.7044,[48 76] ; [15 17],[50.07692308 73.92307692] ; [12.92307692 19.07692308],0
