Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,238.640326,[ 21 201] ; [367 147],[117.0326087 104.9673913] ; [270.9673913 243.0326087],1
d5,1,0.0,173.733185,[142  81] ; [506   9],[195.80487805  27.19512195] ; [452.19512195  62.80487805],1
d3,1,0.0,119.086538,[116 107] ; [456  59],[172.8401084  50.1598916] ; [399.1598916 115.8401084],1
a2,1,0.0,72.079541,[ 12 211] ; [182 333],[ 58.62059621 164.37940379] ; [135.37940379 379.62059621],1
a5,1,0.0,64.873817,[127  96] ; [435  80],[169.81842818  53.18157182] ; [392.18157182 122.81842818],1
a4,1,0.0,57.644186,[ 61 162] ; [297 217],[108.3229308 114.6770692] ; [249.6770692 264.3229308],1
u1,1,0.0,56.528951,[  8 215] ; [144 371],[ 45.9295393 177.0704607] ; [106.0704607 408.9295393],1
a3,1,0.0,25.864219,[139  83] ; [412 101],[166.4244898  55.5755102] ; [384.5755102 128.4244898],1
s8,1,9e-06,19.63376,[ 74 148] ; [261 250],[101.45975443 120.54024557] ; [233.54024557 277.45975443],1
p4,1,2.8e-05,17.570167,[107 112] ; [333 176],[132.36263736  86.63736264] ; [307.63736264 201.36263736],1
a6,1,0.000106,15.021872,[132  91] ; [378 136],[154.31478969  68.68521031] ; [355.68521031 158.31478969],1
r1,1,0.000123,14.739626,[165  58] ; [440  73],[183.30842391  39.69157609] ; [421.69157609  91.30842391],1
n4,1,0.000978,10.869672,[152  70] ; [409 104],[169.44489796  52.55510204] ; [391.55510204 121.44489796],1
r2,1,0.002349,9.254805,[204  17] ; [495  14],[211.61506849   9.38493151] ; [487.38493151  21.61506849],0
v2,1,0.003397,8.580741,[107 107] ; [306 189],[124.65726375  89.34273625] ; [288.34273625 206.65726375],0
v3,1,0.004069,8.25273,[ 71 147] ; [215 273],[ 88.31161473 129.68838527] ; [197.68838527 290.31161473],0
n6,1,0.008002,7.033042,[174  47] ; [443  69],[186.02592087  34.97407913] ; [430.97407913  81.02592087],0
p3,1,0.008161,6.997712,[ 95 127] ; [273 238],[111.45429741 110.54570259] ; [256.54570259 254.45429741],0
a7,1,0.009803,6.670348,[152  70] ; [399 116],[165.97286296  56.02713704] ; [385.02713704 129.97286296],0
n5,1,0.013166,6.146671,[147  72] ; [389 123],[160.58002736  58.41997264] ; [375.41997264 136.58002736],0
u4,1,0.021065,5.321414,[  1 222] ; [ 17 498],[  5.43902439 217.56097561] ; [ 12.56097561 502.43902439],0
s2,1,0.026997,4.891018,[105 117] ; [287 224],[118.72305593 103.27694407] ; [273.27694407 237.72305593],0
p9,1,0.031087,4.648166,[176  42] ; [440  66],[185.48066298  32.51933702] ; [430.51933702  75.48066298],0
s7,1,0.031195,4.642194,[ 94 120] ; [259 232],[107.15177305 106.84822695] ; [245.84822695 245.15177305],0
