Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,132.99659,[  5 106] ; [236 115],[57.9025974 53.0974026] ; [183.0974026 167.9025974],1
d4,1,0.0,64.276929,[58 53] ; [307  43],[87.88503254 23.11496746] ; [277.11496746  72.88503254],1
a5,1,0.0,36.50239,[47 64] ; [258  93],[73.27922078 37.72077922] ; [231.72077922 119.27922078],1
a4,1,0.0,28.414307,[20 89] ; [165 186],[43.83695652 65.16304348] ; [141.16304348 209.83695652],1
d3,1,0.0,25.502432,[54 57] ; [260  90],[75.60520607 35.39479393] ; [238.39479393 111.60520607],1
d2,1,1e-06,25.130419,[25 86] ; [173 176],[47.77826087 63.22173913] ; [150.22173913 198.77826087],1
a3,1,3e-05,17.448718,[54 55] ; [250 101],[72.03478261 36.96521739] ; [231.96521739 119.03478261],1
a2,1,5.8e-05,16.166117,[  7 104] ; [ 83 268],[21.62337662 89.37662338] ; [ 68.37662338 282.62337662],1
r1,1,0.000775,11.300922,[73 38] ; [283  66],[85.90434783 25.09565217] ; [270.09565217  78.90434783],1
r2,1,0.001025,10.781188,[97 14] ; [333  14],[104.2139738   6.7860262] ; [325.7860262  21.2139738],0
u1,1,0.001327,10.304908,[  4 107] ; [ 53 298],[13.69480519 97.30519481] ; [ 43.30519481 307.69480519],0
a7,1,0.001924,9.620598,[65 46] ; [259  91],[78.01301518 32.98698482] ; [245.98698482 104.01301518],0
v2,1,0.00195,9.596405,[39 67] ; [179 152],[52.87871854 53.12128146] ; [165.12128146 165.87871854],0
a6,1,0.002266,9.32055,[60 51] ; [245 106],[73.27922078 37.72077922] ; [231.72077922 119.27922078],0
n2,1,0.025301,5.003148,[32  4] ; [78 33],[26.93877551  9.06122449] ; [83.06122449 27.93877551],0
r4,1,0.025971,4.957957,[90 21] ; [313  38],[96.82467532 14.17532468] ; [306.17532468  44.82467532],0
s8,1,0.027989,4.828764,[30 81] ; [134 214],[39.66013072 71.33986928] ; [124.33986928 223.66013072],0
n4,1,0.029567,4.734312,[66 44] ; [248 101],[75.25054466 34.74945534] ; [238.74945534 110.25054466],0
s6,1,0.04702,3.944675,[58 51] ; [219 124],[66.79867257 42.20132743] ; [210.20132743 132.79867257],0
p4,1,0.0507,3.818149,[32 76] ; [139 208],[40.58901099 67.41098901] ; [130.41098901 216.58901099],0
p2,1,0.061876,3.486382,[78 33] ; [276  74],[85.23644252 25.76355748] ; [268.76355748  81.23644252],0
s7,1,0.074747,3.175573,[34 72] ; [142 198],[41.82959641 64.17040359] ; [134.17040359 205.82959641],0
r3,1,0.089839,2.877264,[99 12] ; [327  21],[103.01960784   7.98039216] ; [322.98039216  25.01960784],0
p1,1,0.127463,2.323136,[  8 103] ; [ 13 335],[  5.07843137 105.92156863] ; [ 15.92156863 332.07843137],0
b1,1,0.133304,2.253595,[44 67] ; [112 239],[37.48051948 73.51948052] ; [118.51948052 232.48051948],0
p7,1,0.138914,2.189944,[46 60] ; [173 162],[52.63945578 53.36054422] ; [166.36054422 168.63945578],0
p5,1,0.164725,1.930301,[  8 102] ; [ 14 334],[  5.28384279 104.71615721] ; [ 16.71615721 331.28384279],0
v3,1,0.175953,1.831482,[30 79] ; [115 218],[35.75791855 73.24208145] ; [109.24208145 223.75791855],0
