Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001681,9.86852,[25 22] ; [17 52],[17.01724138 29.98275862] ; [24.98275862 44.01724138],0
p10,1,0.008095,7.012363,[36 13] ; [35 36],[28.99166667 20.00833333] ; [42.00833333 28.99166667],0
r1,1,0.008149,7.000346,[35 14] ; [35 39],[27.88617886 21.11382114] ; [42.11382114 31.88617886],0
a5,1,0.01904,5.497821,[31 19] ; [30 44],[24.59677419 25.40322581] ; [36.40322581 37.59677419],0
s5,1,0.022039,5.242682,[ 2 47] ; [13 59],[ 6.07438017 42.92561983] ; [ 8.92561983 63.07438017],0
p9,1,0.022433,5.21191,[39 11] ; [40 29],[33.19327731 16.80672269] ; [45.80672269 23.19327731],0
n4,1,0.040549,4.194778,[39 10] ; [46 28],[33.86178862 15.13821138] ; [51.13821138 22.86178862],0
r2,1,0.049267,3.866245,[44  5] ; [56 18],[39.83739837  9.16260163] ; [60.16260163 13.83739837],0
a7,1,0.049594,3.855146,[32 17] ; [35 39],[26.69105691 22.30894309] ; [40.30894309 33.69105691],0
p1,1,0.052658,3.754755,[10 40] ; [ 6 68],[ 6.4516129 43.5483871] ; [ 9.5483871 64.4516129],0
r3,1,0.055604,3.663884,[42  6] ; [54 20],[37.7704918 10.2295082] ; [58.2295082 15.7704918],0
p4,1,0.065391,3.395088,[28 22] ; [29 45],[22.98387097 27.01612903] ; [34.01612903 39.98387097],0
p11,1,0.077789,3.110503,[38 12] ; [45 29],[33.46774194 16.53225806] ; [49.53225806 24.46774194],0
b5,1,0.077946,3.107217,[33 17] ; [37 37],[28.22580645 21.77419355] ; [41.77419355 32.22580645],0
a3,1,0.094767,2.791479,[27 22] ; [29 44],[22.49180328 26.50819672] ; [33.50819672 39.49180328],0
r4,1,0.116848,2.459074,[39 11] ; [48 26],[35.08064516 14.91935484] ; [51.91935484 22.08064516],0
n3,1,0.120597,2.40955,[10  1] ; [20 10],[8.04878049 2.95121951] ; [21.95121951  8.04878049],0
u3,1,0.13303,2.256785,[12 11] ; [15 30],[ 9.13235294 13.86764706] ; [17.86764706 27.13235294],0
v3,1,0.142599,2.149683,[17 32] ; [16 55],[13.475 35.525] ; [19.525 51.475],0
d2,1,0.149686,2.075444,[ 8 42] ; [20 54],[11.29032258 38.70967742] ; [16.70967742 57.29032258],0
d3,1,0.150764,2.064502,[16 34] ; [15 58],[12.60162602 37.39837398] ; [18.39837398 54.60162602],0
p2,1,0.156164,2.01098,[39 11] ; [49 25],[35.48387097 14.51612903] ; [52.51612903 21.48387097],0
a1,1,0.225936,1.466264,[ 1 49] ; [ 5 69],[ 2.41935484 47.58064516] ; [ 3.58064516 70.41935484],0
d5,1,0.250024,1.323168,[22 28] ; [25 49],[18.9516129 31.0483871] ; [28.0483871 45.9516129],0
a2,1,0.313771,1.014734,[ 6 44] ; [ 5 69],[ 4.43548387 45.56451613] ; [ 6.56451613 67.43548387],0
n1,1,0.322873,0.977273,[6 5] ; [12 20],[4.60465116 6.39534884] ; [13.39534884 18.60465116],0
a8,1,0.329564,0.950612,[ 3 41] ; [ 9 63],[ 4.55172414 39.44827586] ; [ 7.44827586 64.55172414],0
p5,1,0.332362,0.939674,[ 3 47] ; [ 8 64],[ 4.50819672 45.49180328] ; [ 6.49180328 65.50819672],0
u2,1,0.3388,0.914966,[12 11] ; [18 27],[10.14705882 12.85294118] ; [19.85294118 25.14705882],0
