Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.027742,4.844043,[5 5] ; [34  7],[7.64705882 2.35294118] ; [31.35294118  9.64705882],0
n4,1,0.031369,4.632675,[5 5] ; [33  7],[7.6 2.4] ; [30.4  9.6],0
v1,1,0.065691,3.387534,[2 7] ; [23 18],[4.5 4.5] ; [20.5 20.5],0
b4,1,0.06825,3.324612,[4 6] ; [29 12],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
p6,1,0.071335,3.252033,[6 3] ; [14 27],[3.6 5.4] ; [16.4 24.6],0
u2,1,0.11863,2.435317,[1 2] ; [11  3],[2.11764706 0.88235294] ; [9.88235294 4.11764706],0
p2,1,0.167842,1.902114,[9 1] ; [28 13],[7.25490196 2.74509804] ; [29.74509804 11.25490196],0
n5,1,0.172485,1.861213,[5 5] ; [29 11],[6.8 3.2] ; [27.2 12.8],0
u3,1,0.179712,1.8,[2 1] ; [14  1],[2.66666667 0.33333333] ; [13.33333333  1.66666667],0
b2,1,0.232893,1.423106,[1 5] ; [14 19],[2.30769231 3.69230769] ; [12.69230769 20.30769231],0
b3,1,0.232893,1.423106,[1 5] ; [14 19],[2.30769231 3.69230769] ; [12.69230769 20.30769231],0
d5,1,0.253102,1.306098,[7 3] ; [35  6],[8.23529412 1.76470588] ; [33.76470588  7.23529412],0
d3,1,0.277776,1.177938,[5 5] ; [28 13],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
a7,1,0.277776,1.177938,[5 5] ; [28 13],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
a6,1,0.277776,1.177938,[5 5] ; [28 13],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
p8,1,0.284556,1.145201,[3 7] ; [20 21],[4.50980392 5.49019608] ; [18.49019608 22.50980392],0
v2,1,0.318689,0.994318,[7 3] ; [21 19],[5.6 4.4] ; [22.4 17.6],0
u1,1,0.32119,0.984096,[1 9] ; [10 31],[2.15686275 7.84313725] ; [ 8.84313725 32.15686275],0
v3,1,0.324574,0.970426,[3 7] ; [18 20],[4.375 5.625] ; [16.625 21.375],0
s5,1,0.372485,0.795358,[1 6] ; [12 27],[1.97826087 5.02173913] ; [11.02173913 27.97826087],0
a2,1,0.393389,0.728441,[1 9] ; [ 9 32],[1.96078431 8.03921569] ; [ 8.03921569 32.96078431],0
p4,1,0.423169,0.641498,[7 3] ; [23 18],[5.88235294 4.11764706] ; [24.11764706 16.88235294],0
b1,1,0.438526,0.600135,[4 6] ; [22 19],[5.09803922 4.90196078] ; [20.90196078 20.09803922],0
d1,1,0.505587,0.44319,[7 3] ; [24 17],[6.07843137 3.92156863] ; [24.92156863 16.07843137],0
a5,1,0.511972,0.430035,[6 4] ; [29 12],[6.8627451 3.1372549] ; [28.1372549 12.8627451],0
a1,1,0.537098,0.380945,[1 9] ; [ 2 39],[0.58823529 9.41176471] ; [ 2.41176471 38.58823529],0
r3,1,0.537098,0.380945,[9 1] ; [39  2],[9.41176471 0.58823529] ; [38.58823529  2.41176471],0
s7,1,0.54429,0.367647,[6 4] ; [28 12],[6.8 3.2] ; [27.2 12.8],0
s2,1,0.65429,0.200535,[6 4] ; [27 13],[6.6 3.4] ; [26.4 13.6],0
p7,1,0.669123,0.18263,[5 5] ; [17 23],[4.4 5.6] ; [17.6 22.4],0
a3,1,0.696006,0.152661,[7 3] ; [26 15],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
b5,1,0.696006,0.152661,[7 3] ; [26 15],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
n2,1,0.756495,0.096154,[1 1] ; [8 5],[1.2 0.8] ; [7.8 5.2],0
p9,1,0.823216,0.049912,[6 4] ; [23 18],[5.68627451 4.31372549] ; [23.31372549 17.68627451],0
s4,1,0.827675,0.047387,[2 8] ; [ 7 34],[1.76470588 8.23529412] ; [ 7.23529412 33.76470588],0
d4,1,0.827675,0.047387,[8 2] ; [34  7],[8.23529412 1.76470588] ; [33.76470588  7.23529412],0
p3,1,0.835366,0.043191,[5 5] ; [19 22],[4.70588235 5.29411765] ; [19.29411765 21.70588235],0
s3,1,0.879514,0.022978,[7 3] ; [27 13],[6.8 3.2] ; [27.2 12.8],0
a4,1,0.932811,0.007108,[4 6] ; [17 24],[4.11764706 5.88235294] ; [16.88235294 24.11764706],0
d2,1,0.954818,0.00321,[6 4] ; [25 16],[6.07843137 3.92156863] ; [24.92156863 16.07843137],0
p11,1,0.954818,0.00321,[6 4] ; [25 16],[6.07843137 3.92156863] ; [24.92156863 16.07843137],0
n6,1,1.0,0.0,[8 2] ; [32  8],[8. 2.] ; [32.  8.],0
