Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.50641,[266  66] ; [55 81],[227.71794872 104.28205128] ; [93.28205128 42.71794872],1
d3,1,0.0,56.953317,[253  79] ; [54 82],[217.78632479 114.21367521] ; [89.21367521 46.78632479],1
r4,1,0.0,36.95632,[304  29] ; [94 42],[282.58848614  50.41151386] ; [115.41151386  20.58848614],1
a2,1,0.0,29.100684,[ 99 234] ; [  9 127],[ 76.68230277 256.31769723] ; [ 31.31769723 104.68230277],1
r1,1,1e-05,19.435514,[274  57] ; [87 49],[255.86937901  75.13062099] ; [105.13062099  30.86937901],1
r3,1,1e-05,19.434355,[318  14] ; [114  22],[306.46153846  25.53846154] ; [125.53846154  10.46153846],1
u1,1,3.3e-05,17.247705,[ 69 264] ; [  7 129],[ 53.96162047 279.03837953] ; [ 22.03837953 113.96162047],1
v4,1,4.9e-05,16.496679,[315  18] ; [111  23],[303.76445396  29.23554604] ; [122.23554604  11.76445396],1
r2,1,9.3e-05,15.28189,[314  15] ; [111  20],[303.9673913  25.0326087] ; [121.0326087   9.9673913],1
d5,1,9.8e-05,15.180422,[280  52] ; [93 43],[264.60683761  67.39316239] ; [108.39316239  27.60683761],1
d4,1,0.000535,11.988061,[275  57] ; [93 43],[261.05982906  70.94017094] ; [106.94017094  29.05982906],1
u3,1,0.000579,11.843289,[57 42] ; [12 33],[47.4375 51.5625] ; [21.5625 23.4375],1
d1,1,0.000737,11.39323,[206 127] ; [61 75],[189.57569296 143.42430704] ; [77.42430704 58.57569296],1
b5,1,0.001949,9.596518,[220 113] ; [69 67],[205.19616205 127.80383795] ; [83.80383795 52.19616205],0
p4,1,0.002748,8.967867,[201 132] ; [60 73],[186.50858369 146.49141631] ; [74.49141631 58.50858369],0
p11,1,0.004863,7.929554,[274  59] ; [96 40],[262.70788913  70.29211087] ; [107.29211087  28.70788913],0
b1,1,0.012086,6.298197,[120 213] ; [66 70],[132.06396588 200.93603412] ; [53.93603412 82.06396588],0
a5,1,0.012914,6.180828,[253  80] ; [88 48],[242.11727079  90.88272921] ; [98.88272921 37.11727079],0
b4,1,0.013508,6.101326,[203 130] ; [66 70],[190.99573561 142.00426439] ; [78.00426439 57.99573561],0
v2,1,0.020485,5.370089,[183 138] ; [58 71],[171.91333333 149.08666667] ; [69.08666667 59.91333333],0
a8,1,0.021738,5.266623,[ 52 247] ; [ 11 115],[ 44.32235294 254.67764706] ; [ 18.67764706 107.32235294],0
p2,1,0.040461,4.198466,[273  60] ; [97 35],[264.96774194  68.03225806] ; [105.03225806  26.96774194],0
p7,1,0.040814,4.183739,[200 127] ; [67 65],[190.21568627 136.78431373] ; [76.78431373 55.21568627],0
u2,1,0.050362,3.829375,[57 42] ; [18 27],[51.5625 47.4375] ; [23.4375 21.5625],0
s7,1,0.0539,3.715781,[126 189] ; [64 64],[135.10158014 179.89841986] ; [54.89841986 73.10158014],0
p10,1,0.054512,3.69696,[261  70] ; [93 39],[253.07559395  77.92440605] ; [100.92440605  31.07559395],0
n6,1,0.064723,3.412028,[286  46] ; [107  28],[279.39186296  52.60813704] ; [113.60813704  21.39186296],0
n2,1,0.075092,3.168054,[45 17] ; [24 19],[40.74285714 21.25714286] ; [28.25714286 14.74285714],0
a4,1,0.152977,2.04231,[155 176] ; [53 81],[148.06021505 182.93978495] ; [59.93978495 74.06021505],0
b2,1,0.164018,1.936789,[ 69 134] ; [41 56],[ 74.43333333 128.56666667] ; [35.56666667 61.43333333],0
b3,1,0.164018,1.936789,[ 69 134] ; [41 56],[ 74.43333333 128.56666667] ; [35.56666667 61.43333333],0
