Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,87.646356,[330   9] ; [72 37],[304.19196429  34.80803571] ; [97.80803571 11.19196429],1
r2,1,0.0,55.021304,[328   8] ; [81 26],[310.21218962  25.78781038] ; [98.78781038  8.21218962],1
a5,1,1e-06,24.281531,[243  96] ; [50 59],[221.71205357 117.28794643] ; [71.28794643 37.71205357],1
a6,1,0.000302,13.056419,[249  90] ; [60 49],[233.81919643 105.18080357] ; [75.18080357 33.81919643],1
v2,1,0.000561,11.899692,[182 137] ; [40 66],[166.63058824 152.36941176] ; [55.36941176 50.63058824],1
v4,1,0.001002,10.823602,[324  14] ; [94 14],[316.78026906  21.21973094] ; [101.21973094   6.78026906],0
v1,1,0.001069,10.704087,[171 159] ; [36 71],[156.31578947 173.68421053] ; [50.68421053 56.31578947],0
d1,1,0.001205,10.481929,[191 148] ; [42 67],[176.31026786 162.68973214] ; [56.68973214 52.31026786],0
a7,1,0.001847,9.695531,[261  77] ; [67 41],[248.57399103  89.42600897] ; [79.42600897 28.57399103],0
a2,1,0.003147,8.720465,[ 70 269] ; [  9 100],[ 59.77901786 279.22098214] ; [19.22098214 89.77901786],0
d4,1,0.003808,8.37332,[280  59] ; [76 33],[269.38392857  69.61607143] ; [86.61607143 22.38392857],0
n4,1,0.005308,7.771548,[238 100] ; [61 48],[226.08948546 111.91051454] ; [72.91051454 36.08948546],0
u3,1,0.010132,6.611579,[73 53] ; [20 34],[65.1 60.9] ; [27.9 26.1],0
u1,1,0.010219,6.59638,[ 46 293] ; [  5 104],[ 38.59151786 300.40848214] ; [12.40848214 96.59151786],0
d5,1,0.011222,6.429855,[272  67] ; [74 34],[262.40268456  76.59731544] ; [83.59731544 24.40268456],0
p7,1,0.014017,6.036034,[198 133] ; [49 57],[187.08695652 143.91304348] ; [59.91304348 46.08695652],0
p11,1,0.01668,5.729779,[276  63] ; [77 32],[267.11383929  71.88616071] ; [85.88616071 23.11383929],0
p2,1,0.023368,5.140918,[276  61] ; [76 30],[267.77426637  69.22573363] ; [84.22573363 21.77426637],0
a3,1,0.02413,5.085229,[211 128] ; [54 54],[200.97315436 138.02684564] ; [64.02684564 43.97315436],0
p4,1,0.026115,4.948388,[176 159] ; [43 64],[165.9841629 169.0158371] ; [53.0158371 53.9841629],0
a4,1,0.027952,4.831003,[139 199] ; [32 77],[129.30201342 208.69798658] ; [41.69798658 67.30201342],0
p8,1,0.042809,4.102946,[165 168] ; [41 66],[155.90454545 177.09545455] ; [50.09545455 56.90454545],0
s5,1,0.075716,3.154536,[ 77 249] ; [16 88],[ 70.50697674 255.49302326] ; [22.49302326 81.50697674],0
d3,1,0.078228,3.101331,[228 111] ; [62 45],[220.42600897 118.57399103] ; [69.57399103 37.42600897],0
p3,1,0.083829,2.989062,[139 199] ; [34 73],[131.40224719 206.59775281] ; [41.59775281 65.40224719],0
s6,1,0.11353,2.504377,[174 156] ; [47 60],[166.88787185 163.11212815] ; [54.11212815 52.88787185],0
b5,1,0.114668,2.488677,[208 131] ; [76 33],[214.90178571 124.09821429] ; [69.09821429 39.90178571],0
