Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.74895,[64 18] ; [ 5 19],[53.37735849 28.62264151] ; [15.62264151  8.37735849],1
p7,1,0.70317,0.145196,[43 36] ; [12 12],[42.18446602 36.81553398] ; [12.81553398 11.18446602],0
p3,1,0.752513,0.099432,[21 60] ; [ 7 17],[21.6 59.4] ; [ 6.4 17.6],0
p4,1,0.773062,0.083158,[36 44] ; [10 14],[35.38461538 44.61538462] ; [10.61538462 13.38461538],0
p5,1,0.808072,0.059007,[ 8 72] ; [ 2 22],[ 7.69230769 72.30769231] ; [ 2.30769231 21.69230769],0
p1,1,0.833878,0.043987,[ 8 74] ; [ 2 22],[ 7.73584906 74.26415094] ; [ 2.26415094 21.73584906],0
b4,1,0.845883,0.037781,[46 36] ; [14 10],[46.41509434 35.58490566] ; [13.58490566 10.41509434],0
n4,1,0.854227,0.033756,[53 29] ; [16  8],[53.37735849 28.62264151] ; [15.62264151  8.37735849],0
p2,1,0.87919,0.023103,[52 29] ; [15  9],[51.68571429 29.31428571] ; [15.31428571  8.68571429],0
a1,1,0.885039,0.020905,[ 4 78] ; [ 1 23],[ 3.86792453 78.13207547] ; [ 1.13207547 22.86792453],0
a8,1,0.973268,0.001123,[ 7 72] ; [ 2 20],[ 7.03960396 71.96039604] ; [ 1.96039604 20.03960396],0
d2,1,0.992319,9.3e-05,[24 58] ; [ 7 17],[23.98113208 58.01886792] ; [ 7.01886792 16.98113208],0
