Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,111.870839,[289  29] ; [29 48],[256.01012658  61.98987342] ; [61.98987342 15.01012658],1
n6,1,0.0,40.574825,[294  21] ; [51 25],[277.94117647  37.05882353] ; [67.05882353  8.94117647],1
v1,1,3.2e-05,17.274058,[198 110] ; [28 46],[182.21989529 125.78010471] ; [43.78010471 30.21989529],1
p11,1,0.000417,12.452586,[273  45] ; [53 24],[262.45063291  55.54936709] ; [63.54936709 13.45063291],1
v3,1,0.000638,11.660505,[148 157] ; [20 55],[134.84210526 170.15789474] ; [33.15789474 41.84210526],1
s7,1,0.002071,9.485721,[226  79] ; [42 33],[215.10526316  89.89473684] ; [52.89473684 22.10526316],0
a3,1,0.002073,9.484053,[254  63] ; [49 28],[243.78426396  73.21573604] ; [59.21573604 17.78426396],0
a8,1,0.00503,7.868494,[ 52 243] ; [ 3 67],[ 44.45205479 250.54794521] ; [10.54794521 59.45205479],0
p3,1,0.005288,7.778113,[183 133] ; [31 46],[172.07124682 143.92875318] ; [41.92875318 35.07124682],0
p4,1,0.005339,7.760829,[221  95] ; [41 36],[210.66666667 105.33333333] ; [51.33333333 25.66666667],0
s4,1,0.00811,7.008999,[ 65 248] ; [27 50],[ 73.83589744 239.16410256] ; [18.16410256 58.83589744],0
p8,1,0.010282,6.585374,[184 131] ; [32 44],[174.01534527 140.98465473] ; [41.98465473 34.01534527],0
p5,1,0.018237,5.573216,[ 49 265] ; [ 4 72],[ 42.67179487 271.32820513] ; [10.32820513 65.67179487],0
r1,1,0.022982,5.169866,[266  52] ; [55 21],[259.08121827  58.91878173] ; [61.91878173 14.08121827],0
a4,1,0.03153,4.623886,[159 159] ; [28 49],[150.54683544 167.45316456] ; [36.45316456 40.54683544],0
s8,1,0.050716,3.817613,[210 106] ; [42 35],[202.6259542 113.3740458] ; [49.3740458 27.6259542],0
u3,1,0.070462,3.272236,[39 25] ; [21  5],[42.66666667 21.33333333] ; [17.33333333  8.66666667],0
b2,1,0.073781,3.196838,[ 84 117] ; [11 30],[ 78.90495868 122.09504132] ; [16.09504132 24.90495868],0
b3,1,0.073781,3.196838,[ 84 117] ; [11 30],[ 78.90495868 122.09504132] ; [16.09504132 24.90495868],0
p7,1,0.075197,3.165774,[220  88] ; [45 29],[213.66492147  94.33507853] ; [51.33507853 22.66492147],0
p2,1,0.100435,2.69862,[278  39] ; [62 15],[273.55329949  43.44670051] ; [66.44670051 10.55329949],0
b1,1,0.128811,2.306777,[129 189] ; [24 53],[123.17468354 194.82531646] ; [29.82531646 47.17468354],0
p6,1,0.141681,2.159605,[147 166] ; [29 48],[141.25128205 171.74871795] ; [34.74871795 42.25128205],0
u2,1,0.142976,2.145638,[37 27] ; [20  7],[40.08791209 23.91208791] ; [16.91208791 10.08791209],0
