Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.007425,7.167216,[25  1] ; [37 16],[20.40506329  5.59493671] ; [41.59493671 11.40506329],0
v2,1,0.010372,6.569821,[15 10] ; [15 36],[ 9.86842105 15.13157895] ; [20.13157895 30.86842105],0
p5,1,0.022129,5.235616,[ 4 22] ; [ 1 51],[ 1.66666667 24.33333333] ; [ 3.33333333 48.66666667],0
a8,1,0.024432,5.063736,[ 5 19] ; [ 2 46],[ 2.33333333 21.66666667] ; [ 4.66666667 43.33333333],0
r1,1,0.02509,5.017633,[24  2] ; [37 16],[20.07594937  5.92405063] ; [40.92405063 12.07594937],0
v1,1,0.044478,4.038328,[15 11] ; [18 35],[10.86075949 15.13924051] ; [22.13924051 30.86075949],0
b3,1,0.066486,3.367711,[ 2 15] ; [12 21],[ 4.76 12.24] ; [ 9.24 23.76],0
b2,1,0.066486,3.367711,[ 2 15] ; [12 21],[ 4.76 12.24] ; [ 9.24 23.76],0
n3,1,0.069676,3.290625,[7 1] ; [9 9],[4.92307692 3.07692308] ; [11.07692308  6.92307692],0
n4,1,0.096566,2.761369,[21  5] ; [33 20],[17.7721519  8.2278481] ; [36.2278481 16.7721519],0
s5,1,0.109992,2.55434,[ 9 16] ; [10 42],[ 6.16883117 18.83116883] ; [12.83116883 39.16883117],0
p3,1,0.110638,2.545083,[13 13] ; [16 35],[ 9.79220779 16.20779221] ; [19.20779221 31.79220779],0
p6,1,0.166372,1.915336,[ 4 21] ; [16 36],[ 6.49350649 18.50649351] ; [13.50649351 38.49350649],0
s8,1,0.213182,1.549684,[11 15] ; [15 38],[ 8.55696203 17.44303797] ; [17.44303797 35.55696203],0
s7,1,0.220221,1.502934,[13 10] ; [21 30],[10.56756757 12.43243243] ; [23.43243243 27.56756757],0
s6,1,0.267506,1.229492,[19  7] ; [32 21],[16.78481013  9.21518987] ; [34.21518987 18.78481013],0
b4,1,0.280128,1.16647,[18  8] ; [30 23],[15.79746835 10.20253165] ; [32.20253165 20.79746835],0
n5,1,0.294107,1.100726,[14 12] ; [35 18],[16.12658228  9.87341772] ; [32.87341772 20.12658228],0
s2,1,0.366324,0.816095,[17  9] ; [29 24],[15.13924051 10.86075949] ; [30.86075949 22.13924051],0
p4,1,0.379395,0.772662,[15 11] ; [25 28],[13.16455696 12.83544304] ; [26.83544304 26.16455696],0
r3,1,0.468458,0.525611,[24  2] ; [46  7],[23.03797468  2.96202532] ; [46.96202532  6.03797468],0
r2,1,0.468458,0.525611,[24  2] ; [46  7],[23.03797468  2.96202532] ; [46.96202532  6.03797468],0
d2,1,0.470381,0.52108,[11 15] ; [27 26],[12.50632911 13.49367089] ; [25.49367089 27.50632911],0
d4,1,0.482468,0.493281,[17  9] ; [38 14],[18.33333333  7.66666667] ; [36.66666667 15.33333333],0
p2,1,0.573894,0.31621,[16 10] ; [36 17],[17.11392405  8.88607595] ; [34.88607595 18.11392405],0
a2,1,0.609737,0.260558,[ 4 22] ; [ 6 47],[ 3.29113924 22.70886076] ; [ 6.70886076 46.29113924],0
p8,1,0.621511,0.24375,[ 9 17] ; [21 31],[10. 16.] ; [20. 32.],0
v4,1,0.622797,0.241956,[23  3] ; [43  8],[22.28571429  3.71428571] ; [43.71428571  7.28571429],0
u2,1,0.641039,0.217385,[7 4] ; [11  9],[6.38709677 4.61290323] ; [11.61290323  8.38709677],0
n6,1,0.666539,0.185677,[17  9] ; [32 21],[16.12658228  9.87341772] ; [32.87341772 20.12658228],0
s4,1,0.667138,0.184968,[ 5 21] ; [12 39],[ 5.74025974 20.25974026] ; [11.25974026 39.74025974],0
u1,1,0.66794,0.184021,[ 3 23] ; [ 8 45],[ 3.62025316 22.37974684] ; [ 7.37974684 45.62025316],0
b1,1,0.676028,0.174632,[16 10] ; [30 23],[15.13924051 10.86075949] ; [30.86075949 22.13924051],0
d3,1,0.676028,0.174632,[16 10] ; [30 23],[15.13924051 10.86075949] ; [30.86075949 22.13924051],0
b5,1,0.683468,0.166248,[15 11] ; [28 25],[14.15189873 11.84810127] ; [28.84810127 24.15189873],0
d1,1,0.683468,0.166248,[11 15] ; [25 28],[11.84810127 14.15189873] ; [24.15189873 28.84810127],0
d5,1,0.690989,0.158017,[17  9] ; [37 16],[17.7721519  8.2278481] ; [36.2278481 16.7721519],0
n2,1,0.694176,0.154602,[5 2] ; [12  7],[4.57692308 2.42307692] ; [12.42307692  6.57692308],0
a3,1,0.695763,0.152917,[15 11] ; [33 20],[15.79746835 10.20253165] ; [32.20253165 20.79746835],0
a1,1,0.729647,0.119436,[ 1 25] ; [ 3 50],[ 1.3164557 24.6835443] ; [ 2.6835443 50.3164557],0
p10,1,0.734095,0.115385,[ 8 18] ; [18 34],[ 8.66666667 17.33333333] ; [17.33333333 34.66666667],0
a5,1,0.795398,0.06724,[16 10] ; [31 22],[15.46835443 10.53164557] ; [31.53164557 21.46835443],0
p11,1,0.816652,0.053756,[14 12] ; [30 23],[14.48101266 11.51898734] ; [29.51898734 23.48101266],0
a7,1,0.819306,0.052184,[15 11] ; [32 21],[15.46835443 10.53164557] ; [31.53164557 21.46835443],0
a6,1,0.819306,0.052184,[15 11] ; [32 21],[15.46835443 10.53164557] ; [31.53164557 21.46835443],0
u3,1,0.842356,0.039553,[7 4] ; [12  8],[6.74193548 4.25806452] ; [12.25806452  7.74193548],0
a4,1,0.863781,0.029434,[ 8 18] ; [17 35],[ 8.33333333 17.66666667] ; [16.66666667 35.33333333],0
s1,1,0.952931,0.003484,[ 3 22] ; [ 6 46],[ 2.92207792 22.07792208] ; [ 6.07792208 45.92207792],0
p7,1,0.989654,0.000168,[14 10] ; [31 22],[14.02597403  9.97402597] ; [30.97402597 22.02597403],0
n1,1,1.0,0.0,[3 3] ; [9 9],[3. 3.] ; [9. 9.],0
