Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.059333,3.555918,[6 9] ; [15  6],[8.75 6.25] ; [12.25  8.75],0
p4,1,0.336819,0.922502,[ 4 13] ; [ 8 13],[ 5.36842105 11.63157895] ; [ 6.63157895 14.36842105],0
n2,1,0.361466,0.832792,[6 5] ; [6 2],[6.94736842 4.05263158] ; [5.05263158 2.94736842],0
r2,1,0.392945,0.729809,[14  2] ; [20  1],[14.7027027  1.2972973] ; [19.2972973  1.7027027],0
u3,1,0.393153,0.729167,[5 1] ; [5 3],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
u1,1,0.401309,0.704399,[ 1 16] ; [ 3 18],[ 1.78947368 15.21052632] ; [ 2.21052632 18.78947368],0
p3,1,0.415426,0.663219,[ 7 10] ; [ 6 15],[ 5.81578947 11.18421053] ; [ 7.18421053 13.81578947],0
d5,1,0.437642,0.602458,[11  6] ; [16  5],[12.07894737  4.92105263] ; [14.92105263  6.07894737],0
p9,1,0.438578,0.6,[11  5] ; [16  4],[12.  4.] ; [15.  5.],0
r3,1,0.461384,0.542535,[14  3] ; [19  2],[14.76315789  2.23684211] ; [18.23684211  2.76315789],0
b4,1,0.535899,0.383193,[8 9] ; [12  9],[8.94736842 8.05263158] ; [11.05263158  9.94736842],0
s3,1,0.538213,0.378862,[10  6] ; [11 10],[9.08108108 6.91891892] ; [11.91891892  9.08108108],0
p8,1,0.540417,0.374767,[ 2 15] ; [ 4 17],[ 2.68421053 14.31578947] ; [ 3.31578947 17.68421053],0
v3,1,0.558185,0.342857,[ 3 12] ; [ 6 15],[ 3.75 11.25] ; [ 5.25 15.75],0
p10,1,0.565449,0.330357,[10  6] ; [15  6],[10.81081081  5.18918919] ; [14.18918919  6.81081081],0
v1,1,0.577894,0.309651,[8 9] ; [ 8 13],[7.15789474 9.84210526] ; [ 8.84210526 12.15789474],0
n3,1,0.598802,0.276807,[7 4] ; [6 2],[7.52631579 3.47368421] ; [5.47368421 2.52631579],0
d4,1,0.696574,0.152061,[12  5] ; [16  5],[12.52631579  4.47368421] ; [15.47368421  5.52631579],0
d1,1,0.744231,0.106443,[9 8] ; [10 11],[8.5 8.5] ; [10.5 10.5],0
p7,1,0.795953,0.066868,[ 5 12] ; [ 7 14],[ 5.36842105 11.63157895] ; [ 6.63157895 14.36842105],0
b2,1,0.813025,0.055944,[3 8] ; [ 3 10],[2.75 8.25] ; [3.25 9.75],0
b3,1,0.813025,0.055944,[3 8] ; [ 3 10],[2.75 8.25] ; [3.25 9.75],0
s5,1,0.848698,0.036397,[8 7] ; [9 9],[7.72727273 7.27272727] ; [9.27272727 8.72727273],0
a3,1,0.858733,0.031679,[11  6] ; [13  8],[10.73684211  6.26315789] ; [13.26315789  7.73684211],0
a1,1,0.877769,0.023654,[ 1 16] ; [ 1 20],[ 0.89473684 16.10526316] ; [ 1.10526316 19.89473684],0
a2,1,0.877769,0.023654,[ 1 16] ; [ 1 20],[ 0.89473684 16.10526316] ; [ 1.10526316 19.89473684],0
s2,1,0.878482,0.023377,[10  6] ; [12  8],[9.77777778 6.22222222] ; [12.22222222  7.77777778],0
n4,1,0.916902,0.010886,[10  7] ; [12  9],[9.84210526 7.15789474] ; [12.15789474  8.84210526],0
s6,1,0.924978,0.008867,[13  3] ; [16  4],[12.88888889  3.11111111] ; [16.11111111  3.88888889],0
n5,1,0.972566,0.001183,[8 9] ; [10 11],[8.05263158 8.94736842] ; [ 9.94736842 11.05263158],0
p11,1,0.972566,0.001183,[9 8] ; [11 10],[8.94736842 8.05263158] ; [11.05263158  9.94736842],0
p6,1,0.983888,0.000408,[ 4 13] ; [ 5 16],[ 4.02631579 12.97368421] ; [ 4.97368421 16.02631579],0
