Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.012106,6.295295,[3 2] ; [68  5],[4.55128205 0.44871795] ; [66.44871795  6.55128205],0
p10,1,0.054963,3.683204,[2 3] ; [57 16],[3.78205128 1.21794872] ; [55.21794872 17.78205128],0
p9,1,0.069385,3.297501,[2 2] ; [62 11],[3.32467532 0.67532468] ; [60.67532468 12.32467532],0
a3,1,0.116584,2.462622,[1 4] ; [41 32],[2.69230769 2.30769231] ; [39.30769231 33.69230769],0
s6,1,0.14195,2.15669,[1 3] ; [44 27],[2.4 1.6] ; [42.6 28.4],0
a7,1,0.166277,1.916191,[2 3] ; [51 22],[3.3974359 1.6025641] ; [49.6025641 23.3974359],0
b4,1,0.184179,1.763576,[4 1] ; [36 37],[2.56410256 2.43589744] ; [37.43589744 35.56410256],0
v1,1,0.204771,1.608013,[1 4] ; [35 36],[2.36842105 2.63157895] ; [33.63157895 37.36842105],0
n5,1,0.230892,1.435355,[3 2] ; [59 13],[4.02597403 0.97402597] ; [57.97402597 14.02597403],0
n2,1,0.261651,1.26,[2 2] ; [8 2],[2.85714286 1.14285714] ; [7.14285714 2.85714286],0
v4,1,0.28571,1.139726,[4 1] ; [68  5],[4.61538462 0.38461538] ; [67.38461538  5.61538462],0
v2,1,0.291295,1.113625,[1 3] ; [37 34],[2.02666667 1.97333333] ; [35.97333333 35.02666667],0
p6,1,0.323148,0.976161,[1 4] ; [31 42],[2.05128205 2.94871795] ; [29.94871795 43.05128205],0
b5,1,0.351064,0.869608,[4 1] ; [43 30],[3.01282051 1.98717949] ; [43.98717949 29.01282051],0
r2,1,0.372584,0.795028,[4 1] ; [67  6],[4.55128205 0.44871795] ; [66.44871795  6.55128205],0
p12,1,0.372584,0.795028,[1 4] ; [ 6 67],[0.44871795 4.55128205] ; [ 6.55128205 66.44871795],0
a5,1,0.372598,0.794982,[2 3] ; [44 29],[2.94871795 2.05128205] ; [43.05128205 29.94871795],0
d3,1,0.399662,0.709342,[2 3] ; [17 56],[1.21794872 3.78205128] ; [17.78205128 55.21794872],0
p8,1,0.458574,0.549372,[3 1] ; [41 32],[2.28571429 1.71428571] ; [41.71428571 31.28571429],0
n3,1,0.468717,0.525,[3 1] ; [9 1],[3.42857143 0.57142857] ; [8.57142857 1.42857143],0
n1,1,0.480478,0.497778,[2 2] ; [3 7],[1.42857143 2.57142857] ; [3.57142857 6.42857143],0
b1,1,0.482026,0.494276,[3 2] ; [32 41],[2.24358974 2.75641026] ; [32.75641026 40.24358974],0
s7,1,0.521481,0.410963,[1 3] ; [28 40],[1.61111111 2.38888889] ; [27.38888889 40.61111111],0
v3,1,0.522736,0.408492,[1 3] ; [30 43],[1.61038961 2.38961039] ; [29.38961039 43.61038961],0
r1,1,0.558549,0.342222,[3 2] ; [52 20],[3.57142857 1.42857143] ; [51.42857143 20.57142857],0
s8,1,0.641954,0.216195,[2 2] ; [28 45],[1.55844156 2.44155844] ; [28.44155844 44.55844156],0
s2,1,0.659293,0.194383,[2 3] ; [22 50],[1.55844156 3.44155844] ; [22.44155844 49.55844156],0
d2,1,0.673427,0.17762,[1 4] ; [21 52],[1.41025641 3.58974359] ; [20.58974359 52.41025641],0
p7,1,0.718279,0.130147,[4 1] ; [53 20],[3.65384615 1.34615385] ; [53.34615385 19.65384615],0
p4,1,0.765243,0.089164,[4 1] ; [54 19],[3.71794872 1.28205128] ; [54.28205128 18.71794872],0
a6,1,0.793623,0.068439,[3 2] ; [48 25],[3.26923077 1.73076923] ; [47.73076923 25.26923077],0
u2,1,0.812524,0.05625,[2 2] ; [14 18],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
s5,1,0.828382,0.046992,[1 4] ; [17 53],[1.2 3.8] ; [16.8 53.2],0
p1,1,0.836216,0.04274,[1 4] ; [12 61],[0.83333333 4.16666667] ; [12.16666667 60.83333333],0
p5,1,0.836216,0.04274,[1 4] ; [12 61],[0.83333333 4.16666667] ; [12.16666667 60.83333333],0
b3,1,0.908254,0.013281,[1 2] ; [16 37],[0.91071429 2.08928571] ; [16.08928571 36.91071429],0
b2,1,0.908254,0.013281,[1 2] ; [16 37],[0.91071429 2.08928571] ; [16.08928571 36.91071429],0
s3,1,0.956861,0.002926,[2 2] ; [35 37],[1.94736842 2.05263158] ; [35.05263158 36.94736842],0
p11,1,0.964017,0.002035,[4 1] ; [59 14],[4.03846154 0.96153846] ; [58.96153846 14.03846154],0
