Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,111.291779,[  6 111] ; [194 118],[54.54545455 62.45454545] ; [145.45454545 166.54545455],1
d4,1,0.0,66.703348,[53 63] ; [264  48],[85.91588785 30.08411215] ; [231.08411215  80.91588785],1
d3,1,0.0,40.653317,[47 70] ; [228  83],[75.17523364 41.82476636] ; [199.82476636 111.17523364],1
a5,1,0.0,33.908564,[48 69] ; [223  89],[73.90909091 43.09090909] ; [197.09090909 114.90909091],1
a7,1,0.0,27.034557,[62 54] ; [246  66],[83.47663551 32.52336449] ; [224.52336449  87.47663551],1
d2,1,1e-06,23.183825,[23 94] ; [140 171],[44.55841121 72.44158879] ; [118.44158879 192.55841121],1
a6,1,4e-06,21.514326,[60 57] ; [233  79],[79.90909091 37.09090909] ; [213.09090909  98.90909091],1
a3,1,4e-05,16.866108,[53 62] ; [211 100],[71.26760563 43.73239437] ; [192.73239437 118.26760563],1
a4,1,4.1e-05,16.809437,[25 90] ; [135 176],[43.19248826 71.80751174] ; [116.80751174 194.19248826],1
p2,1,4.8e-05,16.523632,[70 47] ; [244  64],[86.44235294 30.55764706] ; [227.55764706  80.44235294],1
a2,1,0.000123,14.747043,[  7 110] ; [ 68 244],[20.45454545 96.54545455] ; [ 54.54545455 257.45454545],1
r4,1,0.000228,13.582862,[76 41] ; [255  57],[90.27272727 26.72727273] ; [240.72727273  71.27272727],1
p4,1,0.000521,12.039251,[36 79] ; [155 154],[51.80424528 63.19575472] ; [139.19575472 169.80424528],1
v4,1,0.000582,11.833785,[91 24] ; [284  27],[101.23239437  13.76760563] ; [273.76760563  37.23239437],1
p10,1,0.001553,10.015026,[62 52] ; [218  90],[75.63981043 38.36018957] ; [204.36018957 103.63981043],0
r2,1,0.001791,9.751795,[93 23] ; [279  27],[102.25592417  13.74407583] ; [269.74407583  36.25592417],0
u1,1,0.002209,9.367599,[  4 113] ; [ 43 269],[ 12.81818182 104.18181818] ; [ 34.18181818 277.81818182],0
r3,1,0.002809,8.927879,[92 23] ; [282  29],[100.96244131  14.03755869] ; [273.03755869  37.96244131],0
v2,1,0.003014,8.799176,[40 71] ; [157 142],[53.33414634 57.66585366] ; [143.66585366 155.33414634],0
p9,1,0.003533,8.509386,[68 46] ; [228  79],[80.152019 33.847981] ; [215.847981  91.152019],0
r1,1,0.004616,8.024076,[69 47] ; [229  82],[80.95550351 35.04449649] ; [217.04449649  93.95550351],0
p3,1,0.007429,7.166152,[29 88] ; [119 189],[40.74352941 76.25647059] ; [107.25647059 200.74352941],0
n6,1,0.009994,6.635961,[74 41] ; [238  72],[84.42352941 30.57647059] ; [227.57647059  82.42352941],0
p11,1,0.015606,5.846761,[71 46] ; [227  85],[81.27272727 35.72727273] ; [216.72727273  95.27272727],0
s1,1,0.018022,5.594036,[  8 105] ; [  7 302],[  4.01658768 108.98341232] ; [ 10.98341232 298.01658768],0
p8,1,0.027181,4.879259,[38 77] ; [138 169],[47.96208531 67.03791469] ; [128.03791469 178.96208531],0
n4,1,0.049947,3.843223,[70 45] ; [221  91],[78.37236534 36.62763466] ; [212.62763466  99.37236534],0
s6,1,0.070576,3.269569,[38 78] ; [131 178],[46.12705882 69.87294118] ; [122.87294118 186.12705882],0
b1,1,0.084035,2.985086,[55 62] ; [118 194],[47.18181818 69.81818182] ; [125.81818182 186.18181818],0
s3,1,0.102171,2.671327,[47 67] ; [101 208],[39.88652482 74.11347518] ; [108.11347518 200.88652482],0
p1,1,0.106749,2.601709,[ 10 107] ; [ 14 296],[  6.57611241 110.42388759] ; [ 17.42388759 292.57611241],0
s7,1,0.116037,2.470019,[17 94] ; [ 66 229],[22.69211823 88.30788177] ; [ 60.30788177 234.69211823],0
b5,1,0.127346,2.324568,[66 51] ; [201 111],[72.81818182 44.18181818] ; [194.18181818 117.81818182],0
p7,1,0.156349,2.009185,[52 60] ; [166 140],[58.41148325 53.58851675] ; [159.58851675 146.41148325],0
n2,1,0.216259,1.529026,[29 11] ; [52 33],[25.92 14.08] ; [55.08 29.92],0
u2,1,0.218936,1.511328,[27 35] ; [54 47],[30.80981595 31.19018405] ; [50.19018405 50.80981595],0
v1,1,0.222587,1.487616,[45 70] ; [140 166],[50.53444181 64.46555819] ; [134.46555819 171.53444181],0
n5,1,0.252374,1.310113,[72 42] ; [214  96],[76.89622642 37.10377358] ; [209.10377358 100.89622642],0
u3,1,0.306062,1.047595,[26 37] ; [49 50],[29.16666667 33.83333333] ; [45.83333333 53.16666667],0
a1,1,0.426796,0.631525,[  7 110] ; [ 13 299],[  5.45454545 111.54545455] ; [ 14.54545455 297.45454545],0
n3,1,0.470163,0.521593,[25 14] ; [60 25],[26.73387097 12.26612903] ; [58.26612903 26.73387097],0
b4,1,0.551257,0.35507,[63 54] ; [178 134],[65.72727273 51.27272727] ; [175.27272727 136.72727273],0
b3,1,0.627759,0.235111,[22 44] ; [ 49 114],[20.4628821 45.5371179] ; [ 50.5371179 112.4628821],0
b2,1,0.627759,0.235111,[22 44] ; [ 49 114],[20.4628821 45.5371179] ; [ 50.5371179 112.4628821],0
n1,1,0.719297,0.129168,[14 26] ; [27 58],[13.12 26.88] ; [27.88 57.12],0
a8,1,0.730863,0.11832,[10 97] ; [ 30 255],[10.91836735 96.08163265] ; [ 29.08163265 255.91836735],0
v3,1,0.776509,0.080583,[34 81] ; [ 93 207],[35.19277108 79.80722892] ; [ 91.80722892 208.19277108],0
s2,1,0.795588,0.067113,[29 87] ; [ 74 237],[27.98126464 88.01873536] ; [ 75.01873536 235.98126464],0
p6,1,0.833803,0.044027,[25 90] ; [ 69 235],[25.79952267 89.20047733] ; [ 68.20047733 235.79952267],0
