Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,90.356973,[11 35] ; [246  38],[35.82424242 10.17575758] ; [221.17575758  62.82424242],1
v4,1,0.0,44.388891,[27 19] ; [263  20],[40.54711246  5.45288754] ; [249.45288754  33.54711246],1
r1,1,0.0,28.129179,[16 30] ; [210  74],[31.5030303 14.4969697] ; [194.4969697  89.5030303],1
r3,1,8e-06,20.013986,[31 15] ; [258  26],[40.28484848  5.71515152] ; [248.71515152  35.28484848],1
d1,1,7.6e-05,15.651756,[10 36] ; [151 133],[22.44242424 23.55757576] ; [138.55757576 145.44242424],1
a6,1,0.00022,13.654394,[19 27] ; [196  87],[30.06079027 15.93920973] ; [184.93920973  98.06079027],1
a3,1,0.000613,11.735527,[18 27] ; [189  95],[28.31306991 16.68693009] ; [178.68693009 105.31306991],1
a7,1,0.001,10.827551,[22 24] ; [204  79],[31.59878419 14.40121581] ; [194.40121581  88.59878419],0
d5,1,0.001528,10.044383,[25 21] ; [216  66],[33.79878049 12.20121951] ; [207.20121951  74.79878049],0
d4,1,0.002231,9.348838,[26 20] ; [219  63],[34.3597561 11.6402439] ; [210.6402439  71.3597561],0
d3,1,0.002618,9.056227,[20 26] ; [187  94],[29.11926606 16.88073394] ; [177.88073394 103.11926606],0
u3,1,0.003587,8.481772,[ 6 22] ; [49 44],[12.72727273 15.27272727] ; [42.27272727 50.72727273],0
a5,1,0.003877,8.340645,[19 27] ; [181 103],[27.87878788 18.12121212] ; [172.12121212 111.87878788],0
d2,1,0.003897,8.331267,[10 36] ; [125 157],[18.93292683 27.06707317] ; [116.06707317 165.93292683],0
p11,1,0.004318,8.144869,[23 23] ; [202  82],[31.36363636 14.63636364] ; [193.63636364  90.36363636],0
p10,1,0.004342,8.134965,[21 24] ; [193  89],[29.44954128 15.55045872] ; [184.55045872  97.44954128],0
b1,1,0.006361,7.445128,[28 18] ; [112 172],[19.51515152 26.48484848] ; [120.48484848 163.51515152],0
a2,1,0.011057,6.456071,[ 2 44] ; [ 56 228],[ 8.08484848 37.91515152] ; [ 49.91515152 234.08484848],0
s2,1,0.016306,5.769541,[ 9 37] ; [107 176],[16.21884498 29.78115502] ; [ 99.78115502 183.21884498],0
n6,1,0.018963,5.504916,[27 19] ; [213  70],[33.556231 12.443769] ; [206.443769  76.556231],0
p9,1,0.026681,4.911353,[24 20] ; [200  81],[30.32615385 13.67384615] ; [193.67384615  87.32615385],0
a4,1,0.028069,4.823815,[10 36] ; [109 174],[16.63829787 29.36170213] ; [102.36170213 180.63829787],0
u1,1,0.028952,4.770483,[ 1 45] ; [ 38 246],[ 5.43636364 40.56363636] ; [ 33.56363636 250.43636364],0
a8,1,0.038879,4.266154,[ 9 34] ; [ 27 241],[ 4.97749196 38.02250804] ; [ 31.02250804 236.97749196],0
p2,1,0.044899,4.022442,[27 19] ; [207  76],[32.71732523 13.28267477] ; [201.28267477  81.71732523],0
s6,1,0.06294,3.458171,[15 31] ; [133 148],[20.81957187 25.18042813] ; [127.18042813 153.81957187],0
s7,1,0.0711,3.257431,[ 8 32] ; [ 94 180],[12.99363057 27.00636943] ; [ 89.00636943 184.99363057],0
s3,1,0.079949,3.06594,[15 30] ; [133 148],[20.42944785 24.57055215] ; [127.57055215 153.42944785],0
