Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.1e-05,18.052367,[19 33] ; [59 21],[30.72727273 21.27272727] ; [47.27272727 32.72727273],1
p8,1,0.000262,13.326923,[ 7 45] ; [35 45],[16.54545455 35.45454545] ; [25.45454545 54.54545455],1
v4,1,0.000322,12.935855,[39 13] ; [75  3],[45.6  6.4] ; [68.4  9.6],1
p4,1,0.000927,10.96875,[11 39] ; [41 39],[20. 30.] ; [32. 48.],1
p7,1,0.000936,10.949172,[13 37] ; [44 35],[22.09302326 27.90697674] ; [34.90697674 44.09302326],1
r3,1,0.001655,9.897056,[41 11] ; [76  3],[46.44274809  5.55725191] ; [70.55725191  8.44274809],0
d5,1,0.003609,8.470611,[31 21] ; [66 14],[38.21212121 13.78787879] ; [58.78787879 21.21212121],0
s1,1,0.006717,7.347225,[ 8 44] ; [ 2 77],[ 3.96946565 48.03053435] ; [ 6.03053435 72.96946565],0
a6,1,0.008057,7.020659,[23 29] ; [54 26],[30.33333333 21.66666667] ; [46.66666667 33.33333333],0
p11,1,0.010429,6.560057,[20 32] ; [49 31],[27.18181818 24.81818182] ; [41.81818182 38.18181818],0
r4,1,0.010951,6.473304,[39 13] ; [73  7],[44.12121212  7.87878788] ; [67.87878788 12.12121212],0
p6,1,0.031077,4.648681,[ 5 47] ; [19 58],[ 9.6744186 42.3255814] ; [14.3255814 62.6744186],0
v1,1,0.036437,4.376555,[14 38] ; [36 44],[19.6969697 32.3030303] ; [30.3030303 49.6969697],0
b5,1,0.046123,3.977101,[24 28] ; [51 29],[29.54545455 22.45454545] ; [45.45454545 34.54545455],0
d1,1,0.063206,3.451188,[20 32] ; [44 36],[25.21212121 26.78787879] ; [38.78787879 41.21212121],0
s3,1,0.099135,2.719405,[20 32] ; [42 37],[24.61068702 27.38931298] ; [37.38931298 41.61068702],0
n4,1,0.100096,2.704013,[32 20] ; [60 20],[36.24242424 15.75757576] ; [55.75757576 24.24242424],0
a7,1,0.119747,2.42063,[30 22] ; [56 23],[34.13740458 17.86259542] ; [51.86259542 27.13740458],0
r2,1,0.1551,2.021361,[45  6] ; [76  4],[47.10687023  3.89312977] ; [73.89312977  6.10687023],0
a5,1,0.172856,1.858002,[29 23] ; [54 26],[32.6969697 19.3030303] ; [50.3030303 29.6969697],0
s4,1,0.182224,1.779391,[ 4 48] ; [12 65],[ 6.4496124 45.5503876] ; [ 9.5503876 67.4496124],0
s8,1,0.182646,1.775959,[ 9 42] ; [22 57],[12.16153846 38.83846154] ; [18.83846154 60.16153846],0
s7,1,0.183841,1.7663,[12 36] ; [27 47],[15.3442623 32.6557377] ; [23.6557377 50.3442623],0
s2,1,0.184332,1.76235,[15 37] ; [31 46],[18.54263566 33.45736434] ; [27.45736434 49.54263566],0
n2,1,0.204894,1.607143,[14 10] ; [16  5],[16.  8.] ; [14.  7.],0
u1,1,0.207327,1.589997,[ 5 47] ; [14 66],[ 7.48484848 44.51515152] ; [11.51515152 68.48484848],0
p10,1,0.209961,1.571693,[11 40] ; [25 54],[14.12307692 36.87692308] ; [21.87692308 57.12307692],0
p3,1,0.30665,1.045051,[14 38] ; [28 51],[16.67175573 35.32824427] ; [25.32824427 53.67175573],0
a1,1,0.32335,0.975349,[ 4 48] ; [ 3 77],[ 2.75757576 49.24242424] ; [ 4.24242424 75.75757576],0
n3,1,0.324343,0.971352,[11  9] ; [16  7],[12.55813953  7.44186047] ; [14.44186047  8.55813953],0
p1,1,0.378965,0.774057,[ 3 49] ; [ 8 71],[ 4.36641221 47.63358779] ; [ 6.63358779 72.36641221],0
a2,1,0.400703,0.706214,[ 8 44] ; [17 63],[ 9.84848485 42.15151515] ; [15.15151515 64.84848485],0
b1,1,0.457669,0.551591,[32 20] ; [44 36],[29.93939394 22.06060606] ; [46.06060606 33.93939394],0
d2,1,0.473036,0.514876,[23 29] ; [40 39],[25.00763359 26.99236641] ; [37.99236641 41.00763359],0
b2,1,0.474816,0.510747,[10 21] ; [13 39],[ 8.59036145 22.40963855] ; [14.40963855 37.59036145],0
b3,1,0.474816,0.510747,[10 21] ; [13 39],[ 8.59036145 22.40963855] ; [14.40963855 37.59036145],0
v2,1,0.485135,0.487299,[20 31] ; [35 42],[21.9140625 29.0859375] ; [33.0859375 43.9140625],0
v3,1,0.489349,0.477958,[19 31] ; [25 53],[17.1875 32.8125] ; [26.8125 51.1875],0
p5,1,0.586304,0.296154,[ 3 49] ; [ 3 77],[ 2.36363636 49.63636364] ; [ 3.63636364 76.36363636],0
u2,1,0.614987,0.252976,[12  9] ; [15 15],[11.11764706  9.88235294] ; [15.88235294 14.11764706],0
b4,1,0.63245,0.228753,[33 19] ; [54 26],[34.27272727 17.72727273] ; [52.72727273 27.27272727],0
n6,1,0.63245,0.228753,[33 19] ; [54 26],[34.27272727 17.72727273] ; [52.72727273 27.27272727],0
s6,1,0.634196,0.226414,[23 28] ; [39 40],[24.32307692 26.67692308] ; [37.67692308 41.32307692],0
a3,1,0.673907,0.177065,[30 21] ; [50 30],[31.14503817 19.85496183] ; [48.85496183 31.14503817],0
s5,1,0.719404,0.129064,[11 40] ; [15 64],[10.2 40.8] ; [15.8 63.2],0
n5,1,0.734926,0.114636,[29 23] ; [47 33],[29.93939394 22.06060606] ; [46.06060606 33.93939394],0
u3,1,0.756052,0.096515,[13  9] ; [19 11],[13.53846154  8.46153846] ; [18.46153846 11.53846154],0
a8,1,0.791554,0.069851,[ 6 44] ; [ 7 60],[ 5.55555556 44.44444444] ; [ 7.44444444 59.55555556],0
n1,1,0.861531,0.030424,[10 13] ; [ 9 13],[ 9.71111111 13.28888889] ; [ 9.28888889 12.71111111],0
d4,1,0.933756,0.006909,[39 13] ; [59 19],[39.2 12.8] ; [58.8 19.2],0
a4,1,0.955246,0.00315,[20 32] ; [30 49],[19.84732824 32.15267176] ; [30.15267176 48.84732824],0
