Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000488,12.159314,[20  5] ; [ 4 12],[14.63414634 10.36585366] ; [9.36585366 6.63414634],1
a2,1,0.569764,0.323077,[ 5 21] ; [ 2 14],[ 4.33333333 21.66666667] ; [ 2.66666667 13.33333333],0
u2,1,0.576999,0.311111,[4 5] ; [3 2],[4.5 4.5] ; [2.5 2.5],0
n2,1,0.581206,0.304289,[9 5] ; [7 6],[8.2962963 5.7037037] ; [7.7037037 5.2962963],0
r3,1,0.604667,0.268013,[12 11] ; [7 9],[11.20512821 11.79487179] ; [7.79487179 8.20512821],0
u1,1,0.606239,0.265688,[ 2 24] ; [ 2 14],[ 2.47619048 23.52380952] ; [ 1.52380952 14.47619048],0
v2,1,0.622461,0.242424,[12 13] ; [6 9],[11.25 13.75] ; [6.75 8.25],0
n6,1,0.692633,0.15625,[15  9] ; [9 7],[14.4  9.6] ; [9.6 6.4],0
u3,1,0.698535,0.15,[3 7] ; [2 3],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
p12,1,0.722403,0.126202,[ 1 25] ; [ 1 15],[ 1.23809524 24.76190476] ; [ 0.76190476 15.23809524],0
a5,1,0.734547,0.114977,[16 10] ; [9 7],[15.47619048 10.52380952] ; [9.52380952 6.47619048],0
a3,1,0.754376,0.09789,[16  9] ; [11  5],[16.46341463  8.53658537] ; [10.53658537  5.46341463],0
d3,1,0.757886,0.095023,[15 11] ; [10  6],[15.47619048 10.52380952] ; [9.52380952 6.47619048],0
b1,1,0.808497,0.058741,[12 14] ; [8 8],[12.38095238 13.61904762] ; [7.61904762 8.38095238],0
p2,1,0.87282,0.025625,[15 10] ; [10  6],[15.24390244  9.75609756] ; [9.75609756 6.24390244],0
b5,1,0.879189,0.023103,[14 12] ; [9 7],[14.23809524 11.76190476] ; [8.76190476 7.23809524],0
b2,1,0.882832,0.021721,[ 6 13] ; [2 5],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
b3,1,0.882832,0.021721,[ 6 13] ; [2 5],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
r2,1,0.918006,0.010598,[14 10] ; [9 6],[14.15384615  9.84615385] ; [8.84615385 6.15384615],0
p10,1,0.922512,0.009462,[16  9] ; [10  6],[15.85365854  9.14634146] ; [10.14634146  5.85365854],0
s4,1,0.925551,0.008732,[ 3 23] ; [ 2 14],[ 3.0952381 22.9047619] ; [ 1.9047619 14.0952381],0
s1,1,0.925551,0.008732,[ 3 23] ; [ 2 14],[ 3.0952381 22.9047619] ; [ 1.9047619 14.0952381],0
p6,1,0.969263,0.001485,[ 5 21] ; [ 3 13],[ 4.95238095 21.04761905] ; [ 3.04761905 12.95238095],0
