Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7e-06,20.14167,[40 25] ; [ 7 34],[28.82075472 36.17924528] ; [18.17924528 22.82075472],1
s2,1,0.003429,8.563878,[51 14] ; [21 20],[44.1509434 20.8490566] ; [27.8490566 13.1509434],0
s3,1,0.007531,7.141707,[47 17] ; [19 21],[40.61538462 23.38461538] ; [25.38461538 14.61538462],0
u3,1,0.009166,6.790179,[16  5] ; [ 9 15],[11.66666667  9.33333333] ; [13.33333333 10.66666667],0
a3,1,0.011062,6.455294,[44 21] ; [17 23],[37.76190476 27.23809524] ; [23.23809524 16.76190476],0
u2,1,0.01543,5.866667,[14  6] ; [ 8 16],[10. 10.] ; [12. 12.],0
a1,1,0.02076,5.346802,[ 1 64] ; [ 5 36],[ 3.67924528 61.32075472] ; [ 2.32075472 38.67924528],0
n4,1,0.036427,4.377003,[51 13] ; [25 16],[46.32380952 17.67619048] ; [29.67619048 11.32380952],0
v3,1,0.043373,4.080823,[29 36] ; [10 30],[24.14285714 40.85714286] ; [14.85714286 25.14285714],0
p6,1,0.069781,3.288166,[30 35] ; [11 28],[25.625 39.375] ; [15.375 23.625],0
p2,1,0.072056,3.235556,[56  9] ; [28 11],[52.5 12.5] ; [31.5  7.5],0
n5,1,0.07242,3.227309,[49 15] ; [24 16],[44.92307692 19.07692308] ; [28.07692308 11.92307692],0
v2,1,0.072997,3.214315,[38 26] ; [17 24],[33.52380952 30.47619048] ; [21.47619048 19.52380952],0
d4,1,0.076132,3.145593,[40 25] ; [32  9],[44.1509434 20.8490566] ; [27.8490566 13.1509434],0
p7,1,0.088247,2.906058,[48 16] ; [23 16],[44.11650485 19.88349515] ; [26.88349515 12.11650485],0
b1,1,0.114089,2.496652,[29 36] ; [12 29],[25.14150943 39.85849057] ; [15.85849057 25.14150943],0
p4,1,0.116407,2.465014,[37 28] ; [16 23],[33.125 31.875] ; [19.875 19.125],0
u1,1,0.170297,1.880323,[ 6 59] ; [ 1 40],[ 4.29245283 60.70754717] ; [ 2.70754717 38.29245283],0
p8,1,0.179364,1.802885,[38 27] ; [18 22],[34.66666667 30.33333333] ; [21.33333333 18.66666667],0
s6,1,0.181448,1.785725,[57  7] ; [31  8],[54.67961165  9.32038835] ; [33.32038835  5.67961165],0
a5,1,0.196804,1.665933,[40 25] ; [20 21],[36.79245283 28.20754717] ; [23.20754717 17.79245283],0
s1,1,0.239977,1.380729,[ 5 58] ; [ 1 40],[ 3.63461538 59.36538462] ; [ 2.36538462 38.63461538],0
b2,1,0.304999,1.052209,[16 24] ; [ 5 14],[14.23728814 25.76271186] ; [ 6.76271186 12.23728814],0
b3,1,0.304999,1.052209,[16 24] ; [ 5 14],[14.23728814 25.76271186] ; [ 6.76271186 12.23728814],0
r3,1,0.309731,1.031822,[61  3] ; [37  4],[59.73333333  4.26666667] ; [38.26666667  2.73333333],0
v1,1,0.311185,1.025641,[35 30] ; [17 22],[32.5 32.5] ; [19.5 19.5],0
