Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.724931,[63  8] ; [12 21],[51.20192308 19.79807692] ; [23.79807692  9.20192308],1
p9,1,0.000101,15.124684,[65  7] ; [19 14],[57.6 14.4] ; [26.4  6.6],1
p10,1,0.001993,9.555618,[59 12] ; [18 15],[52.56730769 18.43269231] ; [24.43269231  8.56730769],0
n6,1,0.002508,9.134955,[63  8] ; [21 12],[57.34615385 13.65384615] ; [26.65384615  6.34615385],0
p11,1,0.004529,8.058334,[60 12] ; [19 14],[54.17142857 17.82857143] ; [24.82857143  8.17142857],0
p2,1,0.016929,5.703741,[63  8] ; [23 10],[58.71153846 12.28846154] ; [27.28846154  5.71153846],0
u3,1,0.025161,5.012788,[ 8 15] ; [12  5],[11.5 11.5] ; [8.5 8.5],0
v3,1,0.033625,4.513656,[23 48] ; [ 4 28],[18.61165049 52.38834951] ; [ 8.38834951 23.61165049],0
r4,1,0.039069,4.257876,[50 22] ; [16 17],[45.25714286 26.74285714] ; [20.74285714 12.25714286],0
s4,1,0.062239,3.476685,[ 9 63] ; [ 9 24],[12.34285714 59.65714286] ; [ 5.65714286 27.34285714],0
a3,1,0.076253,3.143016,[48 24] ; [16 17],[43.88571429 28.11428571] ; [20.11428571 12.88571429],0
a2,1,0.091666,2.844865,[10 62] ; [ 1 32],[ 7.54285714 64.45714286] ; [ 3.45714286 29.54285714],0
d5,1,0.096528,2.761995,[55 17] ; [20 13],[51.42857143 20.57142857] ; [23.57142857  9.42857143],0
d4,1,0.12821,2.31405,[56 16] ; [21 12],[52.8 19.2] ; [24.2  8.8],0
p7,1,0.166126,1.91756,[44 27] ; [25  8],[47.10576923 23.89423077] ; [21.89423077 11.10576923],0
p5,1,0.190668,1.712447,[14 57] ; [ 3 29],[11.7184466 59.2815534] ; [ 5.2815534 26.7184466],0
v1,1,0.20206,1.627422,[37 33] ; [13 20],[33.98058252 36.01941748] ; [16.01941748 16.98058252],0
a8,1,0.207884,1.586101,[10 58] ; [ 2 31],[ 8.07920792 59.92079208] ; [ 3.92079208 29.07920792],0
v2,1,0.244867,1.352355,[34 36] ; [12 21],[31.26213592 38.73786408] ; [14.73786408 18.26213592],0
s3,1,0.29215,1.109688,[38 33] ; [14 19],[35.5 35.5] ; [16.5 16.5],0
p12,1,0.311873,1.022727,[ 6 66] ; [ 1 32],[ 4.8 67.2] ; [ 2.2 30.8],0
