Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.724931,[63  8] ; [12 21],[51.20192308 19.79807692] ; [23.79807692  9.20192308],1
d2,1,0.326095,0.964342,[29 43] ; [10 23],[26.74285714 45.25714286] ; [12.25714286 20.74285714],0
a4,1,0.326095,0.964342,[29 43] ; [10 23],[26.74285714 45.25714286] ; [12.25714286 20.74285714],0
a5,1,0.362269,0.830013,[46 26] ; [18 15],[43.88571429 28.11428571] ; [20.11428571 12.88571429],0
d1,1,0.378777,0.774667,[35 37] ; [13 20],[32.91428571 39.08571429] ; [15.08571429 17.91428571],0
b1,1,0.393529,0.728011,[35 37] ; [19 14],[37.02857143 34.97142857] ; [16.97142857 16.02857143],0
r2,1,0.429835,0.62327,[55 14] ; [24  9],[53.44117647 15.55882353] ; [25.55882353  7.44117647],0
s5,1,0.442569,0.589612,[18 49] ; [11 21],[19.62626263 47.37373737] ; [ 9.37373737 22.62626263],0
s7,1,0.464046,0.536117,[32 34] ; [13 19],[30.30612245 35.69387755] ; [14.69387755 17.30612245],0
b3,1,0.507555,0.439105,[17 32] ; [ 5 14],[15.85294118 33.14705882] ; [ 6.14705882 12.85294118],0
b2,1,0.507555,0.439105,[17 32] ; [ 5 14],[15.85294118 33.14705882] ; [ 6.14705882 12.85294118],0
p3,1,0.536306,0.38243,[46 26] ; [19 14],[44.57142857 27.42857143] ; [20.42857143 12.57142857],0
s6,1,0.547139,0.362468,[44 25] ; [19 14],[42.61764706 26.38235294] ; [20.38235294 12.61764706],0
u2,1,0.57672,0.311568,[12 12] ; [10  7],[12.87804878 11.12195122] ; [9.12195122 7.87804878],0
b4,1,0.603485,0.269772,[41 31] ; [17 16],[39.77142857 32.22857143] ; [18.22857143 14.77142857],0
n3,1,0.609473,0.260943,[12  4] ; [10  5],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
a6,1,0.617711,0.249098,[43 29] ; [18 15],[41.82857143 30.17142857] ; [19.17142857 13.82857143],0
p6,1,0.698983,0.149532,[33 38] ; [14 19],[32.08653846 38.91346154] ; [14.91346154 18.08653846],0
v4,1,0.730659,0.118508,[62  9] ; [28  5],[61.44230769  9.55769231] ; [28.55769231  4.44230769],0
n1,1,0.732105,0.117188,[9 7] ; [7 7],[8.53333333 7.46666667] ; [7.46666667 6.53333333],0
n2,1,0.778746,0.078935,[11  5] ; [11  4],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
d3,1,0.83551,0.043114,[43 29] ; [19 14],[42.51428571 29.48571429] ; [19.48571429 13.51428571],0
r3,1,0.863718,0.029461,[62 10] ; [28  5],[61.71428571 10.28571429] ; [28.28571429  4.71428571],0
p1,1,0.866151,0.028409,[ 5 67] ; [ 2 31],[ 4.8 67.2] ; [ 2.2 30.8],0
s2,1,0.885377,0.020781,[36 36] ; [17 16],[36.34285714 35.65714286] ; [16.65714286 16.34285714],0
a1,1,0.89757,0.016572,[ 6 66] ; [ 3 30],[ 6.17142857 65.82857143] ; [ 2.82857143 30.17142857],0
s1,1,0.917563,0.010713,[ 4 68] ; [ 2 31],[ 4.11428571 67.88571429] ; [ 1.88571429 31.11428571],0
s8,1,0.931608,0.007365,[29 43] ; [13 20],[28.8 43.2] ; [13.2 19.8],0
a7,1,0.941775,0.005335,[42 30] ; [19 14],[41.82857143 30.17142857] ; [19.17142857 13.82857143],0
b5,1,0.960723,0.002425,[44 28] ; [20 13],[43.88571429 28.11428571] ; [20.11428571 12.88571429],0
p8,1,0.973881,0.001072,[38 34] ; [17 15],[38.07692308 33.92307692] ; [16.92307692 15.07692308],0
