Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.681124,[344 151] ; [ 67 157],[282.95549374 212.04450626] ; [128.04450626  95.95549374],1
s4,1,0.215976,1.53091,[ 84 409] ; [ 30 194],[ 78.38493724 414.61506276] ; [ 35.61506276 188.38493724],0
r2,1,0.22284,1.485987,[470  22] ; [211  15],[466.64623955  25.35376045] ; [214.35376045  11.64623955],0
n3,1,0.22661,1.462016,[73 19] ; [41 17],[69.92 22.08] ; [44.08 13.92],0
d1,1,0.272294,1.205152,[302 197] ; [127  99],[295.27034483 203.72965517] ; [133.72965517  92.27034483],0
p12,1,0.306919,1.043887,[ 42 455] ; [ 14 210],[ 38.60194175 458.39805825] ; [ 17.39805825 206.60194175],0
d2,1,0.347998,0.880743,[245 254] ; [102 123],[239.16160221 259.83839779] ; [107.83839779 117.16160221],0
p1,1,0.384548,0.756113,[ 45 452] ; [ 16 209],[ 41.99030471 455.00969529] ; [ 19.00969529 205.99030471],0
d4,1,0.407762,0.685318,[417  80] ; [184  42],[413.13554633  83.86445367] ; [187.86445367  38.13554633],0
u4,1,0.426725,0.631719,[ 11 488] ; [  3 223],[  9.63586207 489.36413793] ; [  4.36413793 221.63586207],0
a7,1,0.456423,0.554651,[363 134] ; [171  55],[367.07883817 129.92116183] ; [166.92116183  59.07883817],0
a4,1,0.476716,0.506366,[223 274] ; [ 95 131],[218.59751037 278.40248963] ; [ 99.40248963 126.59751037],0
u2,1,0.522599,0.408762,[72 54] ; [41 37],[69.79411765 56.20588235] ; [43.20588235 34.79411765],0
n1,1,0.533561,0.387604,[29 62] ; [21 36],[30.74324324 60.25675676] ; [19.25675676 37.74324324],0
d5,1,0.534642,0.385561,[414  83] ; [184  42],[411.07330567  85.92669433] ; [186.92669433  39.07330567],0
b2,1,0.58306,0.301313,[119 191] ; [43 78],[116.51972158 193.48027842] ; [45.48027842 75.51972158],0
b3,1,0.58306,0.301313,[119 191] ; [43 78],[116.51972158 193.48027842] ; [45.48027842 75.51972158],0
s1,1,0.586795,0.295378,[ 12 481] ; [  7 216],[ 13.08240223 479.91759777] ; [  5.91759777 217.08240223],0
u3,1,0.626498,0.236839,[69 57] ; [46 33],[70.68292683 55.31707317] ; [44.31707317 34.68292683],0
n2,1,0.678624,0.171679,[69 23] ; [41 16],[67.91946309 24.08053691] ; [42.08053691 14.91946309],0
a6,1,0.88621,0.020478,[342 156] ; [154  72],[341.17127072 156.82872928] ; [154.82872928  71.17127072],0
