Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.681124,[344 151] ; [ 67 157],[282.95549374 212.04450626] ; [128.04450626  95.95549374],1
p6,1,0.0,66.018271,[241 252] ; [ 38 186],[191.83682008 301.16317992] ; [ 87.16317992 136.83682008],1
p3,1,0.0,47.317286,[304 195] ; [ 75 150],[261.21685083 237.78314917] ; [117.78314917 107.21685083],1
p4,1,0.0,34.595821,[355 143] ; [110 116],[319.8480663 178.1519337] ; [145.1519337  80.8480663],1
s5,1,7e-06,20.155998,[189 297] ; [ 46 168],[163.15714286 322.84285714] ; [ 71.84285714 142.15714286],1
s8,1,1.8e-05,18.402575,[250 248] ; [ 74 150],[223.47922438 274.52077562] ; [100.52077562 123.47922438],1
p10,1,5.8e-05,16.159929,[431  64] ; [168  56],[412.3852573  82.6147427] ; [186.6147427  37.3852573],1
s7,1,7.5e-05,15.66794,[263 217] ; [ 82 131],[238.96103896 241.03896104] ; [106.03896104 106.96103896],1
p11,1,0.001657,9.89586,[422  77] ; [169  57],[406.77103448  92.22896552] ; [184.22896552  41.77103448],0
p5,1,0.001792,9.75166,[ 71 427] ; [ 14 212],[ 58.46685083 439.53314917] ; [ 26.53314917 199.46685083],0
r4,1,0.001904,9.639745,[472  27] ; [199  27],[461.83310345  37.16689655] ; [209.16689655  16.83310345],0
v3,1,0.002394,9.220263,[210 275] ; [ 68 150],[191.79231863 293.20768137] ; [ 86.20768137 131.79231863],0
s6,1,0.004539,8.054713,[347 140] ; [135  88],[330.61126761 156.38873239] ; [151.38873239  71.61126761],0
a2,1,0.005869,7.589992,[133 366] ; [ 39 187],[118.38344828 380.61655172] ; [ 53.61655172 172.38344828],0
a3,1,0.006946,7.286942,[371 125] ; [147  79],[355.85595568 140.14404432] ; [162.14404432  63.85595568],0
r1,1,0.008065,7.019059,[417  78] ; [171  54],[404.25  90.75] ; [183.75  41.25],0
a1,1,0.00827,6.974,[ 28 471] ; [  3 223],[ 21.33655172 477.66344828] ; [  9.66344828 216.33655172],0
v4,1,0.011345,6.410512,[483  12] ; [211  14],[477.125  17.875] ; [216.875   8.125],0
p9,1,0.014689,5.95345,[442  54] ; [184  39],[431.84422809  64.15577191] ; [194.15577191  28.84422809],0
n5,1,0.020338,5.38266,[384 112] ; [156  69],[371.48404993 124.51595007] ; [168.51595007  56.48404993],0
b5,1,0.023984,5.095798,[287 212] ; [150  76],[300.77655172 198.22344828] ; [136.22344828  89.77655172],0
n6,1,0.036349,4.380665,[432  63] ; [183  42],[422.8125  72.1875] ; [192.1875  32.8125],0
v1,1,0.037827,4.31279,[285 203] ; [109 109],[272.33994334 215.66005666] ; [121.66005666  96.33994334],0
a5,1,0.042773,4.104363,[378 121] ; [155  71],[366.85103448 132.14896552] ; [166.14896552  59.85103448],0
u1,1,0.053441,3.730061,[ 98 401] ; [ 31 195],[ 88.78758621 410.21241379] ; [ 40.21241379 185.78758621],0
b4,1,0.069997,3.283083,[280 219] ; [143  83],[291.14068966 207.85931034] ; [131.85931034  94.14068966],0
d3,1,0.076291,3.142198,[362 135] ; [150  76],[351.95573997 145.04426003] ; [160.04426003  65.95573997],0
v2,1,0.077514,3.116265,[287 196] ; [114 104],[276.29529244 206.70470756] ; [124.70470756  93.29529244],0
b1,1,0.086259,2.942845,[192 307] ; [ 72 154],[181.70482759 317.29517241] ; [ 82.29517241 143.70482759],0
n4,1,0.108177,2.580651,[398  99] ; [169  57],[389.76348548 107.23651452] ; [177.23651452  48.76348548],0
s3,1,0.113728,2.501642,[292 201] ; [118 105],[282.30446927 210.69553073] ; [127.69553073  95.30446927],0
a8,1,0.122881,2.380213,[ 74 377] ; [ 24 180],[ 67.4778626 383.5221374] ; [ 30.5221374 173.4778626],0
s2,1,0.215714,1.532659,[261 236] ; [105 116],[253.3454039 243.6545961] ; [112.6545961 108.3454039],0
