Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,65.393954,[100 184] ; [109  33],[139.33333333 144.66666667] ; [69.66666667 72.33333333],1
v1,1,6.7e-05,15.880959,[112 179] ; [84 59],[131.41935484 159.58064516] ; [64.58064516 78.41935484],1
d1,1,0.008324,6.962311,[139 159] ; [87 58],[152.02708804 145.97291196] ; [73.97291196 71.02708804],0
s8,1,0.008595,6.905073,[ 94 203] ; [64 80],[106.40816327 190.59183673] ; [51.59183673 92.40816327],0
d2,1,0.013272,6.132441,[115 183] ; [73 70],[127.03854875 170.96145125] ; [60.96145125 82.03854875],0
p5,1,0.014934,5.924189,[  9 288] ; [ 12 133],[ 14.11085973 282.88914027] ; [  6.88914027 138.11085973],0
n4,1,0.019424,5.462969,[192 105] ; [109  35],[202.71428571  94.28571429] ; [98.28571429 45.71428571],0
r1,1,0.033656,4.512097,[218  78] ; [120  25],[226.86621315  69.13378685] ; [111.13378685  33.86621315],0
s7,1,0.038112,4.300031,[106 183] ; [66 74],[115.86946387 173.13053613] ; [56.13053613 83.86946387],0
a1,1,0.041144,4.170065,[  7 291] ; [  9 136],[ 10.76297968 287.23702032] ; [  5.23702032 139.76297968],0
s2,1,0.046856,3.950549,[127 168] ; [77 68],[136.77272727 158.22727273] ; [67.22727273 77.77272727],0
a3,1,0.055529,3.666135,[185 111] ; [104  41],[193.97732426 102.02267574] ; [95.02267574 49.97732426],0
d4,1,0.058621,3.575989,[227  71] ; [121  23],[234.62443439  63.37556561] ; [113.37556561  30.62443439],0
s4,1,0.069959,3.283989,[ 57 236] ; [ 18 126],[ 50.28604119 242.71395881] ; [ 24.71395881 119.28604119],0
d3,1,0.071193,3.255304,[191 105] ; [106  39],[199.34693878  96.65306122] ; [97.65306122 47.34693878],0
b1,1,0.071927,3.238493,[110 188] ; [ 41 104],[101.57562077 196.42437923] ; [49.42437923 95.57562077],0
b4,1,0.079079,3.083736,[165 133] ; [93 52],[173.5530474 124.4469526] ; [84.4469526 60.5530474],0
a4,1,0.079191,3.081419,[107 189] ; [65 80],[115.44671202 180.55328798] ; [56.55328798 88.44671202],0
r2,1,0.085917,2.949267,[273  23] ; [138   5],[277.12072893  18.87927107] ; [133.87927107   9.12072893],0
r4,1,0.113455,2.505417,[253  45] ; [131  14],[258.31151242  39.68848758] ; [125.68848758  19.31151242],0
a5,1,0.115318,2.479781,[187 111] ; [102  43],[194.40632054 103.59367946] ; [94.59367946 50.40632054],0
s6,1,0.13309,2.256083,[174 120] ; [94 47],[181.13103448 112.86896552] ; [86.86896552 54.13103448],0
n6,1,0.134404,2.240888,[235  63] ; [123  22],[240.82167043  57.17832957] ; [117.17832957  27.82167043],0
r3,1,0.145091,2.123117,[271  26] ; [137   7],[274.7755102  22.2244898] ; [133.2244898  10.7755102],0
n5,1,0.152405,2.04801,[198  98] ; [106  38],[204.50909091  91.49090909] ; [99.49090909 44.50909091],0
p12,1,0.16677,1.911744,[ 10 285] ; [  9 135],[ 12.76765376 282.23234624] ; [  6.23234624 137.76765376],0
s5,1,0.167566,1.904583,[ 72 217] ; [44 97],[ 77.9627907 211.0372093] ; [ 38.0372093 102.9627907],0
p8,1,0.168508,1.89617,[107 187] ; [61 80],[113.54482759 180.45517241] ; [54.45517241 86.54482759],0
d5,1,0.175953,1.831482,[218  79] ; [115  30],[223.75791855  73.24208145] ; [109.24208145  35.75791855],0
n1,1,0.188213,1.731554,[37 59] ; [11 30],[33.6350365 62.3649635] ; [14.3649635 26.6350365],0
u1,1,0.219625,1.506823,[ 33 265] ; [ 22 123],[ 36.99774266 261.00225734] ; [ 18.00225734 126.99774266],0
s3,1,0.308681,1.036312,[149 148] ; [77 62],[153.94954128 143.05045872] ; [72.05045872 66.94954128],0
b2,1,0.323141,0.976191,[ 50 113] ; [31 53],[ 53.4534413 109.5465587] ; [27.5465587 56.4534413],0
b3,1,0.323141,0.976191,[ 50 113] ; [31 53],[ 53.4534413 109.5465587] ; [27.5465587 56.4534413],0
u4,1,0.364077,0.823782,[  3 295] ; [  3 142],[  4.03611738 293.96388262] ; [  1.96388262 143.03611738],0
p2,1,0.382099,0.763937,[235  63] ; [109  36],[231.40406321  66.59593679] ; [112.59593679  32.40406321],0
n2,1,0.400418,0.707071,[74 22] ; [31 13],[72. 24.] ; [33. 11.],0
a2,1,0.413779,0.667917,[ 54 244] ; [ 31 114],[ 57.17832957 240.82167043] ; [ 27.82167043 117.17832957],0
u2,1,0.44556,0.581921,[60 51] ; [25 16],[62.07236842 48.92763158] ; [22.92763158 18.07236842],0
p4,1,0.470934,0.519783,[107 189] ; [56 85],[110.40732265 185.59267735] ; [52.59267735 88.40732265],0
n3,1,0.498338,0.458473,[68 27] ; [29 15],[66.29496403 28.70503597] ; [30.70503597 13.29496403],0
a7,1,0.585464,0.297484,[207  90] ; [104  40],[209.44897959  87.55102041] ; [101.55102041  42.44897959],0
p9,1,0.61905,0.247204,[225  66] ; [112  29],[227.00694444  63.99305556] ; [109.99305556  31.00694444],0
p7,1,0.704953,0.143371,[146 141] ; [67 70],[144.17688679 142.82311321] ; [68.82311321 68.17688679],0
p1,1,0.707041,0.14125,[ 12 284] ; [  7 138],[ 12.75283447 283.24716553] ; [  6.24716553 138.75283447],0
p10,1,0.746959,0.104104,[215  78] ; [107  36],[216.38990826  76.61009174] ; [105.61009174  37.38990826],0
p11,1,0.770979,0.084736,[216  82] ; [107  38],[217.27765237  80.72234763] ; [105.72234763  39.27765237],0
s1,1,0.798149,0.065405,[  9 283] ; [  5 136],[  9.44110855 282.55889145] ; [  4.55889145 136.44110855],0
b5,1,0.837561,0.042031,[190 108] ; [91 54],[189.0248307 108.9751693] ; [91.9751693 53.0248307],0
a8,1,0.8491,0.036202,[ 37 242] ; [ 18 111],[ 37.61029412 241.38970588] ; [ 17.38970588 111.61029412],0
p6,1,0.890869,0.018825,[ 73 222] ; [ 36 106],[ 73.5812357 221.4187643] ; [ 35.4187643 106.5812357],0
u3,1,0.891279,0.018683,[63 49] ; [22 18],[62.63157895 49.36842105] ; [22.36842105 17.63157895],0
a6,1,0.927767,0.008218,[196 102] ; [96 49],[196.42437923 101.57562077] ; [95.57562077 49.42437923],0
