Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000852,11.124339,[31  5] ; [11 13],[25.2 10.8] ; [16.8  7.2],1
n4,1,0.00222,9.358151,[30  6] ; [11 13],[24.6 11.4] ; [16.4  7.6],0
r1,1,0.034142,4.487578,[31  5] ; [15  9],[27.6  8.4] ; [18.4  5.6],0
s7,1,0.04045,4.198893,[21 13] ; [ 7 14],[17.30909091 16.69090909] ; [10.69090909 10.30909091],0
a3,1,0.080133,3.062201,[26 10] ; [12 12],[22.8 13.2] ; [15.2  8.8],0
s8,1,0.108809,2.571429,[18 18] ; [ 7 17],[15. 21.] ; [10. 14.],0
p11,1,0.108809,2.571429,[24 12] ; [11 13],[21. 15.] ; [14. 10.],0
p3,1,0.128995,2.304553,[12 23] ; [13 11],[14.83050847 20.16949153] ; [10.16949153 13.83050847],0
r4,1,0.134827,2.236025,[30  6] ; [16  8],[27.6  8.4] ; [18.4  5.6],0
p10,1,0.140777,2.169448,[14 22] ; [ 5 19],[11.4 24.6] ; [ 7.6 16.4],0
p2,1,0.150864,2.063492,[26 10] ; [13 11],[23.4 12.6] ; [15.6  8.4],0
r2,1,0.162898,1.947115,[33  3] ; [19  5],[31.2  4.8] ; [20.8  3.2],0
v4,1,0.162898,1.947115,[33  3] ; [19  5],[31.2  4.8] ; [20.8  3.2],0
a7,1,0.166767,1.911765,[23 13] ; [11 13],[20.4 15.6] ; [13.6 10.4],0
a8,1,0.198458,1.653685,[ 5 28] ; [ 1 22],[ 3.53571429 29.46428571] ; [ 2.46428571 20.53571429],0
s6,1,0.223543,1.481481,[29  7] ; [16  8],[27.  9.] ; [18.  6.],0
b3,1,0.240545,1.377398,[ 8 16] ; [ 2 11],[ 6.48648649 17.51351351] ; [3.51351351 9.48648649],0
b2,1,0.240545,1.377398,[ 8 16] ; [ 2 11],[ 6.48648649 17.51351351] ; [3.51351351 9.48648649],0
d2,1,0.2452,1.350446,[19 17] ; [ 9 15],[16.8 19.2] ; [11.2 12.8],0
b4,1,0.285049,1.142857,[23 13] ; [12 12],[21. 15.] ; [14. 10.],0
a5,1,0.285049,1.142857,[19 17] ; [16  8],[21. 15.] ; [14. 10.],0
p4,1,0.291841,1.111111,[16 20] ; [14 10],[18. 18.] ; [12. 12.],0
s4,1,0.300136,1.073588,[ 6 28] ; [ 7 17],[ 7.62068966 26.37931034] ; [ 5.37931034 18.62068966],0
p1,1,0.340356,0.909091,[ 4 32] ; [ 1 23],[ 3. 33.] ; [ 2. 22.],0
u2,1,0.342095,0.902564,[7 3] ; [6 6],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
p6,1,0.368518,0.808657,[11 24] ; [ 5 19],[ 9.49152542 25.50847458] ; [ 6.50847458 17.49152542],0
s3,1,0.383057,0.76087,[29  7] ; [17  7],[27.6  8.4] ; [18.4  5.6],0
d1,1,0.398813,0.711902,[19 17] ; [10 14],[17.4 18.6] ; [11.6 12.4],0
d3,1,0.511684,0.430622,[24 12] ; [14 10],[22.8 13.2] ; [15.2  8.8],0
a6,1,0.526168,0.401786,[18 18] ; [14 10],[19.2 16.8] ; [12.8 11.2],0
s1,1,0.535143,0.384615,[ 4 32] ; [ 4 20],[ 4.8 31.2] ; [ 3.2 20.8],0
r3,1,0.598161,0.277778,[33  3] ; [21  3],[32.4  3.6] ; [21.6  2.4],0
v2,1,0.65825,0.195657,[15 19] ; [12 12],[15.82758621 18.17241379] ; [11.17241379 12.82758621],0
a1,1,0.672604,0.178571,[ 2 34] ; [ 2 22],[ 2.4 33.6] ; [ 1.6 22.4],0
n2,1,0.6885,0.160714,[9 3] ; [5 1],[9.33333333 2.66666667] ; [4.66666667 1.33333333],0
u3,1,0.695895,0.152778,[5 5] ; [7 5],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
d4,1,0.708528,0.139752,[27  9] ; [19  5],[27.6  8.4] ; [18.4  5.6],0
b5,1,0.749668,0.10181,[21 15] ; [13 11],[20.4 15.6] ; [13.6 10.4],0
v1,1,0.749668,0.10181,[15 21] ; [11 13],[15.6 20.4] ; [10.4 13.6],0
a2,1,0.767837,0.087146,[ 5 31] ; [ 4 20],[ 5.4 30.6] ; [ 3.6 20.4],0
n1,1,0.793258,0.068687,[3 8] ; [2 4],[3.23529412 7.76470588] ; [1.76470588 4.23529412],0
a4,1,0.820734,0.051348,[11 25] ; [ 8 16],[11.4 24.6] ; [ 7.6 16.4],0
p8,1,0.831547,0.045249,[16 20] ; [10 14],[15.6 20.4] ; [10.4 13.6],0
n3,1,0.875975,0.024359,[7 6] ; [3 3],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
d5,1,0.906891,0.01368,[26 10] ; [17  7],[25.8 10.2] ; [17.2  6.8],0
s5,1,0.950645,0.003831,[ 9 26] ; [ 6 18],[ 8.89830508 26.10169492] ; [ 6.10169492 17.89830508],0
p7,1,0.97022,0.001394,[20 14] ; [14 10],[19.93103448 14.06896552] ; [14.06896552  9.93103448],0
v3,1,0.985197,0.000344,[14 22] ; [ 9 14],[14.03389831 21.96610169] ; [ 8.96610169 14.03389831],0
u1,1,1.0,0.0,[ 6 30] ; [ 4 20],[ 6. 30.] ; [ 4. 20.],0
b1,1,1.0,0.0,[21 15] ; [14 10],[21. 15.] ; [14. 10.],0
