Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.005508,7.704571,[ 1 48] ; [20 90],[ 6.47169811 42.52830189] ; [14.52830189 95.47169811],0
n4,1,0.00614,7.508627,[35 16] ; [103  16],[41.4  9.6] ; [96.6 22.4],0
b3,1,0.017843,5.611502,[ 9 26] ; [40 41],[14.78448276 20.21551724] ; [34.21551724 46.78448276],0
b2,1,0.017843,5.611502,[ 9 26] ; [40 41],[14.78448276 20.21551724] ; [34.21551724 46.78448276],0
s5,1,0.020765,5.346385,[26 22] ; [41 77],[19.37349398 28.62650602] ; [47.62650602 70.37349398],0
p5,1,0.025253,5.006422,[ 4 47] ; [26 91],[ 9.10714286 41.89285714] ; [20.89285714 96.10714286],0
s2,1,0.042267,4.124469,[40 11] ; [75 45],[34.29824561 16.70175439] ; [80.70175439 39.29824561],0
r1,1,0.064607,3.414977,[35 16] ; [97 22],[39.6 11.4] ; [92.4 26.6],0
a4,1,0.067913,3.332761,[19 32] ; [63 57],[24.45614035 26.54385965] ; [57.54385965 62.45614035],0
p8,1,0.077338,3.119982,[33 18] ; [60 60],[27.73684211 23.26315789] ; [65.26315789 54.73684211],0
r3,1,0.085053,2.965591,[44  7] ; [113   7],[46.8245614  4.1754386] ; [110.1754386   9.8245614],0
n6,1,0.090015,2.874108,[41 10] ; [107  12],[44.4  6.6] ; [103.6  15.4],0
r4,1,0.093606,2.811234,[40 11] ; [106  14],[43.54385965  7.45614035] ; [102.45614035  17.54385965],0
n5,1,0.107501,2.590583,[36 15] ; [98 22],[39.96491228 11.03508772] ; [94.03508772 25.96491228],0
p11,1,0.140606,2.17131,[42  9] ; [86 34],[38.1754386 12.8245614] ; [89.8245614 30.1754386],0
p3,1,0.149602,2.076307,[31 20] ; [58 61],[26.7 24.3] ; [62.3 56.7],0
n1,1,0.189068,1.724864,[7 8] ; [22 11],[9.0625 5.9375] ; [19.9375 13.0625],0
d3,1,0.191009,1.709816,[39 12] ; [79 40],[35.4 15.6] ; [82.6 36.4],0
d4,1,0.199296,1.647525,[37 14] ; [96 22],[40.13609467 10.86390533] ; [92.86390533 25.13609467],0
a2,1,0.206281,1.597334,[ 9 42] ; [32 88],[12.22807018 38.77192982] ; [28.77192982 91.22807018],0
p6,1,0.238099,1.391813,[26 25] ; [49 70],[22.5 28.5] ; [52.5 66.5],0
s6,1,0.240062,1.380227,[43  7] ; [93 26],[40.23668639  9.76331361] ; [95.76331361 23.23668639],0
d2,1,0.253469,1.304082,[20 31] ; [58 61],[23.4 27.6] ; [54.6 64.4],0
a1,1,0.272613,1.203549,[ 1 50] ; [  7 113],[ 2.38596491 48.61403509] ; [  5.61403509 114.38596491],0
u3,1,0.284911,1.143516,[12  3] ; [18 10],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
s3,1,0.291502,1.112669,[40 11] ; [84 35],[37.2 13.8] ; [86.8 32.2],0
p2,1,0.346731,0.885386,[45  6] ; [99 21],[42.94736842  8.05263158] ; [101.05263158  18.94736842],0
a3,1,0.351691,0.867347,[36 15] ; [92 27],[38.4 12.6] ; [89.6 29.4],0
a7,1,0.368035,0.81029,[29 22] ; [77 43],[31.61403509 19.38596491] ; [74.38596491 45.61403509],0
b5,1,0.36969,0.804706,[31 20] ; [64 56],[28.33333333 22.66666667] ; [66.66666667 53.33333333],0
a6,1,0.399408,0.710109,[31 20] ; [64 55],[28.5 22.5] ; [66.5 52.5],0
b4,1,0.452618,0.564087,[24 27] ; [64 56],[26.24561404 24.75438596] ; [61.75438596 58.24561404],0
p7,1,0.502872,0.448871,[33 16] ; [73 45],[31.10179641 17.89820359] ; [74.89820359 43.10179641],0
n3,1,0.550525,0.356377,[10  5] ; [19 14],[9.0625 5.9375] ; [19.9375 13.0625],0
v1,1,0.58694,0.295149,[19 32] ; [48 67],[20.58433735 30.41566265] ; [46.41566265 68.58433735],0
u1,1,0.588885,0.292088,[ 8 43] ; [23 97],[ 9.24561404 41.75438596] ; [21.75438596 98.24561404],0
n2,1,0.589639,0.290909,[12  3] ; [24  9],[11.25  3.75] ; [24.75  8.25],0
v4,1,0.607024,0.264532,[47  3] ; [115   5],[47.64705882  2.35294118] ; [114.35294118   5.64705882],0
v3,1,0.632274,0.22899,[11 40] ; [29 87],[12.21556886 38.78443114] ; [27.78443114 88.21556886],0
b1,1,0.644821,0.212493,[21 30] ; [54 66],[22.36842105 28.63157895] ; [52.63157895 67.36842105],0
d1,1,0.653773,0.201176,[27 24] ; [68 52],[28.33333333 22.66666667] ; [66.66666667 53.33333333],0
