Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.005508,7.704571,[ 1 48] ; [20 90],[ 6.47169811 42.52830189] ; [14.52830189 95.47169811],0
u2,1,0.700338,0.148121,[10  5] ; [17 11],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
s8,1,0.752677,0.099296,[31 20] ; [76 44],[31.9122807 19.0877193] ; [75.0877193 44.9122807],0
r2,1,0.757126,0.09564,[46  4] ; [112   8],[46.47058824  3.52941176] ; [111.52941176   8.47058824],0
p9,1,0.75844,0.094575,[42  8] ; [103  17],[42.64705882  7.35294118] ; [102.35294118  17.64705882],0
a5,1,0.772997,0.083207,[35 16] ; [85 35],[35.78947368 15.21052632] ; [84.21052632 35.78947368],0
p12,1,0.793807,0.068314,[ 4 47] ; [  8 111],[ 3.6 47.4] ; [  8.4 110.6],0
p10,1,0.896542,0.016908,[42  9] ; [97 22],[41.7  9.3] ; [97.3 21.7],0
d5,1,0.926868,0.008425,[39 12] ; [91 27],[39.23076923 11.76923077] ; [90.76923077 27.23076923],0
s1,1,0.961417,0.00234,[ 4 47] ; [  9 109],[ 3.92307692 47.07692308] ; [  9.07692308 108.92307692],0
p1,1,0.985439,0.000333,[ 6 45] ; [ 14 106],[ 5.96491228 45.03508772] ; [ 14.03508772 105.96491228],0
p4,1,1.0,0.0,[34 17] ; [80 40],[34. 17.] ; [80. 40.],0
