Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000132,14.609916,[15  6] ; [26 69],[ 7.42241379 13.57758621] ; [33.57758621 61.42241379],1
s5,1,0.002231,9.348766,[ 9 12] ; [13 81],[ 4.0173913 16.9826087] ; [17.9826087 76.0173913],0
s6,1,0.014876,5.931087,[15  6] ; [40 55],[ 9.95689655 11.04310345] ; [45.04310345 49.95689655],0
s7,1,0.016717,5.725871,[12 10] ; [25 65],[ 7.26785714 14.73214286] ; [29.73214286 60.26785714],0
s3,1,0.04286,4.100924,[14  8] ; [37 56],[ 9.75652174 12.24347826] ; [41.24347826 51.75652174],0
n6,1,0.101497,2.681859,[19  4] ; [61 33],[15.72649573  7.27350427] ; [64.27350427 29.72649573],0
p12,1,0.120241,2.414173,[ 2 21] ; [ 2 92],[ 0.78632479 22.21367521] ; [ 3.21367521 90.78632479],0
b1,1,0.133476,2.251604,[ 6 17] ; [41 54],[ 9.16101695 13.83898305] ; [37.83898305 57.16101695],0
v2,1,0.153618,2.03595,[ 4 17] ; [31 57],[ 6.74311927 14.25688073] ; [28.25688073 59.74311927],0
n1,1,0.235605,1.406699,[3 8] ; [18 20],[4.71428571 6.28571429] ; [16.28571429 21.71428571],0
u3,1,0.267312,1.23049,[7 6] ; [20 34],[5.23880597 7.76119403] ; [21.76119403 32.23880597],0
r4,1,0.331073,0.944695,[17  6] ; [60 35],[15.00847458  7.99152542] ; [61.99152542 33.00847458],0
p10,1,0.378681,0.77498,[16  7] ; [53 36],[14.16964286  8.83035714] ; [54.83035714 34.16964286],0
p6,1,0.406662,0.688539,[ 3 20] ; [19 73],[ 4.4 18.6] ; [17.6 74.4],0
d3,1,0.419446,0.651868,[ 8 14] ; [26 68],[ 6.44827586 15.55172414] ; [27.55172414 66.44827586],0
b4,1,0.485699,0.486041,[10 13] ; [49 46],[11.5 11.5] ; [47.5 47.5],0
u1,1,0.539838,0.375841,[ 1 22] ; [ 2 93],[ 0.58474576 22.41525424] ; [ 2.41525424 92.58474576],0
v3,1,0.548883,0.359322,[ 4 18] ; [22 69],[ 5.0619469 16.9380531] ; [20.9380531 70.0619469],0
n3,1,0.551965,0.353808,[9 2] ; [27 10],[8.25 2.75] ; [27.75  9.25],0
p11,1,0.581541,0.303749,[15  8] ; [56 39],[13.83898305  9.16101695] ; [57.16101695 37.83898305],0
v1,1,0.593684,0.284628,[ 8 15] ; [38 55],[ 9.12068966 13.87931034] ; [36.87931034 56.12068966],0
r1,1,0.601837,0.272234,[14  9] ; [51 42],[12.88793103 10.11206897] ; [52.11206897 40.88793103],0
a2,1,0.605133,0.267323,[ 1 22] ; [ 7 88],[ 1.55932203 21.44067797] ; [ 6.44067797 88.55932203],0
d2,1,0.619605,0.246423,[ 4 19] ; [21 74],[ 4.87288136 18.12711864] ; [20.12711864 74.87288136],0
d5,1,0.621765,0.243395,[ 8 14] ; [40 55],[ 9.02564103 12.97435897] ; [38.97435897 56.02564103],0
p1,1,0.623059,0.241592,[ 3 20] ; [ 9 85],[ 2.35897436 20.64102564] ; [ 9.64102564 84.35897436],0
r2,1,0.629251,0.233078,[20  3] ; [77 16],[19.23275862  3.76724138] ; [77.76724138 15.23275862],0
u2,1,0.631631,0.229855,[6 7] ; [21 33],[5.23880597 7.76119403] ; [21.76119403 32.23880597],0
n5,1,0.654686,0.200043,[17  6] ; [65 29],[16.11965812  6.88034188] ; [65.88034188 28.11965812],0
p7,1,0.698644,0.149887,[11 12] ; [39 51],[10.17699115 12.82300885] ; [39.82300885 50.17699115],0
b5,1,0.737195,0.112607,[13 10] ; [50 45],[12.27966102 10.72033898] ; [50.72033898 44.27966102],0
p8,1,0.74136,0.108935,[ 7 16] ; [31 60],[ 7.66666667 15.33333333] ; [30.33333333 60.66666667],0
p2,1,0.742165,0.108233,[16  7] ; [62 32],[15.33333333  7.66666667] ; [62.66666667 31.33333333],0
a4,1,0.743449,0.107118,[ 4 19] ; [19 74],[ 4.56034483 18.43965517] ; [18.43965517 74.56034483],0
p4,1,0.747614,0.103547,[ 6 17] ; [28 67],[ 6.62711864 16.37288136] ; [27.37288136 67.62711864],0
v4,1,0.757856,0.095047,[19  3] ; [77 15],[18.52631579  3.47368421] ; [77.47368421 14.52631579],0
r3,1,0.763986,0.09015,[18  5] ; [70 23],[17.44827586  5.55172414] ; [70.55172414 22.44827586],0
a5,1,0.806389,0.060068,[10 13] ; [44 51],[10.52542373 12.47457627] ; [43.47457627 51.52542373],0
a6,1,0.816236,0.054005,[12 11] ; [47 48],[11.5 11.5] ; [47.5 47.5],0
s1,1,0.82787,0.047278,[ 2 20] ; [ 7 84],[ 1.75221239 20.24778761] ; [ 7.24778761 83.75221239],0
n4,1,0.873879,0.025196,[15  8] ; [59 34],[14.67241379  8.32758621] ; [59.32758621 33.67241379],0
p9,1,0.894791,0.017488,[15  8] ; [58 33],[14.72807018  8.27192982] ; [58.27192982 32.72807018],0
s8,1,0.901286,0.015385,[ 6 17] ; [26 69],[ 6.23728814 16.76271186] ; [25.76271186 69.23728814],0
n2,1,0.913231,0.011873,[8 3] ; [29 10],[8.14 2.86] ; [28.86 10.14],0
a7,1,0.928407,0.008073,[11 11] ; [46 48],[10.81034483 11.18965517] ; [46.18965517 47.81034483],0
a3,1,0.958066,0.002765,[10 13] ; [41 52],[10.11206897 12.88793103] ; [40.88793103 52.11206897],0
