Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000116,14.85153,[31  9] ; [13 25],[22.56410256 17.43589744] ; [21.43589744 16.56410256],1
a6,1,0.018889,5.511785,[27 14] ; [15 23],[21.79746835 19.20253165] ; [20.20253165 17.79746835],0
p8,1,0.025614,4.981874,[17 23] ; [ 7 30],[12.46753247 27.53246753] ; [11.53246753 25.46753247],0
n5,1,0.028405,4.803305,[21 19] ; [29  9],[25.64102564 14.35897436] ; [24.35897436 13.64102564],0
d4,1,0.031284,4.637321,[32  9] ; [21 17],[27.50632911 13.49367089] ; [25.49367089 12.50632911],0
b1,1,0.056145,3.647747,[16 25] ; [23 15],[20.24050633 20.75949367] ; [18.75949367 19.24050633],0
n4,1,0.07697,3.127741,[20 21] ; [26 12],[23.87341772 17.12658228] ; [22.12658228 15.87341772],0
a2,1,0.13616,2.220829,[ 8 33] ; [ 3 35],[ 5.70886076 35.29113924] ; [ 5.29113924 32.70886076],0
d1,1,0.139525,2.183191,[23 18] ; [15 23],[19.72151899 21.27848101] ; [18.27848101 19.72151899],0
p10,1,0.148846,2.084036,[27 13] ; [19 18],[23.8961039 16.1038961] ; [22.1038961 14.8961039],0
p5,1,0.168023,1.900495,[ 6 34] ; [ 2 35],[ 4.15584416 35.84415584] ; [ 3.84415584 33.15584416],0
r3,1,0.179263,1.803724,[25 15] ; [18 20],[22.05128205 17.94871795] ; [20.94871795 17.05128205],0
d5,1,0.229213,1.445737,[31 10] ; [24 14],[28.5443038 12.4556962] ; [26.4556962 11.5443038],0
p1,1,0.263679,1.249338,[ 5 35] ; [ 2 36],[ 3.58974359 36.41025641] ; [ 3.41025641 34.58974359],0
v1,1,0.288646,1.125926,[12 28] ; [15 21],[14.21052632 25.78947368] ; [12.78947368 23.21052632],0
s2,1,0.305092,1.051806,[16 24] ; [11 27],[13.84615385 26.15384615] ; [13.15384615 24.84615385],0
n3,1,0.320634,0.986358,[ 7 11] ; [11  9],[8.52631579 9.47368421] ; [ 9.47368421 10.52631579],0
b4,1,0.331566,0.942771,[26 15] ; [20 18],[23.87341772 17.12658228] ; [22.12658228 15.87341772],0
u1,1,0.342592,0.900708,[ 3 38] ; [ 1 37],[ 2.07594937 38.92405063] ; [ 1.92405063 36.07594937],0
d2,1,0.358124,0.844461,[19 22] ; [21 16],[21.02564103 19.97435897] ; [18.97435897 18.02564103],0
p3,1,0.38161,0.765509,[14 27] ; [ 9 27],[12.24675325 28.75324675] ; [10.75324675 25.24675325],0
v3,1,0.387138,0.747911,[13 27] ; [ 9 29],[11.28205128 28.71794872] ; [10.71794872 27.28205128],0
r1,1,0.387138,0.747911,[13 27] ; [ 9 29],[11.28205128 28.71794872] ; [10.71794872 27.28205128],0
s5,1,0.387256,0.747541,[ 9 29] ; [ 6 32],[ 7.5 30.5] ; [ 7.5 30.5],0
u2,1,0.410727,0.676695,[6 7] ; [ 5 11],[4.93103448 8.06896552] ; [6.06896552 9.93103448],0
p11,1,0.428087,0.628007,[19 22] ; [21 17],[20.75949367 20.24050633] ; [19.24050633 18.75949367],0
b5,1,0.446541,0.579418,[24 17] ; [19 19],[22.3164557 18.6835443] ; [20.6835443 17.3164557],0
s4,1,0.446619,0.579219,[ 8 33] ; [ 5 33],[ 6.74683544 34.25316456] ; [ 6.25316456 31.74683544],0
p7,1,0.535451,0.384036,[16 22] ; [13 24],[14.69333333 23.30666667] ; [14.30666667 22.69333333],0
n1,1,0.542227,0.371429,[ 6 12] ; [ 9 12],[ 6.92307692 11.07692308] ; [ 8.07692308 12.92307692],0
v2,1,0.54745,0.361905,[16 24] ; [12 24],[14.73684211 25.26315789] ; [13.26315789 22.73684211],0
n6,1,0.553712,0.350709,[21 18] ; [23 15],[22.28571429 16.71428571] ; [21.71428571 16.28571429],0
a3,1,0.559567,0.340454,[27 14] ; [22 15],[25.75641026 15.24358974] ; [23.24358974 13.75641026],0
a4,1,0.559567,0.340454,[14 27] ; [15 22],[15.24358974 25.75641026] ; [13.75641026 23.24358974],0
n2,1,0.583619,0.30042,[11  7] ; [11 10],[10.15384615  7.84615385] ; [11.84615385  9.15384615],0
v4,1,0.612956,0.255892,[28 10] ; [26 12],[27. 11.] ; [27. 11.],0
s3,1,0.621675,0.24352,[18 21] ; [15 22],[16.93421053 22.06578947] ; [16.06578947 20.93421053],0
a1,1,0.634442,0.226085,[ 4 37] ; [ 5 33],[ 4.67088608 36.32911392] ; [ 4.32911392 33.67088608],0
s7,1,0.68034,0.169743,[12 26] ; [13 23],[12.83783784 25.16216216] ; [12.16216216 23.83783784],0
s6,1,0.698245,0.150304,[15 24] ; [13 25],[14.18181818 24.81818182] ; [13.81818182 24.18181818],0
s1,1,0.707951,0.140332,[ 3 38] ; [ 2 36],[ 2.59493671 38.40506329] ; [ 2.40506329 35.59493671],0
p9,1,0.719947,0.128543,[26 15] ; [22 15],[25.23076923 15.76923077] ; [22.76923077 14.23076923],0
p4,1,0.748454,0.102835,[13 28] ; [13 24],[13.66666667 27.33333333] ; [12.33333333 24.66666667],0
a5,1,0.757278,0.095516,[23 18] ; [20 18],[22.3164557 18.6835443] ; [20.6835443 17.3164557],0
b2,1,0.757886,0.095023,[ 6 11] ; [10 15],[ 6.47619048 10.52380952] ; [ 9.52380952 15.47619048],0
b3,1,0.757886,0.095023,[ 6 11] ; [10 15],[ 6.47619048 10.52380952] ; [ 9.52380952 15.47619048],0
s8,1,0.915622,0.011225,[ 7 33] ; [ 7 31],[ 7.17948718 32.82051282] ; [ 6.82051282 31.17948718],0
u3,1,0.919347,0.010253,[5 9] ; [ 6 10],[5.13333333 8.86666667] ; [ 5.86666667 10.13333333],0
p6,1,0.950624,0.003834,[10 31] ; [ 9 27],[10.11688312 30.88311688] ; [ 8.88311688 27.11688312],0
p2,1,0.975112,0.000973,[23 17] ; [20 15],[22.93333333 17.06666667] ; [20.06666667 14.93333333],0
