Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.893674,[160  89] ; [117 161],[130.87855787 118.12144213] ; [146.12144213 131.87855787],1
v3,1,1e-06,25.046642,[122 127] ; [ 78 202],[ 94.13988658 154.86011342] ; [105.86011342 174.13988658],1
n5,1,9.2e-05,15.290978,[202  56] ; [182 107],[181.11882998  76.88117002] ; [202.88117002  86.11882998],1
p3,1,0.000119,14.803119,[123 135] ; [ 92 199],[101.03825137 156.96174863] ; [113.96174863 177.03825137],1
p9,1,0.000411,12.480206,[220  37] ; [208  76],[203.31977819  53.68022181] ; [224.68022181  59.31977819],1
p2,1,0.002331,9.26863,[216  42] ; [213  79],[201.24  56.76] ; [227.76  64.24],0
s6,1,0.002441,9.184602,[174  81] ; [160 128],[156.85082873  98.14917127] ; [177.14917127 110.85082873],0
p4,1,0.002632,9.046516,[138 120] ; [117 171],[120.49450549 137.50549451] ; [134.50549451 153.49450549],0
b3,1,0.002808,8.928266,[62 98] ; [ 37 122],[ 49.65517241 110.34482759] ; [ 49.34482759 109.65517241],0
b2,1,0.002808,8.928266,[62 98] ; [ 37 122],[ 49.65517241 110.34482759] ; [ 49.34482759 109.65517241],0
p5,1,0.002819,8.921117,[ 26 229] ; [ 11 281],[ 17.24862888 237.75137112] ; [ 19.75137112 272.24862888],0
s2,1,0.006433,7.424925,[129 126] ; [113 177],[113.2293578 141.7706422] ; [128.7706422 161.2293578],0
s8,1,0.00697,7.280615,[108 149] ; [ 90 201],[ 92.85766423 164.14233577] ; [105.14233577 185.85766423],0
a5,1,0.010867,6.486872,[196  63] ; [192 100],[182.38112523  76.61887477] ; [205.61887477  86.38112523],0
n4,1,0.011147,6.441669,[195  62] ; [192  99],[181.49452555  75.50547445] ; [205.50547445  85.49452555],0
r4,1,0.011675,6.359507,[240  19] ; [251  41],[230.79673321  28.20326679] ; [260.20326679  31.79673321],0
r2,1,0.013297,6.129116,[249   9] ; [266  25],[242.02185792  15.97814208] ; [272.97814208  18.02185792],0
a3,1,0.016329,5.767078,[189  69] ; [186 106],[175.90909091  82.09090909] ; [199.09090909  92.90909091],0
s5,1,0.022104,5.237619,[ 81 170] ; [ 67 219],[ 69.17690875 181.82309125] ; [ 78.82309125 207.17690875],0
a4,1,0.027533,4.857053,[118 139] ; [107 185],[105.32786885 151.67213115] ; [119.67213115 172.32786885],0
p10,1,0.030488,4.681586,[207  50] ; [210  79],[196.28021978  60.71978022] ; [220.71978022  68.28021978],0
r1,1,0.034461,4.471696,[214  43] ; [221  70],[204.00547445  52.99452555] ; [230.99452555  60.00547445],0
u4,1,0.038911,4.264731,[  6 253] ; [  1 291],[  3.29038113 255.70961887] ; [  3.70961887 288.29038113],0
p12,1,0.038959,4.262644,[ 19 238] ; [ 10 281],[ 13.60036496 243.39963504] ; [ 15.39963504 275.60036496],0
b5,1,0.04378,4.06504,[169  90] ; [166 126],[157.46823956 101.53176044] ; [177.53176044 114.46823956],0
a8,1,0.049445,3.860173,[ 36 197] ; [ 26 243],[ 28.77689243 204.22310757] ; [ 33.22310757 235.77689243],0
r3,1,0.055063,3.680182,[248  11] ; [267  24],[242.51818182  16.48181818] ; [272.48181818  18.51818182],0
p11,1,0.066488,3.367656,[203  56] ; [209  83],[193.66243194  65.33756806] ; [218.33756806  73.66243194],0
n6,1,0.072722,3.220494,[217  41] ; [228  64],[208.74545455  49.25454545] ; [236.25454545  55.74545455],0
n2,1,0.08014,3.062069,[48 10] ; [63 27],[43.5 14.5] ; [67.5 22.5],0
s7,1,0.084091,2.983998,[108 139] ; [101 177],[ 98.32952381 148.67047619] ; [110.67047619 167.32952381],0
p7,1,0.088822,2.895593,[138 115] ; [135 151],[128.14285714 124.85714286] ; [144.85714286 141.14285714],0
s3,1,0.099586,2.712163,[142 113] ; [140 148],[132.43093923 122.56906077] ; [149.56906077 138.43093923],0
p8,1,0.102732,2.66261,[116 140] ; [111 178],[106.62752294 149.37247706] ; [120.37247706 168.62752294],0
s1,1,0.144847,2.125694,[  5 249] ; [ 12 277],[  7.95211786 246.04788214] ; [  9.04788214 279.95211786],0
p1,1,0.14788,2.093986,[ 18 241] ; [ 12 278],[ 14.15300546 244.84699454] ; [ 15.84699454 274.15300546],0
d1,1,0.150629,2.065867,[148 111] ; [149 143],[139.6061706 119.3938294] ; [157.3938294 134.6061706],0
d4,1,0.152909,2.042991,[212  47] ; [223  67],[205.21857923  53.78142077] ; [229.78142077  60.21857923],0
u1,1,0.153199,2.040105,[ 44 215] ; [ 37 255],[ 38.07441016 220.92558984] ; [ 42.92558984 249.07441016],0
