Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.5e-05,15.952178,[24 43] ; [66 32],[36.54545455 30.45454545] ; [53.45454545 44.54545455],1
d1,1,0.060792,3.515641,[14 53] ; [34 65],[19.37349398 47.62650602] ; [28.62650602 70.37349398],0
r1,1,0.068947,3.307906,[35 32] ; [65 33],[40.60606061 26.39393939] ; [59.39393939 38.60606061],0
s8,1,0.076886,3.129531,[11 56] ; [28 71],[15.74096386 51.25903614] ; [23.25903614 75.74096386],0
p9,1,0.112567,2.517801,[36 29] ; [65 31],[40.77639752 24.22360248] ; [60.22360248 35.77639752],0
a4,1,0.118146,2.44173,[15 52] ; [13 86],[11.30120482 55.69879518] ; [16.69879518 82.30120482],0
p12,1,0.148034,2.092391,[ 3 63] ; [ 1 98],[ 1.6 64.4] ; [ 2.4 96.6],0
p11,1,0.158591,1.987611,[36 31] ; [64 35],[40.36144578 26.63855422] ; [59.63855422 39.36144578],0
a1,1,0.180988,1.789491,[ 4 63] ; [ 2 97],[ 2.42168675 64.57831325] ; [ 3.57831325 95.42168675],0
v2,1,0.20414,1.612502,[21 40] ; [42 52],[24.79354839 36.20645161] ; [38.20645161 55.79354839],0
p7,1,0.264102,1.247128,[28 37] ; [33 63],[24.62732919 40.37267081] ; [36.37267081 59.62732919],0
s7,1,0.29478,1.097659,[13 49] ; [27 68],[15.79617834 46.20382166] ; [24.20382166 70.79617834],0
u1,1,0.346041,0.887924,[ 1 66] ; [ 4 95],[ 2.01807229 64.98192771] ; [ 2.98192771 96.01807229],0
b1,1,0.378863,0.774388,[31 36] ; [39 60],[28.25301205 38.74698795] ; [41.74698795 57.25301205],0
b4,1,0.434924,0.60964,[40 27] ; [65 34],[42.37951807 24.62048193] ; [62.62048193 36.37951807],0
n5,1,0.436275,0.606061,[42 24] ; [57 42],[39.6 26.4] ; [59.4 39.6],0
s2,1,0.477979,0.503471,[22 44] ; [38 60],[24.14634146 41.85365854] ; [35.85365854 62.14634146],0
v1,1,0.497518,0.460227,[24 42] ; [40 56],[26.07407407 39.92592593] ; [37.92592593 58.07407407],0
b5,1,0.518156,0.417562,[40 27] ; [64 35],[41.97590361 25.02409639] ; [62.02409639 36.97590361],0
a8,1,0.518418,0.417039,[ 5 60] ; [10 83],[ 6.17088608 58.82911392] ; [ 8.82911392 84.17088608],0
p1,1,0.52162,0.410689,[ 5 62] ; [ 5 94],[ 4.03614458 62.96385542] ; [ 5.96385542 93.03614458],0
s1,1,0.548749,0.359562,[ 4 61] ; [ 4 94],[ 3.19018405 61.80981595] ; [ 4.80981595 93.19018405],0
p5,1,0.563972,0.332873,[ 4 62] ; [ 4 94],[ 3.2195122 62.7804878] ; [ 4.7804878 93.2195122],0
b2,1,0.591094,0.288639,[11 30] ; [16 34],[12.16483516 28.83516484] ; [14.83516484 35.16483516],0
b3,1,0.591094,0.288639,[11 30] ; [16 34],[12.16483516 28.83516484] ; [14.83516484 35.16483516],0
s4,1,0.610676,0.259192,[ 9 58] ; [16 82],[10.15151515 56.84848485] ; [14.84848485 83.15151515],0
a3,1,0.747807,0.103383,[27 39] ; [43 56],[28. 38.] ; [42. 57.],0
s5,1,0.771721,0.084172,[11 51] ; [19 78],[11.69811321 50.30188679] ; [18.30188679 78.69811321],0
n1,1,0.837648,0.041985,[ 8 18] ; [10 20],[ 8.35714286 17.64285714] ; [ 9.64285714 20.35714286],0
s3,1,0.872076,0.025928,[31 34] ; [48 50],[31.50306748 33.49693252] ; [47.49693252 50.50306748],0
p6,1,0.943995,0.004935,[11 54] ; [17 81],[11.16564417 53.83435583] ; [16.83435583 81.16564417],0
p4,1,0.945459,0.00468,[21 45] ; [31 68],[20.8 45.2] ; [31.2 67.8],0
n2,1,0.96775,0.001635,[16 10] ; [18 11],[16.07272727  9.92727273] ; [17.92727273 11.07272727],0
n4,1,0.984658,0.00037,[38 29] ; [56 43],[37.93975904 29.06024096] ; [56.06024096 42.93975904],0
