Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.5e-05,15.952178,[24 43] ; [66 32],[36.54545455 30.45454545] ; [53.45454545 44.54545455],1
v4,1,6.6e-05,15.910714,[47 19] ; [93  6],[56. 10.] ; [84. 15.],1
d5,1,0.000168,14.161134,[27 40] ; [69 30],[38.74698795 28.25301205] ; [57.25301205 41.74698795],1
r3,1,0.000184,13.984813,[49 18] ; [93  6],[57.31325301  9.68674699] ; [84.68674699 14.31325301],1
a6,1,0.000351,12.774645,[21 46] ; [59 40],[32.28915663 34.71084337] ; [47.71084337 51.28915663],1
r4,1,0.000464,12.256672,[39 28] ; [82 17],[48.8373494 18.1626506] ; [72.1626506 26.8373494],1
p2,1,0.002086,9.472316,[33 34] ; [72 27],[42.37951807 24.62048193] ; [62.62048193 36.37951807],0
d4,1,0.003899,8.330193,[35 31] ; [74 25],[43.6 22.4] ; [65.4 33.6],0
p10,1,0.004641,8.014244,[29 36] ; [65 32],[37.71604938 27.28395062] ; [56.28395062 40.71604938],0
n6,1,0.007787,7.081777,[40 27] ; [78 21],[47.62650602 19.37349398] ; [70.37349398 28.62650602],0
r2,1,0.016061,5.796198,[50 17] ; [88 11],[55.69879518 11.30120482] ; [82.30120482 16.69879518],0
n3,1,0.018042,5.592034,[13 13] ; [24  6],[17.17857143  8.82142857] ; [19.82142857 10.17857143],0
s6,1,0.022117,5.236556,[26 40] ; [57 42],[33.2 32.8] ; [49.8 49.2],0
u2,1,0.037784,4.314724,[17 23] ; [34 19],[21.93548387 18.06451613] ; [29.06451613 23.93548387],0
u3,1,0.041006,4.175755,[17 23] ; [35 20],[21.89473684 18.10526316] ; [30.10526316 24.89473684],0
d2,1,0.045515,3.99946,[22 45] ; [19 80],[16.54819277 50.45180723] ; [24.45180723 74.54819277],0
v3,1,0.047062,3.943164,[12 53] ; [31 64],[17.46875 47.53125] ; [25.53125 69.46875],0
p3,1,0.053136,3.739625,[12 55] ; [31 68],[17.35542169 49.64457831] ; [25.64457831 73.35542169],0
