Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00773,7.095029,[13  4] ; [2 7],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
a7,1,0.018597,5.53906,[12  5] ; [2 7],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
d3,1,0.031482,4.626471,[13  4] ; [3 6],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
v2,1,0.093102,2.819904,[7 9] ; [1 8],[ 5.12 10.88] ; [2.88 6.12],0
s2,1,0.126858,2.330532,[11  6] ; [3 6],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
r1,1,0.184317,1.762465,[ 2 15] ; [3 6],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
s1,1,0.214728,1.539263,[ 1 16] ; [2 7],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
a6,1,0.215564,1.53366,[8 9] ; [2 7],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
a3,1,0.216201,1.529412,[10  7] ; [3 6],[8.5 8.5] ; [4.5 4.5],0
p9,1,0.216201,1.529412,[10  7] ; [3 6],[8.5 8.5] ; [4.5 4.5],0
v4,1,0.271644,1.208424,[13  4] ; [5 4],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
s5,1,0.27976,1.168254,[ 2 12] ; [3 6],[ 3.04347826 10.95652174] ; [1.95652174 7.04347826],0
s8,1,0.29203,1.11024,[ 5 12] ; [1 8],[ 3.92307692 13.07692308] ; [2.07692308 6.92307692],0
p10,1,0.319806,0.989741,[11  6] ; [4 5],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
n4,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
u2,1,0.428537,0.626786,[5 2] ; [3 3],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
v1,1,0.444651,0.584251,[ 4 13] ; [1 8],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
r2,1,0.459033,0.548252,[9 6] ; [4 5],[8.125 6.875] ; [4.875 4.125],0
r3,1,0.484118,0.489574,[10  7] ; [4 5],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
s3,1,0.484118,0.489574,[10  7] ; [4 5],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p6,1,0.49205,0.472041,[ 6 11] ; [2 7],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
n6,1,0.500352,0.454189,[9 8] ; [6 3],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
s6,1,0.500352,0.454189,[9 8] ; [6 3],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
d2,1,0.500352,0.454189,[8 9] ; [3 6],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
a5,1,0.500352,0.454189,[8 9] ; [3 6],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
n2,1,0.59298,0.285714,[3 4] ; [4 3],[3.5 3.5] ; [3.5 3.5],0
b4,1,0.648206,0.20817,[ 6 11] ; [4 5],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
b5,1,0.648206,0.20817,[11  6] ; [5 4],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
p3,1,0.69574,0.152941,[ 7 10] ; [3 6],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
p11,1,0.69574,0.152941,[10  7] ; [6 3],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
u3,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
p2,1,0.836701,0.042484,[12  5] ; [6 3],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
a4,1,0.836701,0.042484,[ 5 12] ; [3 6],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
p4,1,0.872518,0.025748,[ 7 10] ; [4 5],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
b1,1,0.898768,0.016184,[8 9] ; [4 5],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
s7,1,0.973215,0.001127,[9 7] ; [5 4],[8.96 7.04] ; [5.04 3.96],0
p7,1,0.973215,0.001127,[9 7] ; [5 4],[8.96 7.04] ; [5.04 3.96],0
p8,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
n3,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
n1,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
