Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.087791,2.914412,[ 43 416] ; [2 5],[ 44.32403433 414.67596567] ; [0.67596567 6.32403433],0
b4,1,0.097854,2.740183,[274 186] ; [2 5],[271.86295503 188.13704497] ; [4.13704497 2.86295503],0
v4,1,0.112712,2.515779,[443  15] ; [6 1],[442.24086022  15.75913978] ; [6.75913978 0.24086022],0
s7,1,0.156146,2.011163,[239 201] ; [5 1],[240.71748879 199.28251121] ; [3.28251121 2.71748879],0
b5,1,0.177203,1.820924,[279 181] ; [6 1],[280.72805139 179.27194861] ; [4.27194861 2.72805139],0
a8,1,0.178015,1.814117,[ 57 351] ; [2 4],[ 58.14492754 349.85507246] ; [0.85507246 5.14492754],0
a2,1,0.239661,1.382588,[164 296] ; [4 3],[165.48179872 294.51820128] ; [2.51820128 4.48179872],0
s6,1,0.293876,1.10178,[315 136] ; [3 3],[313.8249453 137.1750547] ; [4.1750547 1.8249453],0
v2,1,0.296783,1.088593,[276 168] ; [3 4],[274.66962306 169.33037694] ; [4.33037694 2.66962306],0
a1,1,0.331384,0.943483,[ 26 434] ; [1 6],[ 26.59528908 433.40471092] ; [0.40471092 6.59528908],0
v3,1,0.37663,0.781672,[199 240] ; [2 5],[197.84529148 241.15470852] ; [3.15470852 3.84529148],0
u1,1,0.378205,0.776527,[136 324] ; [1 6],[134.94646681 325.05353319] ; [2.05353319 4.94646681],0
p6,1,0.395147,0.723046,[187 267] ; [4 3],[188.09978308 265.90021692] ; [2.90021692 4.09978308],0
p8,1,0.413426,0.668926,[253 199] ; [5 2],[254.06535948 197.93464052] ; [3.93464052 3.06535948],0
s2,1,0.41907,0.652922,[255 199] ; [5 2],[256.05206074 197.94793926] ; [3.94793926 3.05206074],0
v1,1,0.433091,0.614521,[257 189] ; [3 4],[255.98233996 190.01766004] ; [4.01766004 2.98233996],0
a6,1,0.470731,0.52026,[338 121] ; [6 1],[338.83261803 120.16738197] ; [5.16738197 1.83261803],0
a4,1,0.512263,0.429441,[271 187] ; [5 2],[271.84516129 186.15483871] ; [4.15483871 2.84516129],0
p3,1,0.543987,0.368201,[249 210] ; [4 2],[249.73548387 209.26451613] ; [3.26451613 2.73548387],0
a7,1,0.58425,0.299415,[354 106] ; [6 1],[354.60385439 105.39614561] ; [5.39614561 1.60385439],0
n1,1,0.691899,0.157037,[36 63] ; [1 1],[36.26732673 62.73267327] ; [0.73267327 1.26732673],0
b3,1,0.709102,0.139175,[119 172] ; [2 4],[118.55555556 172.44444444] ; [2.44444444 3.55555556],0
b2,1,0.709102,0.139175,[119 172] ; [2 4],[118.55555556 172.44444444] ; [2.44444444 3.55555556],0
p7,1,0.712735,0.13556,[290 158] ; [5 2],[290.46153846 157.53846154] ; [4.53846154 2.46153846],0
b1,1,0.720635,0.127885,[167 293] ; [3 4],[167.45182013 292.54817987] ; [2.54817987 4.45182013],0
s8,1,0.742085,0.108303,[232 224] ; [4 3],[232.43196544 223.56803456] ; [3.56803456 3.43196544],0
p11,1,0.776393,0.080669,[375  85] ; [6 1],[375.28907923  84.71092077] ; [5.71092077 1.28907923],0
p4,1,0.793739,0.06836,[305 152] ; [5 2],[305.32327586 151.67672414] ; [4.67672414 2.32327586],0
n5,1,0.795347,0.067275,[376  83] ; [6 1],[376.26180258  82.73819742] ; [5.73819742 1.26180258],0
s5,1,0.808096,0.058992,[168 272] ; [2 4],[167.71300448 272.28699552] ; [2.28699552 3.71300448],0
s4,1,0.834358,0.043729,[ 78 373] ; [1 6],[ 77.79257642 373.20742358] ; [1.20742358 5.79257642],0
p9,1,0.865112,0.028856,[397  55] ; [6 1],[396.8540305  55.1459695] ; [6.1459695 0.8540305],0
p5,1,0.916124,0.011092,[ 59 397] ; [1 6],[ 59.09287257 396.90712743] ; [0.90712743 6.09287257],0
p10,1,0.952454,0.003555,[388  69] ; [6 1],[388.05603448  68.94396552] ; [5.94396552 1.05603448],0
r1,1,0.95434,0.003278,[389  69] ; [6 1],[389.05376344  68.94623656] ; [5.94623656 1.05376344],0
s3,1,0.95573,0.003082,[263 189] ; [4 3],[262.92810458 189.07189542] ; [4.07189542 2.92810458],0
