Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,165.229855,[278  26] ; [32 77],[228.18401937  75.81598063] ; [81.81598063 27.18401937],1
p3,1,0.495716,0.464096,[171 133] ; [66 44],[174.02898551 129.97101449] ; [62.97101449 47.02898551],0
u3,1,0.499264,0.456501,[40 15] ; [17  9],[38.7037037 16.2962963] ; [18.2962963  7.7037037],0
u2,1,0.581971,0.303059,[34 20] ; [18  8],[35.1 18.9] ; [16.9  9.1],0
p5,1,0.589302,0.291436,[ 48 253] ; [20 90],[ 49.80048662 251.19951338] ; [18.19951338 91.80048662],0
p10,1,0.623728,0.240662,[262  42] ; [91 17],[260.46601942  43.53398058] ; [92.53398058 15.46601942],0
p7,1,0.664973,0.187539,[208  86] ; [74 34],[206.23880597  87.76119403] ; [75.76119403 32.23880597],0
p4,1,0.739875,0.110237,[207  97] ; [73 37],[205.60386473  98.39613527] ; [74.39613527 35.60386473],0
a7,1,0.758397,0.094609,[215  91] ; [79 31],[216.25961538  89.74038462] ; [77.74038462 32.25961538],0
p11,1,0.783571,0.075443,[241  65] ; [88 22],[242.00480769  63.99519231] ; [86.99519231 23.00480769],0
d3,1,0.859595,0.03129,[221  83] ; [79 31],[220.28985507  83.71014493] ; [79.71014493 30.28985507],0
b2,1,0.889198,0.01941,[ 88 120] ; [35 46],[ 88.52595156 119.47404844] ; [34.47404844 46.52595156],0
b3,1,0.889198,0.01941,[ 88 120] ; [35 46],[ 88.52595156 119.47404844] ; [34.47404844 46.52595156],0
p2,1,0.908357,0.013251,[262  43] ; [94 16],[261.63855422  43.36144578] ; [94.36144578 15.63855422],0
p8,1,0.914427,0.011547,[171 130] ; [62 46],[171.47432763 129.52567237] ; [61.52567237 46.47432763],0
v3,1,0.968556,0.001554,[135 158] ; [50 58],[135.17456359 157.82543641] ; [49.82543641 58.17456359],0
