Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,65.017488,[58 10] ; [13 61],[34. 34.] ; [37. 37.],1
s6,1,0.0,33.066881,[60  8] ; [31 43],[43.57746479 24.42253521] ; [47.42253521 26.57746479],1
s7,1,2e-06,23.018351,[40 23] ; [16 55],[26.32835821 36.67164179] ; [29.67164179 41.32835821],1
v1,1,9e-06,19.642606,[41 26] ; [18 56],[28.03546099 38.96453901] ; [30.96453901 43.03546099],1
s8,1,1.4e-05,18.878816,[41 27] ; [18 56],[28.25352113 39.74647887] ; [30.74647887 43.25352113],1
s5,1,0.001373,10.24177,[29 37] ; [13 57],[20.38235294 45.61764706] ; [21.61764706 48.38235294],0
p9,1,0.008706,6.882211,[52 15] ; [42 32],[44.66666667 22.33333333] ; [49.33333333 24.66666667],0
p10,1,0.022446,5.210894,[49 19] ; [39 34],[42.43971631 25.56028369] ; [45.56028369 27.43971631],0
s4,1,0.02282,5.182163,[19 50] ; [ 9 64],[13.6056338 55.3943662] ; [14.3943662 58.6056338],0
u1,1,0.038721,4.273067,[15 54] ; [ 7 68],[10.54166667 58.45833333] ; [11.45833333 63.54166667],0
p6,1,0.057344,3.612572,[21 47] ; [13 62],[16.16783217 51.83216783] ; [17.83216783 57.16783217],0
d5,1,0.116632,2.461973,[51 16] ; [48 27],[46.71126761 20.28873239] ; [52.28873239 22.71126761],0
v2,1,0.119604,2.422501,[37 27] ; [32 40],[32.47058824 31.52941176] ; [36.52941176 35.47058824],0
a4,1,0.120879,2.405894,[35 34] ; [28 46],[30.3986014 38.6013986] ; [32.6013986 41.3986014],0
a5,1,0.121683,2.395525,[49 20] ; [44 31],[44.5625 24.4375] ; [48.4375 26.5625],0
p4,1,0.122042,2.390919,[28 40] ; [21 52],[23.63120567 44.36879433] ; [25.36879433 47.63120567],0
s1,1,0.140514,2.172322,[ 7 61] ; [ 3 72],[ 4.75524476 63.24475524] ; [ 5.24475524 69.75524476],0
d2,1,0.168062,1.900145,[34 33] ; [29 45],[29.93617021 37.06382979] ; [33.06382979 40.93617021],0
p12,1,0.266231,1.236062,[ 7 61] ; [ 4 71],[ 5.23076923 62.76923077] ; [ 5.76923077 69.23076923],0
a3,1,0.291465,1.112844,[46 23] ; [43 31],[42.94405594 26.05594406] ; [46.05594406 27.94405594],0
v4,1,0.293538,1.103323,[67  2] ; [70  5],[65.64583333  3.35416667] ; [71.35416667  3.64583333],0
p11,1,0.311093,1.026029,[47 22] ; [45 30],[44.08333333 24.91666667] ; [47.91666667 27.08333333],0
