Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9.7e-05,15.197343,[25  3] ; [34 39],[16.35643564 11.64356436] ; [42.64356436 30.35643564],1
s2,1,0.000153,14.339896,[19  9] ; [20 54],[10.70588235 17.29411765] ; [28.29411765 45.70588235],1
p5,1,0.000257,13.358943,[ 6 21] ; [ 1 73],[ 1.87128713 25.12871287] ; [ 5.12871287 68.87128713],1
s3,1,0.004168,8.209075,[19  9] ; [26 46],[12.6 15.4] ; [32.4 39.6],0
s4,1,0.007358,7.183423,[ 8 20] ; [ 6 68],[ 3.84313725 24.15686275] ; [10.15686275 63.84313725],0
p12,1,0.026505,4.92278,[ 4 24] ; [ 2 72],[ 1.64705882 26.35294118] ; [ 4.35294118 69.64705882],0
b5,1,0.043859,4.061997,[12 16] ; [48 26],[16.47058824 11.52941176] ; [43.52941176 30.47058824],0
s7,1,0.04986,3.846154,[14 14] ; [21 51],[ 9.8 18.2] ; [25.2 46.8],0
a1,1,0.094444,2.796951,[ 3 25] ; [ 2 72],[ 1.37254902 26.62745098] ; [ 3.62745098 70.37254902],0
p3,1,0.098231,2.734036,[18 10] ; [34 40],[14.2745098 13.7254902] ; [37.7254902 36.2745098],0
v2,1,0.110346,2.549259,[10 18] ; [38 33],[13.57575758 14.42424242] ; [34.42424242 36.57575758],0
n1,1,0.112339,2.521008,[4 4] ; [ 3 13],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
a6,1,0.117673,2.448028,[13 15] ; [47 27],[16.47058824 11.52941176] ; [43.52941176 30.47058824],0
b1,1,0.146863,2.104537,[ 6 22] ; [27 47],[ 9.05882353 18.94117647] ; [23.94117647 50.05882353],0
p10,1,0.171355,1.871048,[22  5] ; [50 24],[19.24752475  7.75247525] ; [52.75247525 21.24752475],0
n4,1,0.180823,1.790848,[ 7 21] ; [29 45],[ 9.88235294 18.11764706] ; [26.11764706 47.88235294],0
b2,1,0.181554,1.784856,[ 5 11] ; [ 6 33],[ 3.2 12.8] ; [ 7.8 31.2],0
b3,1,0.181554,1.784856,[ 5 11] ; [ 6 33],[ 3.2 12.8] ; [ 7.8 31.2],0
r4,1,0.184627,1.759979,[26  2] ; [61 13],[23.88235294  4.11764706] ; [63.11764706 10.88235294],0
p6,1,0.194942,1.679864,[12 15] ; [22 50],[ 9.27272727 17.72727273] ; [24.72727273 47.27272727],0
n3,1,0.204008,1.613445,[7 1] ; [10  6],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
b4,1,0.216677,1.526242,[20  8] ; [43 31],[17.29411765 10.70588235] ; [45.70588235 28.29411765],0
d5,1,0.219297,1.508966,[24  4] ; [55 19],[21.68627451  6.31372549] ; [57.31372549 16.68627451],0
p7,1,0.256444,1.287851,[22  4] ; [53 19],[19.89795918  6.10204082] ; [55.10204082 16.89795918],0
n6,1,0.262623,1.254879,[19  8] ; [43 31],[16.57425743 10.42574257] ; [45.42574257 28.57425743],0
v4,1,0.267205,1.23104,[26  1] ; [66  8],[24.59405941  2.40594059] ; [67.40594059  6.59405941],0
d4,1,0.271311,1.210109,[24  4] ; [56 18],[21.96078431  6.03921569] ; [58.03921569 15.96078431],0
a5,1,0.27211,1.206081,[21  7] ; [47 27],[18.66666667  9.33333333] ; [49.33333333 24.66666667],0
p9,1,0.276552,1.183958,[23  5] ; [53 21],[20.8627451  7.1372549] ; [55.1372549 18.8627451],0
s8,1,0.289385,1.122482,[11 17] ; [21 53],[ 8.78431373 19.21568627] ; [23.21568627 50.78431373],0
p1,1,0.297806,1.083994,[ 4 22] ; [ 6 67],[ 2.62626263 23.37373737] ; [ 7.37373737 65.62626263],0
u2,1,0.373301,0.792648,[6 7] ; [20 13],[7.34782609 5.65217391] ; [18.65217391 14.34782609],0
p2,1,0.417355,0.657752,[24  3] ; [60 13],[22.68  4.32] ; [61.32 11.68],0
d3,1,0.424439,0.637992,[19  9] ; [56 18],[20.58823529  7.41176471] ; [54.41176471 19.58823529],0
d2,1,0.515297,0.423296,[11 17] ; [24 50],[ 9.60784314 18.39215686] ; [25.39215686 48.60784314],0
s1,1,0.519067,0.415747,[ 2 26] ; [ 3 71],[ 1.37254902 26.62745098] ; [ 3.62745098 70.37254902],0
n2,1,0.540291,0.375,[6 2] ; [10  6],[5.33333333 2.66666667] ; [10.66666667  5.33333333],0
a7,1,0.557467,0.344109,[20  8] ; [57 17],[21.1372549  6.8627451] ; [55.8627451 18.1372549],0
r1,1,0.562597,0.335227,[22  6] ; [54 20],[20.8627451  7.1372549] ; [55.1372549 18.8627451],0
a2,1,0.578255,0.309065,[ 2 26] ; [ 8 66],[ 2.74509804 25.25490196] ; [ 7.25490196 66.74509804],0
v3,1,0.598515,0.277242,[10 17] ; [22 48],[ 8.90721649 18.09278351] ; [23.09278351 46.90721649],0
u3,1,0.671554,0.17979,[6 7] ; [17 15],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
p4,1,0.688068,0.161185,[16 12] ; [39 35],[15.09803922 12.90196078] ; [39.90196078 34.09803922],0
u1,1,0.739278,0.110763,[ 2 26] ; [ 4 70],[ 1.64705882 26.35294118] ; [ 4.35294118 69.64705882],0
a8,1,0.739367,0.110684,[ 1 23] ; [ 4 63],[ 1.31868132 22.68131868] ; [ 3.68131868 63.31868132],0
d1,1,0.807375,0.059445,[14 14] ; [39 35],[14.54901961 13.45098039] ; [38.45098039 35.54901961],0
p11,1,0.835946,0.042883,[21  7] ; [54 20],[20.58823529  7.41176471] ; [54.41176471 19.58823529],0
r2,1,0.865416,0.028725,[25  3] ; [66  7],[25.22772277  2.77227723] ; [65.77227723  7.22772277],0
v1,1,0.866627,0.028205,[11 16] ; [28 44],[10.63636364 16.36363636] ; [28.36363636 43.63636364],0
a3,1,0.868064,0.027595,[15 13] ; [41 33],[15.37254902 12.62745098] ; [40.62745098 33.37254902],0
a4,1,0.984611,0.000372,[ 8 20] ; [21 53],[ 7.96078431 20.03921569] ; [21.03921569 52.96078431],0
