Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000157,14.289869,[1 9] ; [56 23],[6.40449438 3.59550562] ; [50.59550562 28.40449438],1
r2,1,0.001924,9.621032,[5 5] ; [68  9],[8.3908046 1.6091954] ; [64.6091954 12.3908046],0
d4,1,0.098443,2.730596,[6 4] ; [65 14],[7.97752809 2.02247191] ; [63.02247191 15.97752809],0
s4,1,0.105804,2.615808,[1 9] ; [28 51],[3.25842697 6.74157303] ; [25.74157303 53.25842697],0
s8,1,0.125135,2.35184,[3 7] ; [44 35],[5.28089888 4.71910112] ; [41.71910112 37.28089888],0
s5,1,0.134033,2.245163,[2 7] ; [35 37],[4.11111111 4.88888889] ; [32.88888889 39.11111111],0
p8,1,0.1705,1.878543,[2 7] ; [36 42],[3.93103448 5.06896552] ; [34.06896552 43.93103448],0
s7,1,0.174577,1.843192,[3 6] ; [44 33],[4.91860465 4.08139535] ; [42.08139535 34.91860465],0
p3,1,0.191909,1.702903,[7 3] ; [38 41],[5.05617978 4.94382022] ; [39.94382022 39.05617978],0
a7,1,0.192159,1.700986,[4 6] ; [48 30],[5.90909091 4.09090909] ; [46.09090909 31.90909091],0
p9,1,0.195664,1.674448,[7 3] ; [67 11],[8.40909091 1.59090909] ; [65.59090909 12.40909091],0
d3,1,0.224686,1.474188,[8 2] ; [47 31],[6.25 3.75] ; [48.75 29.25],0
a2,1,0.270995,1.211702,[2 8] ; [ 7 72],[1.01123596 8.98876404] ; [ 7.98876404 71.01123596],0
a8,1,0.303117,1.060429,[2 8] ; [ 7 68],[1.05882353 8.94117647] ; [ 7.94117647 67.05882353],0
p11,1,0.324244,0.971749,[6 4] ; [59 20],[7.30337079 2.69662921] ; [57.69662921 21.30337079],0
a6,1,0.349835,0.874055,[7 3] ; [43 36],[5.61797753 4.38202247] ; [44.38202247 34.61797753],0
p10,1,0.352061,0.866014,[7 3] ; [65 14],[8.08988764 1.91011236] ; [63.91011236 15.08988764],0
v2,1,0.38275,0.761852,[6 4] ; [34 41],[4.70588235 5.29411765] ; [35.29411765 39.70588235],0
r3,1,0.435864,0.607146,[8 2] ; [70  9],[8.76404494 1.23595506] ; [69.23595506  9.76404494],0
b2,1,0.440265,0.595592,[1 6] ; [14 36],[1.84210526 5.15789474] ; [13.15789474 36.84210526],0
b3,1,0.440265,0.595592,[1 6] ; [14 36],[1.84210526 5.15789474] ; [13.15789474 36.84210526],0
a3,1,0.474844,0.510682,[7 3] ; [46 33],[5.95505618 4.04494382] ; [47.04494382 31.95505618],0
v1,1,0.475873,0.508306,[4 6] ; [39 36],[5.05882353 4.94117647] ; [37.94117647 37.05882353],0
u2,1,0.48105,0.496482,[1 2] ; [18 15],[1.58333333 1.41666667] ; [17.41666667 15.58333333],0
b4,1,0.521647,0.410636,[7 3] ; [47 32],[6.06741573 3.93258427] ; [47.93258427 31.06741573],0
s3,1,0.598278,0.277601,[8 2] ; [57 22],[7.30337079 2.69662921] ; [57.69662921 21.30337079],0
u1,1,0.662707,0.190252,[1 9] ; [ 5 74],[0.6741573 9.3258427] ; [ 5.3258427 73.6741573],0
p7,1,0.668333,0.183558,[5 5] ; [44 33],[5.63218391 4.36781609] ; [43.36781609 33.63218391],0
n5,1,0.733576,0.115854,[7 3] ; [51 28],[6.51685393 3.48314607] ; [51.48314607 27.51685393],0
d2,1,0.777234,0.080047,[4 6] ; [28 51],[3.59550562 6.40449438] ; [28.40449438 50.59550562],0
a5,1,0.777234,0.080047,[6 4] ; [51 28],[6.40449438 3.59550562] ; [50.59550562 28.40449438],0
d5,1,0.837034,0.042308,[7 3] ; [57 21],[7.27272727 2.72727273] ; [56.72727273 21.27272727],0
n4,1,0.839132,0.04121,[6 4] ; [50 29],[6.29213483 3.70786517] ; [49.70786517 29.29213483],0
p2,1,0.842438,0.039512,[8 2] ; [61 18],[7.75280899 2.24719101] ; [61.24719101 17.75280899],0
b5,1,0.853175,0.034251,[7 3] ; [53 26],[6.74157303 3.25842697] ; [53.25842697 25.74157303],0
d1,1,0.909869,0.012815,[5 5] ; [38 41],[4.83146067 5.16853933] ; [38.16853933 40.83146067],0
b1,1,0.914687,0.011477,[4 6] ; [33 46],[4.15730337 5.84269663] ; [32.84269663 46.15730337],0
p4,1,0.914687,0.011477,[6 4] ; [46 33],[5.84269663 4.15730337] ; [46.15730337 32.84269663],0
a4,1,0.915916,0.011147,[3 7] ; [25 54],[3.14606742 6.85393258] ; [24.85393258 54.14606742],0
v3,1,0.945059,0.004749,[3 7] ; [22 54],[2.90697674 7.09302326] ; [22.09302326 53.90697674],0
n6,1,0.985018,0.000353,[8 2] ; [63 16],[7.97752809 2.02247191] ; [63.02247191 15.97752809],0
p6,1,0.987556,0.000243,[4 6] ; [31 47],[3.97727273 6.02272727] ; [31.02272727 46.97727273],0
s6,1,0.992057,9.9e-05,[7 2] ; [59 17],[6.98823529 2.01176471] ; [59.01176471 16.98823529],0
