Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000414,12.469948,[29  9] ; [ 7 16],[22.42622951 15.57377049] ; [13.57377049  9.42622951],1
b2,1,0.529092,0.396135,[ 8 15] ; [ 8 10],[ 8.97560976 14.02439024] ; [ 7.02439024 10.97560976],0
b3,1,0.529092,0.396135,[ 8 15] ; [ 8 10],[ 8.97560976 14.02439024] ; [ 7.02439024 10.97560976],0
d3,1,0.535066,0.384761,[23 14] ; [13 11],[21.83606557 15.16393443] ; [14.16393443  9.83606557],0
u1,1,0.536949,0.381225,[ 7 31] ; [ 3 21],[ 6.12903226 31.87096774] ; [ 3.87096774 20.12903226],0
n2,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
s5,1,0.578288,0.309011,[12 26] ; [ 6 18],[11.03225806 26.96774194] ; [ 6.96774194 17.03225806],0
s8,1,0.655914,0.198525,[16 21] ; [ 9 15],[15.16393443 21.83606557] ; [ 9.83606557 14.16393443],0
a4,1,0.679002,0.171251,[13 25] ; [ 7 17],[12.25806452 25.74193548] ; [ 7.74193548 16.25806452],0
s4,1,0.689299,0.159845,[ 6 31] ; [ 3 21],[ 5.45901639 31.54098361] ; [ 3.54098361 20.45901639],0
p4,1,0.711661,0.136624,[11 25] ; [ 6 17],[10.37288136 25.62711864] ; [ 6.62711864 16.37288136],0
v1,1,0.715973,0.132384,[18 20] ; [12 11],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
n6,1,0.751439,0.100326,[28  9] ; [19  5],[28.50819672  8.49180328] ; [18.49180328  5.50819672],0
b5,1,0.812279,0.0564,[21 17] ; [14 10],[21.4516129 16.5483871] ; [13.5483871 10.4516129],0
a8,1,0.892391,0.018301,[ 3 29] ; [ 2 22],[ 2.85714286 29.14285714] ; [ 2.14285714 21.85714286],0
a1,1,0.940002,0.005665,[ 5 33] ; [ 3 21],[ 4.90322581 33.09677419] ; [ 3.09677419 20.90322581],0
a3,1,0.985216,0.000343,[27 11] ; [17  7],[26.96774194 11.03225806] ; [17.03225806  6.96774194],0
