Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000414,12.469948,[29  9] ; [ 7 16],[22.42622951 15.57377049] ; [13.57377049  9.42622951],1
d1,1,0.006318,7.457185,[23 15] ; [ 6 18],[17.77419355 20.22580645] ; [11.22580645 12.77419355],0
r3,1,0.010652,6.522438,[35  3] ; [16  8],[31.25806452  6.74193548] ; [19.74193548  4.25806452],0
b1,1,0.0117,6.355763,[10 28] ; [14 10],[14.70967742 23.29032258] ; [ 9.29032258 14.70967742],0
d4,1,0.011723,6.352238,[31  6] ; [13 11],[26.68852459 10.31147541] ; [17.31147541  6.68852459],0
r1,1,0.025556,4.985785,[33  5] ; [15  9],[29.41935484  8.58064516] ; [18.58064516  5.41935484],0
v4,1,0.026542,4.920361,[35  3] ; [17  7],[31.87096774  6.12903226] ; [20.12903226  3.87096774],0
b4,1,0.047059,3.943281,[27 11] ; [11 13],[23.29032258 14.70967742] ; [14.70967742  9.29032258],0
p9,1,0.05489,3.685436,[26 12] ; [10 13],[22.42622951 15.57377049] ; [13.57377049  9.42622951],0
p1,1,0.059169,3.560515,[ 2 36] ; [ 5 19],[ 4.29032258 33.70967742] ; [ 2.70967742 21.29032258],0
s1,1,0.059169,3.560515,[ 2 36] ; [ 5 19],[ 4.29032258 33.70967742] ; [ 2.70967742 21.29032258],0
a7,1,0.069182,3.302329,[29  9] ; [13 11],[25.74193548 12.25806452] ; [16.25806452  7.74193548],0
p7,1,0.080282,3.059182,[14 22] ; [ 4 19],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
d5,1,0.130992,2.280712,[27 10] ; [13 11],[24.26229508 12.73770492] ; [15.73770492  8.26229508],0
r2,1,0.131014,2.28045,[36  1] ; [21  3],[34.57377049  2.42622951] ; [22.42622951  1.57377049],0
p8,1,0.131478,2.274968,[13 25] ; [ 4 20],[10.41935484 27.58064516] ; [ 6.58064516 17.41935484],0
p11,1,0.18021,1.795888,[24 14] ; [11 13],[21.4516129 16.5483871] ; [13.5483871 10.4516129],0
p6,1,0.193031,1.694332,[10 28] ; [ 3 21],[ 7.96774194 30.03225806] ; [ 5.03225806 18.96774194],0
r4,1,0.207546,1.588463,[32  6] ; [17  7],[30.03225806  7.96774194] ; [18.96774194  5.03225806],0
a2,1,0.277597,1.178816,[ 9 29] ; [ 3 21],[ 7.35483871 30.64516129] ; [ 4.64516129 19.35483871],0
u3,1,0.30797,1.039361,[7 4] ; [6 1],[7.94444444 3.05555556] ; [5.05555556 1.94444444],0
s3,1,0.335375,0.928031,[18 20] ; [ 8 15],[16.19672131 21.80327869] ; [ 9.80327869 13.19672131],0
d2,1,0.344461,0.893757,[20 17] ; [10 14],[18.19672131 18.80327869] ; [11.80327869 12.19672131],0
a5,1,0.352144,0.865715,[28 10] ; [15  9],[26.35483871 11.64516129] ; [16.64516129  7.35483871],0
s7,1,0.354935,0.855735,[20 16] ; [ 9 12],[18.31578947 17.68421053] ; [10.68421053 10.31578947],0
p3,1,0.403704,0.697267,[13 24] ; [ 6 18],[11.52459016 25.47540984] ; [ 7.47540984 16.52459016],0
p5,1,0.423492,0.640604,[ 5 33] ; [ 5 19],[ 6.12903226 31.87096774] ; [ 3.87096774 20.12903226],0
n5,1,0.443532,0.587129,[25 13] ; [18  6],[26.35483871 11.64516129] ; [16.64516129  7.35483871],0
n4,1,0.476961,0.505804,[27 11] ; [19  5],[28.19354839  9.80645161] ; [17.80645161  6.19354839],0
s6,1,0.482864,0.492387,[27 11] ; [15  9],[25.74193548 12.25806452] ; [16.25806452  7.74193548],0
u2,1,0.494125,0.467532,[8 3] ; [4 3],[7.33333333 3.66666667] ; [4.66666667 2.33333333],0
s2,1,0.521812,0.41031,[19 19] ; [10 14],[17.77419355 20.22580645] ; [11.22580645 12.77419355],0
a6,1,0.527688,0.398842,[26 11] ; [15  9],[24.86885246 12.13114754] ; [16.13114754  7.86885246],0
