Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.02963,4.730635,[575 154] ; [7 6],[571.8032345 157.1967655] ; [10.1967655  2.8032345],0
a4,1,0.045275,4.008375,[332 395] ; [ 2 10],[328.57645467 398.42354533] ; [5.42354533 6.57645467],0
p2,1,0.047885,3.914006,[601 126] ; [8 5],[598.30135135 128.69864865] ; [10.69864865  2.30135135],0
b4,1,0.053778,3.719578,[423 306] ; [11  2],[426.39622642 302.60377358] ; [7.60377358 5.39622642],0
d5,1,0.057293,3.614075,[596 130] ; [8 5],[593.37483085 132.62516915] ; [10.62516915  2.37483085],0
a6,1,0.065669,3.38808,[508 219] ; [6 7],[504.97027027 222.02972973] ; [9.02972973 3.97027027],0
n1,1,0.067242,3.349099,[57 97] ; [5 2],[59.30434783 94.69565217] ; [2.69565217 4.30434783],0
p8,1,0.154399,2.028248,[354 364] ; [9 4],[356.54445964 361.45554036] ; [6.45554036 6.54445964],0
d3,1,0.208527,1.581623,[509 218] ; [7 6],[506.93513514 220.06486486] ; [9.06486486 3.93513514],0
s5,1,0.218941,1.5113,[213 490] ; [6 7],[215.02374302 487.97625698] ; [3.97625698 9.02374302],0
d4,1,0.220271,1.502606,[598 128] ; [9 4],[596.32205683 129.67794317] ; [10.67794317  2.32205683],0
p7,1,0.224062,1.478164,[446 266] ; [6 7],[443.89517241 268.10482759] ; [8.10482759 4.89517241],0
v2,1,0.294512,1.098879,[397 302] ; [5 7],[395.21518987 303.78481013] ; [6.78481013 5.21518987],0
s1,1,0.295291,1.095338,[ 20 696] ; [ 1 12],[ 20.6255144 695.3744856] ; [ 0.3744856 12.6255144],0
a7,1,0.317325,0.999942,[537 190] ; [8 5],[535.42567568 191.57432432] ; [9.57432432 3.42567568],0
n5,1,0.317467,0.999353,[522 202] ; [11  2],[523.59837178 200.40162822] ; [9.40162822 3.59837178],0
a5,1,0.320265,0.987863,[538 191] ; [8 5],[536.43396226 192.56603774] ; [9.56603774 3.43396226],0
v1,1,0.321788,0.981664,[373 340] ; [5 8],[371.23140496 341.76859504] ; [6.76859504 6.23140496],0
p10,1,0.349674,0.874641,[576 146] ; [9 4],[574.65306122 147.34693878] ; [10.34693878  2.65306122],0
v3,1,0.352157,0.865671,[267 433] ; [3 9],[265.4494382 434.5505618] ; [4.5505618 7.4494382],0
a1,1,0.359366,0.840106,[ 23 706] ; [ 1 12],[ 23.57951482 705.42048518] ; [ 0.42048518 12.57951482],0
s7,1,0.385822,0.752069,[320 377] ; [4 8],[318.51622003 378.48377997] ; [5.48377997 6.51622003],0
n6,1,0.39927,0.710524,[607 119] ; [12  1],[608.11096076 117.88903924] ; [10.88903924  2.11096076],0
s6,1,0.40076,0.706044,[471 245] ; [10  3],[472.42249657 243.57750343] ; [8.57750343 4.42249657],0
r1,1,0.40389,0.696714,[618 107] ; [10  3],[616.93766938 108.06233062] ; [11.06233062  1.93766938],0
s8,1,0.417524,0.657275,[309 416] ; [7 6],[310.43360434 414.56639566] ; [5.56639566 7.43360434],0
n4,1,0.43514,0.609065,[546 180] ; [11  2],[547.20162382 178.79837618] ; [9.79837618 3.20162382],0
d2,1,0.473488,0.513825,[352 374] ; [5 8],[350.71989175 375.28010825] ; [6.28010825 6.71989175],0
b1,1,0.493492,0.468903,[269 460] ; [6 7],[270.1819407 458.8180593] ; [4.8180593 8.1819407],0
n2,1,0.541115,0.373477,[118  38] ; [6 1],[118.67484663  37.32515337] ; [5.32515337 1.67484663],0
p9,1,0.54158,0.372619,[599 120] ; [10  3],[598.18442623 120.81557377] ; [10.81557377  2.18442623],0
b3,1,0.547408,0.361981,[153 271] ; [3 8],[152.05517241 271.94482759] ; [3.94482759 7.05517241],0
b2,1,0.547408,0.361981,[153 271] ; [3 8],[152.05517241 271.94482759] ; [3.94482759 7.05517241],0
s4,1,0.570258,0.322251,[123 597] ; [ 3 10],[123.76534789 596.23465211] ; [ 2.23465211 10.76534789],0
p3,1,0.595116,0.282425,[338 390] ; [7 6],[338.94736842 389.05263158] ; [6.05263158 6.94736842],0
u3,1,0.660451,0.192976,[132  85] ; [2 2],[131.57466063  85.42533937] ; [2.42533937 1.57466063],0
s3,1,0.689764,0.159341,[401 318] ; [6 6],[400.31874145 318.68125855] ; [6.68125855 5.31874145],0
a3,1,0.715602,0.132745,[510 217] ; [9 3],[510.57239513 216.42760487] ; [8.42760487 3.57239513],0
p6,1,0.719322,0.129144,[242 476] ; [5 8],[242.60738714 475.39261286] ; [4.39261286 8.60738714],0
d1,1,0.724101,0.124597,[428 301] ; [7 6],[427.3787062 301.6212938] ; [7.6212938 5.3787062],0
n3,1,0.733001,0.116374,[120  35] ; [5 1],[120.34161491  34.65838509] ; [4.65838509 1.34161491],0
p12,1,0.755481,0.096983,[ 41 682] ; [ 1 12],[ 41.25815217 681.74184783] ; [ 0.74184783 12.25815217],0
s2,1,0.76443,0.089801,[358 363] ; [7 6],[358.53542234 362.46457766] ; [6.46457766 6.53542234],0
u2,1,0.795637,0.06708,[122  94] ; [2 2],[121.74545455  94.25454545] ; [2.25454545 1.74545455],0
p1,1,0.809529,0.058097,[ 44 680] ; [ 1 12],[ 44.20624152 679.79375848] ; [ 0.79375848 12.20624152],0
p4,1,0.868919,0.027236,[407 318] ; [7 6],[406.70731707 318.29268293] ; [7.29268293 5.70731707],0
b5,1,0.932276,0.007222,[457 272] ; [8 5],[456.85309973 272.14690027] ; [8.14690027 4.85309973],0
