Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000708,11.468124,[ 6 17] ; [25 10],[12.29310345 10.70689655] ; [18.70689655 16.29310345],1
s5,1,0.021617,5.276312,[13  8] ; [30  4],[16.41818182  4.58181818] ; [26.58181818  7.41818182],0
p8,1,0.027732,4.844621,[17  6] ; [33  2],[19.82758621  3.17241379] ; [30.17241379  4.82758621],0
a2,1,0.070889,3.262304,[ 7 16] ; [ 4 31],[ 4.36206897 18.63793103] ; [ 6.63793103 28.36206897],0
p11,1,0.071506,3.248118,[17  6] ; [32  3],[19.43103448  3.56896552] ; [29.56896552  5.43103448],0
v1,1,0.113964,2.498377,[15  7] ; [30  5],[17.36842105  4.63157895] ; [27.63157895  7.36842105],0
n4,1,0.134231,2.24288,[20  3] ; [34  1],[21.4137931  1.5862069] ; [32.5862069  2.4137931],0
b5,1,0.146583,2.107453,[13 10] ; [13 22],[10.31034483 12.68965517] ; [15.68965517 19.31034483],0
s4,1,0.148262,2.090041,[ 6 17] ; [ 4 31],[ 3.96551724 19.03448276] ; [ 6.03448276 28.96551724],0
a7,1,0.159066,1.983082,[19  4] ; [23 12],[16.65517241  6.34482759] ; [25.34482759  9.65517241],0
p3,1,0.2225,1.488171,[20  3] ; [25  9],[18.15789474  4.84210526] ; [26.84210526  7.15789474],0
s8,1,0.232497,1.425521,[15  8] ; [27  7],[16.94736842  6.05263158] ; [25.05263158  8.94736842],0
s7,1,0.254763,1.296997,[17  5] ; [31  4],[18.52631579  3.47368421] ; [29.47368421  5.52631579],0
d5,1,0.285434,1.141031,[17  6] ; [29  5],[18.56140351  4.43859649] ; [27.43859649  6.56140351],0
r1,1,0.288735,1.125511,[18  5] ; [31  4],[19.43103448  3.56896552] ; [29.56896552  5.43103448],0
u3,1,0.303052,1.060714,[4 1] ; [3 3],[3.18181818 1.81818182] ; [3.81818182 2.18181818],0
a5,1,0.320205,0.98811,[15  8] ; [27  8],[16.65517241  6.34482759] ; [25.34482759  9.65517241],0
s3,1,0.34843,0.879166,[20  3] ; [32  2],[20.98245614  2.01754386] ; [31.01754386  2.98245614],0
a8,1,0.437373,0.603165,[ 4 16] ; [ 4 29],[ 3.01886792 16.98113208] ; [ 4.98113208 28.01886792],0
u1,1,0.462278,0.540373,[ 5 18] ; [ 5 30],[ 3.96551724 19.03448276] ; [ 6.03448276 28.96551724],0
b4,1,0.479416,0.500191,[14  9] ; [18 17],[12.68965517 10.31034483] ; [19.31034483 15.68965517],0
n2,1,0.490153,0.47619,[2 1] ; [6 1],[2.4 0.6] ; [5.6 1.4],0
n3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
a1,1,0.492654,0.470725,[ 3 20] ; [ 7 28],[ 3.96551724 19.03448276] ; [ 6.03448276 28.96551724],0
p4,1,0.516349,0.421181,[22  1] ; [31  3],[21.38596491  1.61403509] ; [31.61403509  2.38596491],0
d3,1,0.518681,0.416514,[18  5] ; [24 10],[16.94736842  6.05263158] ; [25.05263158  8.94736842],0
u4,1,0.534622,0.385599,[ 1 22] ; [ 3 32],[ 1.5862069 21.4137931] ; [ 2.4137931 32.5862069],0
p9,1,0.534622,0.385599,[22  1] ; [32  3],[21.4137931  1.5862069] ; [32.5862069  2.4137931],0
a6,1,0.553979,0.350237,[14  9] ; [18 16],[12.9122807 10.0877193] ; [19.0877193 14.9122807],0
p10,1,0.584332,0.299283,[20  3] ; [32  3],[20.62068966  2.37931034] ; [31.37931034  3.62068966],0
p12,1,0.599042,0.276443,[ 7 16] ; [13 22],[ 7.93103448 15.06896552] ; [12.06896552 22.93103448],0
u2,1,0.621014,0.244444,[4 1] ; [4 2],[3.63636364 1.36363636] ; [4.36363636 1.63636364],0
p7,1,0.640263,0.218398,[17  5] ; [28  6],[17.67857143  4.32142857] ; [27.32142857  6.67857143],0
n5,1,0.661148,0.192133,[21  2] ; [33  2],[21.4137931  1.5862069] ; [32.5862069  2.4137931],0
a3,1,0.662264,0.190785,[18  5] ; [29  6],[18.63793103  4.36206897] ; [28.36206897  6.63793103],0
a4,1,0.703651,0.144702,[10 13] ; [17 18],[10.70689655 12.29310345] ; [16.29310345 18.70689655],0
s6,1,0.735936,0.113731,[21  1] ; [34  1],[21.22807018  0.77192982] ; [33.77192982  1.22807018],0
s1,1,0.738139,0.111769,[ 2 21] ; [ 4 31],[ 2.37931034 20.62068966] ; [ 3.62068966 31.37931034],0
p6,1,0.743841,0.106779,[16  7] ; [25  9],[16.54385965  6.45614035] ; [24.45614035  9.54385965],0
p1,1,0.759847,0.093441,[ 7 16] ; [12 23],[ 7.53448276 15.46551724] ; [11.46551724 23.53448276],0
r4,1,0.760853,0.092635,[22  1] ; [34  1],[22.20689655  0.79310345] ; [33.79310345  1.20689655],0
d2,1,0.79003,0.0709,[13 10] ; [18 16],[12.50877193 10.49122807] ; [18.49122807 15.50877193],0
r2,1,0.818199,0.052836,[22  1] ; [33  2],[21.81034483  1.18965517] ; [33.18965517  1.81034483],0
b3,1,0.869635,0.026936,[7 8] ; [11 14],[6.75 8.25] ; [11.25 13.75],0
b2,1,0.869635,0.026936,[7 8] ; [11 14],[6.75 8.25] ; [11.25 13.75],0
d1,1,0.878787,0.023259,[16  7] ; [25 10],[16.25862069  6.74137931] ; [24.74137931 10.25862069],0
d4,1,0.885255,0.020826,[20  3] ; [30  4],[20.1754386  2.8245614] ; [29.8245614  4.1754386],0
b1,1,0.962732,0.002183,[10 13] ; [15 20],[ 9.9137931 13.0862069] ; [15.0862069 19.9137931],0
