Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.035695,4.411614,[373  44] ; [3 2],[371.5450237  45.4549763] ; [4.4549763 0.5450237],0
p11,1,0.040978,4.176915,[334  93] ; [2 3],[332.11111111  94.88888889] ; [3.88888889 1.11111111],0
b5,1,0.059564,3.549481,[262 165] ; [1 4],[259.95601852 167.04398148] ; [3.04398148 1.95601852],0
a3,1,0.065071,3.403187,[322 103] ; [2 3],[320.23255814 104.76744186] ; [3.76744186 1.23255814],0
b1,1,0.066666,3.363269,[169 258] ; [4 1],[170.99768519 256.00231481] ; [2.00231481 2.99768519],0
d4,1,0.072615,3.222904,[369  54] ; [3 2],[367.65420561  55.34579439] ; [4.34579439 0.65420561],0
p10,1,0.079263,3.079951,[365  55] ; [3 2],[363.67058824  56.32941176] ; [4.32941176 0.67058824],0
d3,1,0.120236,2.414241,[303 120] ; [2 3],[301.43691589 121.56308411] ; [3.56308411 1.43691589],0
p2,1,0.14414,2.1332,[356  67] ; [3 2],[354.80607477  68.19392523] ; [4.19392523 0.80607477],0
d5,1,0.150464,2.067537,[355  68] ; [3 2],[353.81775701  69.18224299] ; [4.18224299 0.81775701],0
u3,1,0.177515,1.818308,[72 31] ; [1 2],[70.93396226 32.06603774] ; [2.06603774 0.93396226],0
a4,1,0.196181,1.67058,[209 217] ; [1 4],[207.5638051 218.4361949] ; [2.4361949 2.5638051],0
p7,1,0.19827,1.655073,[275 134] ; [2 3],[273.65458937 135.34541063] ; [3.34541063 1.65458937],0
a6,1,0.234355,1.414231,[277 146] ; [2 3],[275.74065421 147.25934579] ; [3.25934579 1.74065421],0
d1,1,0.24252,1.365884,[278 149] ; [2 3],[276.75925926 150.24074074] ; [3.24074074 1.75925926],0
s8,1,0.288919,1.124651,[268 157] ; [2 3],[266.86046512 158.13953488] ; [3.13953488 1.86046512],0
s5,1,0.326827,0.961428,[202 205] ; [1 3],[201.0243309 205.9756691] ; [1.9756691 2.0243309],0
v2,1,0.336347,0.924306,[239 168] ; [4 1],[240.05097087 166.94902913] ; [2.94902913 2.05097087],0
b4,1,0.337486,0.91996,[251 176] ; [4 1],[252.04861111 174.95138889] ; [2.95138889 2.04861111],0
s7,1,0.369436,0.80556,[288 120] ; [2 2],[287.18446602 120.81553398] ; [2.81553398 1.18446602],0
v1,1,0.379802,0.771344,[246 168] ; [2 3],[245.04057279 168.95942721] ; [2.95942721 2.04057279],0
s6,1,0.424425,0.638031,[369  50] ; [3 1],[368.4822695  50.5177305] ; [3.5177305 0.4822695],0
v3,1,0.47341,0.514007,[179 228] ; [3 2],[179.79126214 227.20873786] ; [2.20873786 2.79126214],0
p8,1,0.541492,0.372781,[225 194] ; [2 3],[224.32311321 194.67688679] ; [2.67688679 2.32311321],0
s3,1,0.588865,0.29212,[372  51] ; [4 1],[371.60747664  51.39252336] ; [4.39252336 0.60747664],0
n6,1,0.618733,0.247652,[369  53] ; [4 1],[368.6323185  53.3676815] ; [4.3676815 0.6323185],0
r1,1,0.654635,0.200107,[369  56] ; [4 1],[368.6627907  56.3372093] ; [4.3372093 0.6627907],0
a2,1,0.680545,0.169514,[121 306] ; [1 4],[120.58796296 306.41203704] ; [1.41203704 3.58796296],0
d2,1,0.765336,0.089091,[226 198] ; [3 2],[226.33100233 197.66899767] ; [2.66899767 2.33100233],0
p3,1,0.76587,0.088674,[225 197] ; [3 2],[225.33021077 196.66978923] ; [2.66978923 2.33021077],0
a7,1,0.779936,0.078066,[316 108] ; [4 1],[316.27039627 107.72960373] ; [3.72960373 1.27039627],0
p4,1,0.791884,0.069625,[277 145] ; [3 2],[276.72131148 145.27868852] ; [3.27868852 1.72131148],0
a8,1,0.827544,0.04746,[ 64 327] ; [1 4],[ 64.17929293 326.82070707] ; [0.82070707 4.17929293],0
a5,1,0.855322,0.033245,[326 100] ; [4 1],[326.17169374  99.82830626] ; [3.82830626 1.17169374],0
s4,1,0.86303,0.029763,[ 98 323] ; [1 4],[ 97.83802817 323.16197183] ; [1.16197183 3.83802817],0
u2,1,0.873206,0.025468,[64 39] ; [2 1],[64.13207547 38.86792453] ; [1.86792453 1.13207547],0
p6,1,0.873864,0.025202,[182 236] ; [2 3],[181.8250591 236.1749409] ; [2.1749409 2.8250591],0
n5,1,0.936875,0.006272,[333  91] ; [4 1],[333.07226107  90.92773893] ; [3.92773893 1.07226107],0
n4,1,0.979313,0.000672,[338  87] ; [4 1],[338.02325581  86.97674419] ; [3.97674419 1.02325581],0
