Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.657428,[123  25] ; [91 67],[103.50326797  44.49673203] ; [110.49673203  47.50326797],1
p8,1,8.1e-05,15.527172,[106  43] ; [77 80],[89.10784314 59.89215686] ; [93.89215686 63.10784314],1
s8,1,0.000199,13.83951,[81 68] ; [ 53 106],[64.82467532 84.17532468] ; [69.17532468 89.82467532],1
s5,1,0.000347,12.796916,[62 80] ; [ 37 117],[47.49324324 94.50675676] ; [ 51.50675676 102.49324324],1
s6,1,0.000614,11.731609,[119  27] ; [101  57],[105.65789474  40.34210526] ; [114.34210526  43.65789474],1
a4,1,0.00273,8.979759,[83 65] ; [62 97],[69.90228013 78.09771987] ; [75.09771987 83.90228013],0
d1,1,0.002923,8.854927,[99 50] ; [79 80],[86.11038961 62.88961039] ; [91.88961039 67.11038961],0
s2,1,0.004771,7.964089,[90 59] ; [70 88],[77.65472313 71.34527687] ; [82.34527687 75.65472313],0
b2,1,0.006243,7.478693,[42 57] ; [23 73],[33. 66.] ; [32. 64.],0
b3,1,0.006243,7.478693,[42 57] ; [23 73],[33. 66.] ; [32. 64.],0
s7,1,0.009999,6.635117,[82 60] ; [64 86],[71. 71.] ; [75. 75.],0
a2,1,0.01171,6.354199,[ 41 108] ; [ 25 134],[ 31.92857143 117.07142857] ; [ 34.07142857 124.92857143],0
d2,1,0.023223,5.151713,[83 66] ; [68 91],[73.0487013 75.9512987] ; [77.9512987 81.0487013],0
d3,1,0.024141,5.084442,[114  35] ; [103  56],[104.97727273  44.02272727] ; [112.02272727  46.97727273],0
s4,1,0.025878,4.964129,[ 40 105] ; [ 27 132],[ 31.95723684 113.04276316] ; [ 35.04276316 123.95723684],0
u1,1,0.026186,4.943725,[ 33 116] ; [ 20 139],[ 25.63961039 123.36038961] ; [ 27.36038961 131.63961039],0
n6,1,0.030768,4.665862,[133  16] ; [127  31],[126.18892508  22.81107492] ; [133.81107492  24.18892508],0
p5,1,0.033918,4.498857,[ 23 126] ; [ 12 144],[ 17.09836066 131.90163934] ; [ 17.90163934 138.09836066],0
v1,1,0.035885,4.402553,[78 69] ; [64 92],[68.89108911 78.10891089] ; [73.10891089 82.89108911],0
p3,1,0.03626,4.384848,[103  46] ; [91 67],[94.15635179 54.84364821] ; [99.84364821 58.15635179],0
d5,1,0.0431,4.091466,[127  22] ; [121  38],[119.97402597  29.02597403] ; [128.02597403  30.97402597],0
r1,1,0.045566,3.997565,[120  29] ; [111  46],[112.48039216  36.51960784] ; [118.51960784  38.48039216],0
p12,1,0.047362,3.932485,[ 11 138] ; [  4 155],[  7.25649351 141.74350649] ; [  7.74350649 151.25649351],0
p9,1,0.050517,3.824228,[132  17] ; [128  31],[125.77922078  23.22077922] ; [134.22077922  24.77922078],0
r2,1,0.053989,3.713054,[139   7] ; [141  17],[134.47368421  11.52631579] ; [145.52631579  12.47368421],0
