Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.208276,[259  94] ; [ 4 57],[224.24879227 128.75120773] ; [38.75120773 22.24879227],1
d5,1,0.0,54.452738,[314  39] ; [31 30],[294.16666667  58.83333333] ; [50.83333333 10.16666667],1
d3,1,0.0,51.874612,[279  74] ; [21 40],[255.79710145  97.20289855] ; [44.20289855 16.79710145],1
d2,1,0.000179,14.036886,[207 146] ; [20 41],[193.5531401 159.4468599] ; [33.4468599 27.5531401],1
a3,1,0.000215,13.695164,[295  56] ; [39 22],[284.54854369  66.45145631] ; [49.45145631 11.54854369],1
a4,1,0.000316,12.972266,[186 166] ; [17 44],[173.01694915 178.98305085] ; [29.98305085 31.01694915],1
u1,1,0.000338,12.849824,[ 99 254] ; [ 4 57],[ 87.8236715 265.1763285] ; [15.1763285 45.8236715],1
a2,1,0.00047,12.232106,[112 241] ; [ 6 55],[100.61352657 252.38647343] ; [17.38647343 43.61352657],1
v2,1,0.022807,5.183114,[213 129] ; [28 32],[205.02985075 136.97014925] ; [35.97014925 24.02985075],0
p3,1,0.035874,4.403083,[210 143] ; [27 33],[202.56900726 150.43099274] ; [34.43099274 25.56900726],0
n4,1,0.047222,3.937467,[300  52] ; [45 15],[294.75728155  57.24271845] ; [50.24271845  9.75728155],0
r3,1,0.058091,3.591061,[341  11] ; [56  5],[338.36319613  13.63680387] ; [58.63680387  2.36319613],0
u3,1,0.063204,3.451261,[44 14] ; [12 10],[40.6 17.4] ; [15.4  6.6],0
r1,1,0.080573,3.053309,[302  51] ; [46 14],[297.44309927  55.55690073] ; [50.55690073  9.44309927],0
u2,1,0.092873,2.823855,[40 17] ; [11 11],[36.79746835 20.20253165] ; [14.20253165  7.79746835],0
a5,1,0.09908,2.720284,[282  71] ; [43 18],[277.11352657  75.88647343] ; [47.88647343 13.11352657],0
p1,1,0.099238,2.717747,[ 33 318] ; [10 51],[ 36.63349515 314.36650485] ; [ 6.36650485 54.63349515],0
v1,1,0.106908,2.599339,[204 139] ; [29 31],[198.3101737 144.6898263] ; [34.6898263 25.3101737],0
b3,1,0.109937,2.555126,[109 138] ; [13 29],[104.26989619 142.73010381] ; [17.73010381 24.26989619],0
b2,1,0.109937,2.555126,[109 138] ; [13 29],[104.26989619 142.73010381] ; [17.73010381 24.26989619],0
a7,1,0.114874,2.485857,[255  98] ; [38 23],[249.82850242 103.17149758] ; [43.17149758 17.82850242],0
a1,1,0.132357,2.264637,[ 23 330] ; [ 1 60],[ 20.46376812 332.53623188] ; [ 3.53623188 57.46376812],0
n3,1,0.15117,2.060402,[47 26] ; [17  4],[49.70212766 23.29787234] ; [14.29787234  6.70212766],0
p12,1,0.153178,2.040313,[ 38 312] ; [ 3 58],[ 34.91484185 315.08515815] ; [ 6.08515815 54.91484185],0
v3,1,0.157945,1.993792,[161 178] ; [23 38],[155.94 183.06] ; [28.06 32.94],0
p4,1,0.196045,1.671592,[243 109] ; [37 24],[238.6440678 113.3559322] ; [41.3559322 19.6440678],0
s3,1,0.20584,1.600445,[266  84] ; [41 19],[262.07317073  87.92682927] ; [44.92682927 15.07317073],0
p9,1,0.238509,1.389386,[315  34] ; [52  9],[312.39756098  36.60243902] ; [54.60243902  6.39756098],0
s2,1,0.239005,1.386455,[262  90] ; [41 20],[258.24697337  93.75302663] ; [44.75302663 16.24697337],0
b4,1,0.259777,1.269947,[201 152] ; [30 31],[196.96376812 156.03623188] ; [34.03623188 26.96376812],0
p10,1,0.318539,0.994934,[298  52] ; [54  6],[300.48780488  49.51219512] ; [51.51219512  8.48780488],0
u4,1,0.328805,0.953598,[ 15 338] ; [ 1 60],[ 13.64251208 339.35748792] ; [ 2.35748792 58.64251208],0
s8,1,0.372204,0.796294,[250 101] ; [40 21],[247.0631068 103.9368932] ; [42.9368932 18.0631068],0
s1,1,0.420659,0.648473,[ 15 334] ; [ 4 56],[ 16.21271394 332.78728606] ; [ 2.78728606 57.21271394],0
p11,1,0.426111,0.633399,[282  71] ; [46 15],[279.67149758  73.32850242] ; [48.32850242 12.67149758],0
n2,1,0.442792,0.589037,[57 16] ; [18  3],[58.24468085 14.75531915] ; [16.75531915  4.24468085],0
b5,1,0.480464,0.49781,[208 145] ; [33 28],[205.49033816 147.50966184] ; [35.50966184 25.49033816],0
p6,1,0.490595,0.475222,[164 182] ; [26 35],[161.52334152 184.47665848] ; [28.47665848 32.52334152],0
s4,1,0.504727,0.444984,[ 73 278] ; [15 46],[ 74.97087379 276.02912621] ; [13.02912621 47.97087379],0
a8,1,0.562357,0.335639,[ 54 261] ; [ 8 49],[ 52.5 262.5] ; [ 9.5 47.5],0
s6,1,0.575588,0.313421,[295  54] ; [49 11],[293.53545232  55.46454768] ; [50.46454768  9.53545232],0
s5,1,0.659908,0.193635,[153 182] ; [26 35],[151.42676768 183.57323232] ; [27.57323232 33.42676768],0
n5,1,0.663697,0.189064,[285  67] ; [50 10],[286.21359223  65.78640777] ; [48.78640777 11.21359223],0
