Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.477144,[ 9 25] ; [58  9],[22.55445545 11.44554455] ; [44.44554455 22.55445545],1
b1,1,0.002049,9.50553,[ 6 28] ; [33 34],[13.12871287 20.87128713] ; [25.87128713 41.12871287],0
n6,1,0.016077,5.79438,[24 10] ; [60  7],[28.27722772  5.72277228] ; [55.72277228 11.27722772],0
a2,1,0.017858,5.610042,[ 2 32] ; [17 50],[ 6.3960396 27.6039604] ; [12.6039604 54.3960396],0
d4,1,0.033645,4.512672,[32  2] ; [51 15],[28.22  5.78] ; [54.78 11.22],0
v1,1,0.044824,4.025259,[12 20] ; [39 27],[16.65306122 15.34693878] ; [34.34693878 31.65306122],0
n2,1,0.047437,3.929825,[6 3] ; [18  1],[7.71428571 1.28571429] ; [16.28571429  2.71428571],0
a3,1,0.055511,3.666667,[20 13] ; [52 14],[24.  9.] ; [48. 18.],0
p12,1,0.064513,3.417398,[ 1 33] ; [10 56],[ 3.74 30.26] ; [ 7.26 58.74],0
d2,1,0.066845,3.358848,[13 21] ; [38 28],[17.34 16.66] ; [33.66 32.34],0
p1,1,0.07044,3.272727,[ 1 32] ; [10 56],[ 3.66666667 29.33333333] ; [ 7.33333333 58.66666667],0
a5,1,0.072242,3.231324,[20 14] ; [51 16],[23.9009901 10.0990099] ; [47.0990099 19.9009901],0
b4,1,0.099303,2.716696,[25  9] ; [38 29],[21.20792079 12.79207921] ; [41.79207921 25.20792079],0
a4,1,0.103054,2.657633,[10 24] ; [31 36],[13.8019802 20.1980198] ; [27.1980198 39.8019802],0
a6,1,0.111591,2.531546,[16 18] ; [42 24],[19.72 14.28] ; [38.28 27.72],0
p7,1,0.125202,2.351009,[14 18] ; [38 25],[17.51578947 14.48421053] ; [34.48421053 28.51578947],0
d5,1,0.127677,2.320526,[29  5] ; [48 19],[25.92079208  8.07920792] ; [51.07920792 15.92079208],0
r3,1,0.128625,2.30902,[33  1] ; [58  8],[30.94  3.06] ; [60.06  5.94],0
a8,1,0.14433,2.13118,[ 2 27] ; [11 48],[ 4.28409091 24.71590909] ; [ 8.71590909 50.28409091],0
p11,1,0.166068,1.918081,[22 12] ; [52 15],[24.91089109  9.08910891] ; [49.08910891 17.91089109],0
r1,1,0.185734,1.751138,[24 10] ; [55 12],[26.59405941  7.40594059] ; [52.40594059 14.59405941],0
v3,1,0.195346,1.676835,[ 7 26] ; [22 43],[ 9.76530612 23.23469388] ; [19.23469388 45.76530612],0
a1,1,0.201162,1.633916,[ 3 31] ; [ 2 65],[ 1.68316832 32.31683168] ; [ 3.31683168 63.68316832],0
s7,1,0.20148,1.631614,[15 19] ; [38 28],[18.02 15.98] ; [34.98 31.02],0
s8,1,0.205298,1.604278,[14 20] ; [36 30],[17. 17.] ; [33. 33.],0
p6,1,0.231468,1.431818,[ 5 28] ; [17 49],[ 7.33333333 25.66666667] ; [14.66666667 51.33333333],0
r4,1,0.307267,1.042388,[28  6] ; [60  7],[29.62376238  4.37623762] ; [58.37623762  8.62376238],0
n1,1,0.350045,0.873294,[4 5] ; [12  7],[5.14285714 3.85714286] ; [10.85714286  8.14285714],0
u1,1,0.424082,0.638976,[ 4 30] ; [12 55],[ 5.38613861 28.61386139] ; [10.61386139 56.38613861],0
d1,1,0.440464,0.595074,[15 19] ; [35 32],[16.83168317 17.16831683] ; [33.16831683 33.83168317],0
p10,1,0.456668,0.554048,[25  8] ; [55 12],[26.4  6.6] ; [53.6 13.4],0
a7,1,0.489669,0.477253,[23 11] ; [40 26],[21.42 12.58] ; [41.58 24.42],0
p3,1,0.502434,0.449792,[ 8 26] ; [20 47],[ 9.42574257 24.57425743] ; [18.57425743 48.42574257],0
n3,1,0.508332,0.4375,[5 3] ; [15  5],[5.71428571 2.28571429] ; [14.28571429  5.71428571],0
v4,1,0.536485,0.382094,[29  3] ; [63  4],[29.73737374  2.26262626] ; [62.26262626  4.73737374],0
s6,1,0.550933,0.355649,[26  8] ; [53 12],[27.13131313  6.86868687] ; [51.86868687 13.13131313],0
u3,1,0.588439,0.292788,[7 7] ; [9 6],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
u2,1,0.59737,0.27898,[6 8] ; [ 5 10],[5.31034483 8.68965517] ; [5.68965517 9.31034483],0
s4,1,0.606576,0.265191,[10 24] ; [16 49],[ 8.92929293 25.07070707] ; [17.07070707 47.92929293],0
p5,1,0.615876,0.251706,[ 2 31] ; [ 6 61],[ 2.64 30.36] ; [ 5.36 61.64],0
p9,1,0.658739,0.195059,[28  5] ; [52 12],[27.21649485  5.78350515] ; [52.78350515 11.21649485],0
p8,1,0.683754,0.165931,[12 21] ; [26 38],[12.92783505 20.07216495] ; [25.07216495 38.92783505],0
s2,1,0.698456,0.150083,[21 13] ; [44 23],[21.88118812 12.11881188] ; [43.11881188 23.88118812],0
s1,1,0.708299,0.139982,[ 1 33] ; [ 3 64],[ 1.34653465 32.65346535] ; [ 2.65346535 64.34653465],0
b3,1,0.738188,0.111725,[ 7 11] ; [20 26],[ 7.59375 10.40625] ; [19.40625 26.59375],0
b2,1,0.738188,0.111725,[ 7 11] ; [20 26],[ 7.59375 10.40625] ; [19.40625 26.59375],0
b5,1,0.827675,0.047386,[18 16] ; [37 30],[18.51485149 15.48514851] ; [36.48514851 30.51485149],0
d3,1,0.834783,0.043502,[18 16] ; [34 33],[17.5049505 16.4950495] ; [34.4950495 32.5049505],0
p2,1,0.838639,0.041467,[24  9] ; [50 17],[24.42  8.58] ; [49.58 17.42],0
s3,1,0.9185,0.01047,[22 11] ; [44 21],[22.2244898 10.7755102] ; [43.7755102 21.2244898],0
v2,1,0.978677,0.000714,[18 16] ; [33 29],[18.0625 15.9375] ; [32.9375 29.0625],0
r2,1,1.0,0.0,[32  1] ; [64  2],[32.  1.] ; [64.  2.],0
