Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.013486,6.104239,[25 26] ; [ 4 18],[20.26027397 30.73972603] ; [ 8.73972603 13.26027397],0
s5,1,0.028682,4.786584,[18 38] ; [12  8],[22.10526316 33.89473684] ; [ 7.89473684 12.10526316],0
n5,1,0.036039,4.395243,[41 17] ; [10 12],[36.975 21.025] ; [14.025  7.975],0
a6,1,0.113519,2.504535,[34 22] ; [ 9 13],[30.87179487 25.12820513] ; [12.12820513  9.87179487],0
p8,1,0.11429,2.493871,[18 40] ; [ 3 19],[15.225 42.775] ; [ 5.775 16.225],0
n2,1,0.121315,2.400259,[15  2] ; [7 4],[13.35714286  3.64285714] ; [8.64285714 2.35714286],0
u2,1,0.126156,2.339181,[13  6] ; [2 4],[11.4  7.6] ; [3.6 2.4],0
p1,1,0.133007,2.257053,[ 4 54] ; [ 4 18],[ 5.8 52.2] ; [ 2.2 19.8],0
a2,1,0.172813,1.858372,[13 45] ; [ 2 20],[10.875 47.125] ; [ 4.125 17.875],0
b3,1,0.192288,1.7,[14 22] ; [ 3 12],[12. 24.] ; [ 5. 10.],0
b2,1,0.192288,1.7,[14 22] ; [ 3 12],[12. 24.] ; [ 5. 10.],0
p11,1,0.291539,1.112503,[39 19] ; [12 10],[36.975 21.025] ; [14.025  7.975],0
a8,1,0.297405,1.085795,[ 7 49] ; [ 1 21],[ 5.74358974 50.25641026] ; [ 2.25641026 19.74358974],0
d3,1,0.300107,1.073718,[31 25] ; [15  7],[33.02564103 22.97435897] ; [12.97435897  9.02564103],0
s6,1,0.317373,0.999743,[47 11] ; [19  2],[48.4556962  9.5443038] ; [17.5443038  3.4556962],0
b4,1,0.327522,0.95867,[36 22] ; [11 11],[34.075 23.925] ; [12.925  9.075],0
d5,1,0.344335,0.894223,[40 16] ; [18  4],[41.64102564 14.35897436] ; [16.35897436  5.64102564],0
s1,1,0.358985,0.84144,[ 6 51] ; [ 4 18],[ 7.21518987 49.78481013] ; [ 2.78481013 19.21518987],0
p7,1,0.383826,0.758413,[26 29] ; [ 8 14],[24.28571429 30.71428571] ; [ 9.71428571 12.28571429],0
p9,1,0.418251,0.655224,[41 17] ; [16  4],[42.38461538 15.61538462] ; [14.61538462  5.38461538],0
a4,1,0.437049,0.604018,[26 32] ; [12 10],[27.55 30.45] ; [10.45 11.55],0
p12,1,0.440466,0.595069,[ 6 52] ; [ 1 20],[ 5.13924051 52.86075949] ; [ 1.86075949 19.13924051],0
n1,1,0.483522,0.490909,[8 8] ; [4 7],[7.11111111 8.88888889] ; [4.88888889 6.11111111],0
n4,1,0.494953,0.465741,[39 19] ; [13  9],[37.7 20.3] ; [14.3  7.7],0
r3,1,0.51795,0.417973,[55  3] ; [20  2],[54.375  3.625] ; [20.625  1.375],0
s7,1,0.523113,0.407751,[32 23] ; [12  6],[33.15068493 21.84931507] ; [10.84931507  7.15068493],0
n6,1,0.528158,0.397935,[40 17] ; [17  5],[41.12658228 15.87341772] ; [15.87341772  6.12658228],0
a1,1,0.536629,0.381824,[ 5 53] ; [ 1 21],[ 4.35 53.65] ; [ 1.65 20.35],0
r2,1,0.536629,0.381824,[53  5] ; [21  1],[53.65  4.35] ; [20.35  1.65],0
a7,1,0.539657,0.376176,[36 22] ; [12 10],[34.8 23.2] ; [13.2  8.8],0
a5,1,0.543366,0.369336,[41 17] ; [14  8],[39.875 18.125] ; [15.125  6.875],0
s3,1,0.554689,0.348983,[46 11] ; [19  3],[46.89873418 10.10126582] ; [18.10126582  3.89873418],0
v2,1,0.588669,0.292428,[32 22] ; [11 10],[30.96 23.04] ; [12.04  8.96],0
p3,1,0.630392,0.23153,[20 37] ; [ 9 13],[20.92405063 36.07594937] ; [ 8.07594937 13.92405063],0
a3,1,0.636442,0.223425,[39 19] ; [16  6],[39.875 18.125] ; [15.125  6.875],0
p4,1,0.641225,0.217143,[24 33] ; [ 8 14],[23.08860759 33.91139241] ; [ 8.91139241 13.08860759],0
n3,1,0.65714,0.197017,[11  6] ; [8 3],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
p6,1,0.709108,0.139169,[18 39] ; [ 6 16],[17.3164557 39.6835443] ; [ 6.6835443 15.3164557],0
b5,1,0.760763,0.092708,[39 19] ; [14  8],[38.425 19.575] ; [14.575  7.425],0
r1,1,0.772484,0.083595,[44 14] ; [16  6],[43.5 14.5] ; [16.5  5.5],0
b1,1,0.78272,0.076052,[27 31] ; [11 11],[27.55 30.45] ; [10.45 11.55],0
p10,1,0.846113,0.037667,[40 18] ; [14  7],[39.64556962 18.35443038] ; [14.35443038  6.64556962],0
s8,1,0.878548,0.023351,[30 27] ; [12 10],[30.30379747 26.69620253] ; [11.69620253 10.30379747],0
d2,1,0.887092,0.02016,[29 27] ; [11 11],[28.71794872 27.28205128] ; [11.28205128 10.71794872],0
d4,1,0.900509,0.01563,[44 12] ; [17  5],[43.79487179 12.20512821] ; [17.20512821  4.79487179],0
u3,1,0.935989,0.00645,[13  6] ; [4 2],[12.92  6.08] ; [4.08 1.92],0
u1,1,0.936087,0.00643,[11 47] ; [ 4 18],[10.875 47.125] ; [ 4.125 17.875],0
v4,1,0.947012,0.004417,[53  5] ; [20  2],[52.925  5.075] ; [20.075  1.925],0
d1,1,0.959859,0.002533,[32 26] ; [12 10],[31.9 26.1] ; [12.1  9.9],0
r4,1,0.985497,0.00033,[50  8] ; [19  3],[50.025  7.975] ; [18.975  3.025],0
v1,1,0.989535,0.000172,[33 23] ; [13  9],[33.02564103 22.97435897] ; [12.97435897  9.02564103],0
