Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.254503,[80 11] ; [11 21],[67.32520325 23.67479675] ; [23.67479675  8.32520325],1
n6,1,0.000214,13.703895,[83  9] ; [19 12],[76.29268293 15.70731707] ; [25.70731707  5.29268293],1
d2,1,0.001048,10.740533,[51 41] ; [ 7 25],[43.03225806 48.96774194] ; [14.96774194 17.03225806],0
a5,1,0.003372,8.594196,[69 23] ; [15 17],[62.32258065 29.67741935] ; [21.67741935 10.32258065],0
d1,1,0.004341,8.135468,[61 31] ; [12 20],[54.16129032 37.83870968] ; [18.83870968 13.16129032],0
p4,1,0.004458,8.086957,[75 17] ; [18 14],[69. 23.] ; [24.  8.],0
u2,1,0.007838,7.070216,[11 22] ; [13  5],[15.52941176 17.47058824] ; [8.47058824 9.52941176],0
r1,1,0.008259,6.976425,[75 16] ; [19 13],[69.54471545 21.45528455] ; [24.45528455  7.54471545],0
v1,1,0.009799,6.67099,[56 34] ; [11 20],[49.83471074 40.16528926] ; [17.16528926 13.83471074],0
a2,1,0.017577,5.637806,[24 68] ; [ 2 30],[19.29032258 72.70967742] ; [ 6.70967742 25.29032258],0
p9,1,0.019586,5.448393,[82 10] ; [23  9],[77.90322581 14.09677419] ; [27.09677419  4.90322581],0
a4,1,0.036138,4.390572,[48 43] ; [10 22],[42.91056911 48.08943089] ; [15.08943089 16.91056911],0
d5,1,0.038399,4.287278,[78 14] ; [21 10],[74.04878049 17.95121951] ; [24.95121951  6.04878049],0
a3,1,0.043579,4.072802,[59 33] ; [14 18],[54.16129032 37.83870968] ; [18.83870968 13.16129032],0
p3,1,0.047083,3.942436,[56 36] ; [13 19],[51.19354839 40.80645161] ; [17.80645161 14.19354839],0
p2,1,0.048917,3.878194,[84  8] ; [25  7],[80.87096774 11.12903226] ; [28.12903226  3.87096774],0
p10,1,0.05508,3.679653,[76 14] ; [22 10],[72.29508197 17.70491803] ; [25.70491803  6.29508197],0
p1,1,0.055418,3.669472,[15 77] ; [ 1 31],[11.87096774 80.12903226] ; [ 4.12903226 27.87096774],0
v3,1,0.059101,3.562439,[30 58] ; [ 5 26],[25.88235294 62.11764706] ; [ 9.11764706 21.88235294],0
r4,1,0.068225,3.325229,[87  5] ; [27  5],[84.58064516  7.41935484] ; [29.41935484  2.58064516],0
b4,1,0.079392,3.077311,[62 30] ; [16 16],[57.87096774 34.12903226] ; [20.12903226 11.87096774],0
u1,1,0.098099,2.736188,[17 75] ; [ 2 30],[14.09677419 77.90322581] ; [ 4.90322581 27.09677419],0
s2,1,0.108887,2.570298,[28 62] ; [15 17],[31.72131148 58.27868852] ; [11.27868852 20.72131148],0
r2,1,0.11804,2.44313,[85  4] ; [28  4],[83.11570248  5.88429752] ; [29.88429752  2.11570248],0
b5,1,0.12306,2.377937,[55 37] ; [24  8],[58.61290323 33.38709677] ; [20.38709677 11.61290323],0
n3,1,0.143687,2.138024,[11  2] ; [7 5],[9.36 3.64] ; [8.64 3.36],0
d4,1,0.144879,2.125353,[77 15] ; [23  9],[74.19354839 17.80645161] ; [25.80645161  6.19354839],0
a1,1,0.165032,1.927506,[ 3 89] ; [ 3 29],[ 4.4516129 87.5483871] ; [ 1.5483871 30.4516129],0
p11,1,0.170082,1.882224,[81 11] ; [25  7],[78.64516129 13.35483871] ; [27.35483871  4.64516129],0
s4,1,0.212704,1.552924,[11 76] ; [ 7 25],[13.15966387 73.84033613] ; [ 4.84033613 27.15966387],0
b1,1,0.246313,1.344097,[38 54] ; [17 15],[40.80645161 51.19354839] ; [14.19354839 17.80645161],0
s8,1,0.34402,0.895394,[29 63] ; [ 7 24],[26.92682927 65.07317073] ; [ 9.07317073 21.92682927],0
u3,1,0.422536,0.643251,[14 18] ; [10  8],[15.36 16.64] ; [8.64 9.36],0
p8,1,0.439516,0.597545,[67 25] ; [21 11],[65.29032258 26.70967742] ; [22.70967742  9.29032258],0
v4,1,0.443873,0.58625,[86  5] ; [29  3],[85.08130081  5.91869919] ; [29.91869919  2.08130081],0
