Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,100.167003,[253   5] ; [23 21],[235.78807947  22.21192053] ; [40.21192053  3.78807947],1
r2,1,0.0,58.66924,[250   7] ; [29 16],[237.42715232  19.57284768] ; [41.57284768  3.42715232],1
v4,1,0.0,54.07659,[254   4] ; [32 13],[243.52475248  14.47524752] ; [42.47524752  2.52475248],1
r1,1,0.0,48.825178,[206  53] ; [13 32],[186.58223684  72.41776316] ; [32.41776316 12.58223684],1
s6,1,0.0,30.171429,[184  68] ; [14 31],[168.  84.] ; [30. 15.],1
n6,1,5.5e-05,16.260764,[227  32] ; [28 16],[217.97029703  41.02970297] ; [37.02970297  6.97029703],1
d1,1,0.000129,14.658187,[149 110] ; [12 33],[137.16776316 121.83223684] ; [23.83223684 21.16776316],1
s5,1,0.000274,13.240525,[ 98 152] ; [ 5 40],[ 87.28813559 162.71186441] ; [15.71186441 29.28813559],1
d5,1,0.000438,12.362805,[205  52] ; [25 20],[195.72847682  61.27152318] ; [34.27152318 10.72847682],1
n4,1,0.000472,12.221705,[202  57] ; [24 21],[192.54605263  66.45394737] ; [33.45394737 11.54605263],1
p11,1,0.000543,11.961876,[218  41] ; [28 17],[209.58552632  49.41447368] ; [36.41447368  8.58552632],1
s2,1,0.001302,10.339005,[141 116] ; [13 32],[131.05298013 125.94701987] ; [22.94701987 22.05298013],0
p6,1,0.002799,8.934104,[101 156] ; [ 7 37],[ 92.21262458 164.78737542] ; [15.78737542 28.21262458],0
p7,1,0.003205,8.686752,[163  90] ; [17 25],[154.37288136  98.62711864] ; [25.62711864 16.37288136],0
p9,1,0.004117,8.2314,[244  15] ; [36  8],[239.33993399  19.66006601] ; [40.66006601  3.33993399],0
s3,1,0.00421,8.190731,[153 104] ; [16 28],[144.29568106 112.70431894] ; [24.70431894 19.29568106],0
a7,1,0.008547,6.915199,[183  75] ; [23 22],[175.40594059  82.59405941] ; [30.59405941 14.40594059],0
a6,1,0.009496,6.727023,[173  86] ; [21 24],[165.28289474  93.71710526] ; [28.71710526 16.28289474],0
a2,1,0.019213,5.481987,[ 56 203] ; [ 3 42],[ 50.26644737 208.73355263] ; [ 8.73355263 36.26644737],0
p4,1,0.020408,5.376664,[162  96] ; [20 25],[154.97029703 103.02970297] ; [27.02970297 17.97029703],0
a5,1,0.021383,5.295316,[183  76] ; [24 21],[176.35855263  82.64144737] ; [30.64144737 14.35855263],0
d2,1,0.021869,5.256194,[116 142] ; [12 33],[108.99009901 149.00990099] ; [19.00990099 25.99009901],0
a4,1,0.029217,4.754809,[114 145] ; [12 33],[107.34868421 151.65131579] ; [18.65131579 26.34868421],0
d4,1,0.029641,4.729999,[209  49] ; [30 15],[203.5049505  54.4950495] ; [35.4950495  9.5049505],0
p3,1,0.036399,4.378302,[126 132] ; [14 30],[119.60264901 138.39735099] ; [20.39735099 23.60264901],0
s8,1,0.037118,4.344997,[118 141] ; [13 32],[111.60855263 147.39144737] ; [19.39144737 25.60855263],0
n3,1,0.037292,4.337028,[42 12] ; [10  9],[38.46575342 15.53424658] ; [13.53424658  5.46575342],0
p8,1,0.039324,4.246825,[146 112] ; [18 27],[139.64356436 118.35643564] ; [24.35643564 20.64356436],0
b5,1,0.050299,3.831471,[161  98] ; [21 24],[155.05921053 103.94078947] ; [26.94078947 18.05921053],0
d3,1,0.050835,3.813689,[174  84] ; [23 21],[168.29801325  89.70198675] ; [28.70198675 15.29801325],0
p2,1,0.055741,3.659767,[227  32] ; [33 10],[222.98013245  36.01986755] ; [37.01986755  5.98013245],0
u1,1,0.061016,3.509538,[ 38 221] ; [ 2 43],[ 34.07894737 224.92105263] ; [ 5.92105263 39.07894737],0
a3,1,0.09721,2.750736,[176  82] ; [25 20],[171.14851485  86.85148515] ; [29.85148515 15.14851485],0
a8,1,0.111185,2.537297,[ 31 209] ; [ 2 42],[ 27.88732394 212.11267606] ; [ 5.11267606 38.88732394],0
b1,1,0.139961,2.178388,[102 157] ; [23 22],[106.49671053 152.50328947] ; [18.50328947 26.49671053],0
v1,1,0.147744,2.09539,[110 143] ; [14 30],[105.62962963 147.37037037] ; [18.37037037 25.62962963],0
n5,1,0.185968,1.749278,[196  62] ; [30 15],[192.43564356  65.56435644] ; [33.56435644 11.43564356],0
u3,1,0.23221,1.427271,[49 33] ; [ 9 11],[46.62745098 35.37254902] ; [11.37254902  8.62745098],0
a1,1,0.235512,1.407256,[  8 251] ; [ 3 42],[  9.37171053 249.62828947] ; [ 1.62828947 43.37171053],0
s7,1,0.246056,1.345559,[122 125] ; [18 27],[118.42465753 128.57534247] ; [21.57534247 23.42465753],0
b3,1,0.406198,0.6899,[57 93] ; [ 8 19],[55.08474576 94.91525424] ; [ 9.91525424 17.08474576],0
b2,1,0.406198,0.6899,[57 93] ; [ 8 19],[55.08474576 94.91525424] ; [ 9.91525424 17.08474576],0
n1,1,0.481968,0.494406,[21 34] ; [ 9 10],[22.2972973 32.7027027] ; [ 7.7027027 11.2972973],0
s4,1,0.492186,0.471744,[ 57 198] ; [ 8 37],[ 55.25 199.75] ; [ 9.75 35.25],0
n2,1,0.494451,0.466826,[42 13] ; [13  6],[40.87837838 14.12162162] ; [14.12162162  4.87837838],0
b4,1,0.550449,0.356514,[143 116] ; [27 18],[144.83552632 114.16447368] ; [25.16447368 19.83552632],0
v3,1,0.63559,0.224556,[ 47 207] ; [ 7 38],[ 45.8729097 208.1270903] ; [ 8.1270903 36.8729097],0
p1,1,0.697406,0.151185,[ 24 235] ; [ 5 40],[ 24.70723684 234.29276316] ; [ 4.29276316 40.70723684],0
p5,1,0.717659,0.130746,[ 30 226] ; [ 6 38],[ 30.72 225.28] ; [ 5.28 38.72],0
u2,1,0.936137,0.00642,[50 32] ; [12  8],[49.84313725 32.15686275] ; [12.15686275  7.84313725],0
s1,1,0.96005,0.002509,[ 11 246] ; [ 2 43],[ 11.06291391 245.93708609] ; [ 1.93708609 43.06291391],0
