Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,36.298163,[62 83] ; [102  28],[86.47272727 58.52727273] ; [77.52727273 52.47272727],1
v1,1,0.0,33.476741,[65 79] ; [103  27],[88.2919708 55.7080292] ; [79.7080292 50.2919708],1
n5,1,0.010734,6.508813,[118  28] ; [119  11],[125.36956522  20.63043478] ; [111.63043478  18.36956522],0
p5,1,0.012199,6.281658,[ 22 123] ; [36 95],[ 30.47101449 114.52898551] ; [ 27.52898551 103.47101449],0
s5,1,0.012699,6.210624,[58 82] ; [72 55],[68.16479401 71.83520599] ; [61.83520599 65.16479401],0
n4,1,0.017875,5.608391,[118  28] ; [119  12],[124.91696751  21.08303249] ; [112.08303249  18.91696751],0
s4,1,0.020188,5.395586,[ 39 107] ; [ 20 111],[ 31.09747292 114.90252708] ; [ 27.90252708 103.09747292],0
p12,1,0.029905,4.714744,[ 12 134] ; [ 22 109],[ 17.92057762 128.07942238] ; [ 16.07942238 114.92057762],0
s8,1,0.030316,4.691279,[94 53] ; [98 31],[102.26086957  44.73913043] ; [89.73913043 39.26086957],0
p10,1,0.03727,4.338052,[123  23] ; [121  10],[128.60649819  17.39350181] ; [115.39350181  15.60649819],0
n6,1,0.038137,4.298917,[130  17] ; [123   6],[134.75  12.25] ; [118.25  10.75],0
d3,1,0.044953,4.020413,[105  42] ; [107  24],[112.10071942  34.89928058] ; [99.89928058 31.10071942],0
p8,1,0.049283,3.865682,[88 58] ; [93 37],[95.74637681 50.25362319] ; [85.25362319 44.74637681],0
r4,1,0.051939,3.77773,[131  16] ; [125   6],[135.36690647  11.63309353] ; [120.63309353  10.36690647],0
d5,1,0.055218,3.675487,[119  28] ; [116  14],[124.71119134  22.28880866] ; [110.28880866  19.71119134],0
s1,1,0.082384,3.017225,[  8 138] ; [  2 127],[  5.30909091 140.69090909] ; [  4.69090909 124.30909091],0
p7,1,0.096145,2.768353,[107  38] ; [106  23],[112.7189781  32.2810219] ; [100.2810219  28.7189781],0
d4,1,0.102113,2.672229,[121  26] ; [116  14],[125.77256318  21.22743682] ; [111.22743682  18.77256318],0
