Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.010909,6.48,[14  1] ; [1 2],[12.5  2.5] ; [2.5 0.5],0
p1,1,0.042522,4.114286,[ 2 13] ; [2 1],[ 3.33333333 11.66666667] ; [0.66666667 2.33333333],0
d3,1,0.179712,1.8,[11  4] ; [1 2],[10.  5.] ; [2. 1.],0
b1,1,0.396144,0.72,[6 9] ; [2 1],[6.66666667 8.33333333] ; [1.33333333 1.66666667],0
a2,1,0.396144,0.72,[ 2 13] ; [1 2],[ 2.5 12.5] ; [0.5 2.5],0
d5,1,0.396144,0.72,[13  2] ; [2 1],[12.5  2.5] ; [2.5 0.5],0
n6,1,0.432246,0.61678,[12  2] ; [2 1],[11.52941176  2.47058824] ; [2.47058824 0.52941176],0
p12,1,0.432246,0.61678,[ 2 12] ; [1 2],[ 2.47058824 11.52941176] ; [0.52941176 2.47058824],0
r3,1,0.61209,0.257143,[12  3] ; [2 1],[11.66666667  3.33333333] ; [2.33333333 0.66666667],0
a4,1,0.671373,0.18,[7 8] ; [1 2],[6.66666667 8.33333333] ; [1.33333333 1.66666667],0
b4,1,0.671373,0.18,[8 7] ; [2 1],[8.33333333 6.66666667] ; [1.66666667 1.33333333],0
s5,1,0.671373,0.18,[7 8] ; [1 2],[6.66666667 8.33333333] ; [1.33333333 1.66666667],0
b3,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
b2,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
v3,1,0.761001,0.092517,[8 6] ; [2 1],[8.23529412 5.76470588] ; [1.76470588 1.23529412],0
a3,1,0.813945,0.055385,[11  4] ; [2 1],[10.83333333  4.16666667] ; [2.16666667 0.83333333],0
p8,1,0.828812,0.046753,[9 6] ; [2 1],[9.16666667 5.83333333] ; [1.83333333 1.16666667],0
r4,1,0.828812,0.046753,[9 6] ; [2 1],[9.16666667 5.83333333] ; [1.83333333 1.16666667],0
s7,1,0.828812,0.046753,[6 9] ; [1 2],[5.83333333 9.16666667] ; [1.16666667 1.83333333],0
s8,1,0.828812,0.046753,[6 9] ; [1 2],[5.83333333 9.16666667] ; [1.16666667 1.83333333],0
p3,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
a6,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
a7,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
r1,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
n4,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
