Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.65336,[67 53] ; [88 16],[83.03571429 36.96428571] ; [71.96428571 32.03571429],1
s8,1,0.000502,12.107967,[24 95] ; [44 62],[35.96444444 83.03555556] ; [32.03555556 73.96444444],1
p8,1,0.001888,9.655247,[64 54] ; [78 27],[75.13901345 42.86098655] ; [66.86098655 38.13901345],0
s7,1,0.002561,9.096339,[29 84] ; [45 54],[39.44339623 73.55660377] ; [34.55660377 64.44339623],0
p9,1,0.011281,6.420575,[97 23] ; [98  8],[103.53982301  16.46017699] ; [91.46017699 14.53982301],0
s5,1,0.016419,5.757406,[24 93] ; [36 67],[31.90909091 85.09090909] ; [28.09090909 74.90909091],0
p3,1,0.017528,5.642753,[69 51] ; [77 29],[77.52212389 42.47787611] ; [68.47787611 37.52212389],0
s4,1,0.021486,5.286898,[  8 111] ; [17 86],[ 13.4009009 105.5990991] ; [11.5990991 91.4009009],0
v4,1,0.031015,4.652153,[110  10] ; [104   2],[113.62831858   6.37168142] ; [100.37168142   5.62831858],0
n4,1,0.038293,4.291941,[87 33] ; [89 17],[93.45132743 26.54867257] ; [82.54867257 23.45132743],0
b4,1,0.04127,4.164877,[62 58] ; [69 37],[69.55752212 50.44247788] ; [61.44247788 44.55752212],0
s2,1,0.044804,4.025986,[ 14 105] ; [23 83],[19.56888889 99.43111111] ; [17.43111111 88.56888889],0
n3,1,0.073158,3.210715,[14 12] ; [18  5],[16.97959184  9.02040816] ; [15.02040816  7.97959184],0
b3,1,0.079031,3.084713,[23 49] ; [32 37],[28.08510638 43.91489362] ; [26.91489362 42.08510638],0
b2,1,0.079031,3.084713,[23 49] ; [32 37],[28.08510638 43.91489362] ; [26.91489362 42.08510638],0
v3,1,0.16418,1.935293,[37 77] ; [44 62],[41.97272727 72.02727273] ; [39.02727273 66.97272727],0
p10,1,0.166013,1.91858,[97 23] ; [92 13],[100.8  19.2] ; [88.2 16.8],0
a6,1,0.179551,1.801338,[88 32] ; [69 37],[83.36283186 36.63716814] ; [73.63716814 32.36283186],0
a4,1,0.180056,1.797164,[50 69] ; [54 52],[55.00444444 63.99555556] ; [48.99555556 57.00444444],0
v1,1,0.191375,1.707,[65 52] ; [68 38],[69.78026906 47.21973094] ; [63.21973094 42.78026906],0
a2,1,0.193879,1.687895,[21 99] ; [26 80],[24.95575221 95.04424779] ; [22.04424779 83.95575221],0
r2,1,0.199142,1.648656,[105  14] ; [97  7],[107.79372197  11.20627803] ; [94.20627803  9.79372197],0
r4,1,0.204993,1.60644,[102  18] ; [96 10],[105.13274336  14.86725664] ; [92.86725664 13.13274336],0
a3,1,0.216652,1.526407,[74 46] ; [73 32],[78.4 41.6] ; [68.6 36.4],0
p12,1,0.254195,1.3001,[  4 116] ; [ 7 99],[  5.84070796 114.15929204] ; [  5.15929204 100.84070796],0
s6,1,0.307163,1.042833,[60 58] ; [60 44],[63.78378378 54.21621622] ; [56.21621622 47.78378378],0
n2,1,0.315041,1.009424,[18  7] ; [14 10],[16.32653061  8.67346939] ; [15.67346939  8.32653061],0
u3,1,0.319263,0.991962,[25 21] ; [21 11],[27.12820513 18.87179487] ; [18.87179487 13.12820513],0
p1,1,0.323483,0.974812,[  9 111] ; [12 94],[ 11.15044248 108.84955752] ; [ 9.84955752 96.15044248],0
a7,1,0.328251,0.955787,[86 34] ; [82 24],[89.20353982 30.79646018] ; [78.79646018 27.20353982],0
n6,1,0.336342,0.924323,[99 20] ; [93 13],[101.54666667  17.45333333] ; [90.45333333 15.54666667],0
p5,1,0.340485,0.908604,[ 14 106] ; [17 89],[ 16.46017699 103.53982301] ; [14.53982301 91.46017699],0
a1,1,0.368072,0.810164,[  3 117] ; [  5 101],[  4.24778761 115.75221239] ; [  3.75221239 102.24778761],0
b5,1,0.403578,0.697638,[67 53] ; [65 41],[70.08849558 49.91150442] ; [61.91150442 44.08849558],0
u2,1,0.404856,0.693857,[23 22] ; [20 13],[24.80769231 20.19230769] ; [18.19230769 14.80769231],0
p2,1,0.41592,0.661814,[102  18] ; [94 12],[104.07079646  15.92920354] ; [91.92920354 14.07079646],0
n1,1,0.423127,0.641615,[ 7 19] ; [ 9 15],[ 8.32 17.68] ; [ 7.68 16.32],0
p11,1,0.440487,0.595013,[96 24] ; [89 17],[98.2300885 21.7699115] ; [86.7699115 19.2300885],0
n5,1,0.516465,0.420946,[89 31] ; [81 23],[91.07142857 28.92857143] ; [78.92857143 25.07142857],0
u1,1,0.540406,0.374788,[ 20 100] ; [21 85],[21.7699115 98.2300885] ; [19.2300885 86.7699115],0
r3,1,0.579291,0.307383,[111   9] ; [100   6],[112.03539823   7.96460177] ; [98.96460177  7.03539823],0
d1,1,0.687125,0.162216,[67 53] ; [62 44],[68.49557522 51.50442478] ; [60.50442478 45.49557522],0
d4,1,0.711951,0.136336,[95 25] ; [86 20],[96.10619469 23.89380531] ; [84.89380531 21.10619469],0
d5,1,0.829615,0.046309,[102  18] ; [89 17],[101.4159292  18.5840708] ; [89.5840708 16.4159292],0
d2,1,0.840671,0.040415,[55 65] ; [50 56],[55.75221239 64.24778761] ; [49.24778761 56.75221239],0
a8,1,0.863995,0.029341,[12 93] ; [11 79],[12.38461538 92.61538462] ; [10.61538462 79.38461538],0
b1,1,0.881039,0.022396,[43 77] ; [39 67],[43.53982301 76.46017699] ; [38.46017699 67.53982301],0
d3,1,0.916364,0.011028,[83 37] ; [74 32],[83.36283186 36.63716814] ; [73.63716814 32.36283186],0
a5,1,0.934672,0.006719,[90 30] ; [80 26],[90.26548673 29.73451327] ; [79.73451327 26.26548673],0
r1,1,0.979738,0.000645,[93 27] ; [82 24],[92.92035398 27.07964602] ; [82.07964602 23.92035398],0
v2,1,1.0,0.0,[69 46] ; [63 42],[69. 46.] ; [63. 42.],0
