Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.861117,[ 5 37] ; [75 45],[20.74074074 21.25925926] ; [59.25925926 60.74074074],1
v4,1,2e-06,22.654749,[22 20] ; [105  15],[32.92592593  9.07407407] ; [94.07407407 25.92592593],1
p10,1,0.003479,8.5373,[18 23] ; [82 36],[25.78616352 15.21383648] ; [74.21383648 43.78616352],0
b1,1,0.00608,7.526533,[26 16] ; [45 75],[18.40740741 23.59259259] ; [52.59259259 67.40740741],0
u3,1,0.021541,5.282502,[ 3 19] ; [21 30],[ 7.23287671 14.76712329] ; [16.76712329 34.23287671],0
v3,1,0.027363,4.86775,[ 6 36] ; [38 81],[11.47826087 30.52173913] ; [32.52173913 86.47826087],0
s7,1,0.037713,4.317931,[ 5 34] ; [34 81],[ 9.87662338 29.12337662] ; [29.12337662 85.87662338],0
a8,1,0.038982,4.26163,[ 6 33] ; [  6 110],[ 3.01935484 35.98064516] ; [  8.98064516 107.01935484],0
d5,1,0.047134,3.940609,[21 21] ; [80 39],[26.34782609 15.65217391] ; [74.65217391 44.34782609],0
p9,1,0.061782,3.488887,[24 16] ; [89 29],[28.60759494 11.39240506] ; [84.39240506 33.60759494],0
p2,1,0.06674,3.361427,[23 19] ; [83 35],[27.825 14.175] ; [78.175 39.825],0
r3,1,0.073068,3.212728,[28 13] ; [98 22],[32.08695652  8.91304348] ; [93.91304348 26.08695652],0
s1,1,0.077378,3.119126,[ 3 39] ; [  2 118],[ 1.2962963 40.7037037] ; [  3.7037037 116.2962963],0
n6,1,0.11202,2.52549,[26 16] ; [89 30],[30. 12.] ; [85. 34.],0
a7,1,0.127914,2.317644,[19 23] ; [70 49],[23.2173913 18.7826087] ; [65.7826087 53.2173913],0
p11,1,0.12819,2.314286,[24 18] ; [84 36],[28. 14.] ; [80. 40.],0
s8,1,0.150584,2.066327,[ 6 36] ; [30 90],[ 9.33333333 32.66666667] ; [26.66666667 93.33333333],0
a2,1,0.159039,1.983338,[ 2 40] ; [ 15 105],[ 4.40740741 37.59259259] ; [ 12.59259259 107.40740741],0
p6,1,0.159718,1.976897,[ 6 34] ; [30 86],[ 9.23076923 30.76923077] ; [26.76923077 89.23076923],0
p3,1,0.203413,1.617698,[11 30] ; [45 74],[14.35 26.65] ; [41.65 77.35],0
p7,1,0.21161,1.560378,[17 25] ; [61 57],[20.475 21.525] ; [57.525 60.475],0
d1,1,0.217216,1.52267,[11 31] ; [44 76],[14.25925926 27.74074074] ; [40.74074074 79.25925926],0
s4,1,0.229465,1.444174,[ 8 34] ; [ 14 106],[ 5.7037037 36.2962963] ; [ 16.2962963 103.7037037],0
b5,1,0.267847,1.227738,[24 18] ; [80 40],[26.96296296 15.03703704] ; [77.03703704 42.96296296],0
a3,1,0.267999,1.22696,[20 22] ; [69 51],[23.07407407 18.92592593] ; [65.92592593 54.07407407],0
a6,1,0.302004,1.065326,[21 21] ; [71 49],[23.85185185 18.14814815] ; [68.14814815 51.85185185],0
p12,1,0.307158,1.042858,[ 3 39] ; [  4 114],[ 1.8375 40.1625] ; [  5.1625 112.8375],0
p8,1,0.355273,0.854535,[13 28] ; [47 71],[15.47169811 25.52830189] ; [44.52830189 73.47169811],0
p1,1,0.365817,0.817826,[ 2 40] ; [ 11 109],[ 3.37037037 38.62962963] ; [  9.62962963 110.37037037],0
v1,1,0.371358,0.799114,[12 30] ; [42 74],[14.35443038 27.64556962] ; [39.64556962 76.35443038],0
n4,1,0.41876,0.653792,[24 18] ; [77 43],[26.18518519 15.81481481] ; [74.81481481 45.18518519],0
d2,1,0.425752,0.634385,[13 29] ; [45 74],[15.13043478 26.86956522] ; [42.86956522 76.13043478],0
a4,1,0.426852,0.631373,[10 32] ; [36 83],[12. 30.] ; [34. 85.],0
n2,1,0.520181,0.413534,[11  8] ; [24 12],[12.09090909  6.90909091] ; [22.90909091 13.09090909],0
d4,1,0.539916,0.375696,[24 18] ; [75 45],[25.66666667 16.33333333] ; [73.33333333 46.66666667],0
n1,1,0.540567,0.374489,[ 6 13] ; [14 21],[ 7.03703704 11.96296296] ; [12.96296296 22.03703704],0
b2,1,0.57655,0.311845,[ 8 21] ; [23 46],[ 9.17346939 19.82653061] ; [21.82653061 47.17346939],0
b3,1,0.57655,0.311845,[ 8 21] ; [23 46],[ 9.17346939 19.82653061] ; [21.82653061 47.17346939],0
s3,1,0.584637,0.298798,[13 28] ; [43 75],[14.44025157 26.55974843] ; [41.55974843 76.44025157],0
b4,1,0.585988,0.296654,[20 22] ; [63 57],[21.51851852 20.48148148] ; [61.48148148 58.51851852],0
s6,1,0.597744,0.278411,[15 27] ; [48 71],[16.43478261 25.56521739] ; [46.56521739 72.43478261],0
d3,1,0.662818,0.190118,[19 23] ; [58 60],[20.2125 21.7875] ; [56.7875 61.2125],0
u2,1,0.665414,0.187013,[10 12] ; [20 30],[ 9.16666667 12.83333333] ; [20.83333333 29.16666667],0
v2,1,0.680567,0.169489,[15 26] ; [39 79],[13.9245283 27.0754717] ; [40.0754717 77.9245283],0
p4,1,0.757361,0.095449,[17 25] ; [51 67],[17.85 24.15] ; [50.15 67.85],0
u1,1,0.75873,0.09434,[ 1 41] ; [  4 116],[ 1.2962963 40.7037037] ; [  3.7037037 116.2962963],0
n5,1,0.763995,0.090143,[28 14] ; [83 37],[28.77777778 13.22222222] ; [82.22222222 37.77777778],0
p5,1,0.809786,0.057938,[ 2 39] ; [  7 112],[ 2.30625 38.69375] ; [  6.69375 112.30625],0
s2,1,0.86956,0.026967,[11 31] ; [33 87],[11.40740741 30.59259259] ; [32.59259259 87.40740741],0
a1,1,0.915918,0.011146,[ 3 39] ; [  8 112],[ 2.85185185 39.14814815] ; [  8.14814815 111.85185185],0
