Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00121,10.475129,[21 17] ; [10 37],[13.85882353 24.14117647] ; [17.14117647 29.85882353],0
s4,1,0.001833,9.709762,[15 23] ; [ 5 42],[ 8.94117647 29.05882353] ; [11.05882353 35.94117647],0
s5,1,0.006668,7.360303,[15 20] ; [ 7 38],[ 9.625 25.375] ; [12.375 32.625],0
s2,1,0.017501,5.645472,[31  7] ; [27 20],[25.92941176 12.07058824] ; [32.07058824 14.92941176],0
s6,1,0.028596,4.791784,[31  7] ; [28 19],[26.37647059 11.62352941] ; [32.62352941 14.37647059],0
u3,1,0.05375,3.720451,[11  1] ; [12  8],[8.625 3.375] ; [14.375  5.625],0
r2,1,0.063796,3.43585,[35  1] ; [40  7],[32.53012048  3.46987952] ; [42.46987952  4.53012048],0
d5,1,0.066956,3.356113,[29  8] ; [28 19],[25.10714286 11.89285714] ; [31.89285714 15.10714286],0
a1,1,0.091055,2.85563,[ 1 37] ; [ 6 41],[ 3.12941176 34.87058824] ; [ 3.87058824 43.12941176],0
n4,1,0.109039,2.568089,[22 16] ; [19 28],[18.32941176 19.67058824] ; [22.67058824 24.32941176],0
v1,1,0.116892,2.458479,[19 18] ; [15 29],[15.5308642 21.4691358] ; [18.4691358 25.5308642],0
u2,1,0.132529,2.262626,[10  1] ; [14  7],[8.25 2.75] ; [15.75  5.25],0
v2,1,0.141289,2.163866,[18 17] ; [15 28],[14.80769231 20.19230769] ; [18.19230769 24.80769231],0
b2,1,0.14924,2.08,[ 9 18] ; [ 4 21],[ 6.75 20.25] ; [ 6.25 18.75],0
b3,1,0.14924,2.08,[ 9 18] ; [ 4 21],[ 6.75 20.25] ; [ 6.25 18.75],0
d3,1,0.161264,1.962335,[26 11] ; [26 21],[22.9047619 14.0952381] ; [29.0952381 17.9047619],0
v4,1,0.1751,1.838729,[34  2] ; [40  7],[32.09638554  3.90361446] ; [41.90361446  5.09638554],0
a3,1,0.217827,1.51863,[26 12] ; [26 21],[23.24705882 14.75294118] ; [28.75294118 18.24705882],0
p9,1,0.24366,1.359292,[28  9] ; [30 17],[25.54761905 11.45238095] ; [32.45238095 14.54761905],0
r3,1,0.253911,1.301656,[35  2] ; [41  6],[33.47619048  3.52380952] ; [42.52380952  4.47619048],0
p1,1,0.287526,1.131169,[ 5 33] ; [ 3 44],[ 3.57647059 34.42352941] ; [ 4.42352941 42.57647059],0
p7,1,0.30024,1.073129,[22 13] ; [22 21],[19.74358974 15.25641026] ; [24.25641026 18.74358974],0
p10,1,0.309795,1.031551,[26 11] ; [28 19],[23.78571429 13.21428571] ; [30.21428571 16.78571429],0
d1,1,0.354674,0.856663,[20 18] ; [20 27],[17.88235294 20.11764706] ; [22.11764706 24.88235294],0
d2,1,0.412236,0.672344,[11 26] ; [18 29],[12.77380952 24.22619048] ; [16.22619048 30.77380952],0
p4,1,0.414965,0.664531,[14 24] ; [21 25],[15.83333333 22.16666667] ; [19.16666667 26.83333333],0
p12,1,0.416776,0.65939,[ 1 37] ; [ 3 44],[ 1.78823529 36.21176471] ; [ 2.21176471 44.78823529],0
u1,1,0.416776,0.65939,[ 1 37] ; [ 3 44],[ 1.78823529 36.21176471] ; [ 2.21176471 44.78823529],0
p11,1,0.432637,0.615733,[25 13] ; [27 20],[23.24705882 14.75294118] ; [28.75294118 18.24705882],0
