Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8e-06,19.978399,[9 2] ; [12 56],[2.92405063 8.07594937] ; [18.07594937 49.92405063],1
p6,1,0.000791,11.262381,[4 8] ; [ 3 68],[ 1.01204819 10.98795181] ; [ 5.98795181 65.01204819],1
p4,1,0.001245,10.42196,[7 5] ; [12 61],[2.68235294 9.31764706] ; [16.31764706 56.68235294],0
p9,1,0.003479,8.537549,[10  1] ; [30 39],[5.5 5.5] ; [34.5 34.5],0
p2,1,0.006596,7.37982,[10  2] ; [30 43],[5.64705882 6.35294118] ; [34.35294118 38.64705882],0
n6,1,0.021841,5.258413,[11  1] ; [41 31],[7.42857143 4.57142857] ; [44.57142857 27.42857143],0
v4,1,0.035026,4.443912,[10  2] ; [37 36],[6.63529412 5.36470588] ; [40.36470588 32.63529412],0
s2,1,0.037235,4.339635,[5 6] ; [13 60],[2.35714286 8.64285714] ; [15.64285714 57.35714286],0
u3,1,0.040685,4.189091,[3 1] ; [ 8 24],[1.22222222 2.77777778] ; [ 9.77777778 22.22222222],0
d4,1,0.067145,3.351459,[11  1] ; [47 25],[8.28571429 3.71428571] ; [49.71428571 22.28571429],0
v3,1,0.083112,3.002961,[5 7] ; [14 59],[2.68235294 9.31764706] ; [16.31764706 56.68235294],0
p10,1,0.121616,2.39638,[7 4] ; [28 44],[4.63855422 6.36144578] ; [30.36144578 41.63855422],0
d1,1,0.167961,1.901052,[8 4] ; [33 40],[5.78823529 6.21176471] ; [35.21176471 37.78823529],0
s6,1,0.177946,1.814694,[5 7] ; [17 56],[3.10588235 8.89411765] ; [18.89411765 54.10588235],0
p8,1,0.186701,1.743462,[3 9] ; [ 8 64],[ 1.57142857 10.42857143] ; [ 9.42857143 62.57142857],0
n3,1,0.188035,1.732943,[5 2] ; [15 19],[3.41463415 3.58536585] ; [16.58536585 17.41463415],0
s3,1,0.193931,1.687499,[5 6] ; [19 53],[3.18072289 7.81927711] ; [20.81927711 51.18072289],0
n2,1,0.214193,1.542857,[5 2] ; [16 19],[3.5 3.5] ; [17.5 17.5],0
p11,1,0.226696,1.461475,[7 5] ; [29 44],[5.08235294 6.91764706] ; [30.91764706 42.08235294],0
b1,1,0.229323,1.445056,[4 8] ; [38 35],[5.92941176 6.07058824] ; [36.07058824 36.92941176],0
b3,1,0.237507,1.395331,[2 6] ; [20 22],[3.52 4.48] ; [18.48 23.52],0
b2,1,0.237507,1.395331,[2 6] ; [20 22],[3.52 4.48] ; [18.48 23.52],0
r3,1,0.265355,1.240605,[8 4] ; [35 36],[6.21686747 5.78313253] ; [36.78313253 34.21686747],0
r1,1,0.314723,1.01075,[5 7] ; [20 53],[3.52941176 8.47058824] ; [21.47058824 51.52941176],0
n5,1,0.329193,0.952069,[9 3] ; [44 29],[7.48235294 4.51764706] ; [45.51764706 27.48235294],0
d2,1,0.345437,0.890148,[7 5] ; [31 40],[5.4939759 6.5060241] ; [32.5060241 38.4939759],0
a5,1,0.34652,0.88616,[8 4] ; [38 35],[6.49411765 5.50588235] ; [39.50588235 33.49411765],0
d3,1,0.34652,0.88616,[8 4] ; [38 35],[6.49411765 5.50588235] ; [39.50588235 33.49411765],0
r2,1,0.392643,0.730743,[5 6] ; [42 29],[6.30487805 4.69512195] ; [40.69512195 30.30487805],0
a4,1,0.411731,0.673797,[6 6] ; [27 45],[4.71428571 7.28571429] ; [28.28571429 43.71428571],0
d5,1,0.472224,0.516767,[9 3] ; [47 26],[7.90588235 4.09411765] ; [48.09411765 24.90588235],0
p3,1,0.485288,0.486957,[3 9] ; [12 60],[2.14285714 9.85714286] ; [12.85714286 59.14285714],0
p5,1,0.521975,0.40999,[ 1 11] ; [ 3 70],[ 0.56470588 11.43529412] ; [ 3.43529412 69.56470588],0
a3,1,0.527089,0.4,[8 4] ; [41 31],[7. 5.] ; [42. 30.],0
v2,1,0.552113,0.353546,[5 7] ; [23 47],[4.09756098 7.90243902] ; [23.90243902 46.09756098],0
n1,1,0.558185,0.342857,[3 4] ; [11 24],[2.33333333 4.66666667] ; [11.66666667 23.33333333],0
v1,1,0.578327,0.308947,[4 7] ; [20 51],[3.2195122 7.7804878] ; [20.7804878 50.2195122],0
s4,1,0.607847,0.263321,[ 1 11] ; [10 63],[ 1.55294118 10.44705882] ; [ 9.44705882 63.55294118],0
