Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,1.8e-05,18.385626,[14 27] ; [40 11],[24.06521739 16.93478261] ; [29.93478261 21.06521739],1
s6,1,0.001151,10.567077,[11 28] ; [32 19],[18.63333333 20.36666667] ; [24.36666667 26.63333333],0
r2,1,0.001542,10.028126,[25 15] ; [46  5],[31.20879121  8.79120879] ; [39.79120879 11.20879121],0
d3,1,0.002172,9.397951,[13 28] ; [32 18],[20.27472527 20.72527473] ; [24.72527473 25.27472527],0
r4,1,0.002791,8.939294,[18 23] ; [38 13],[24.95652174 16.04347826] ; [31.04347826 19.95652174],0
n4,1,0.003075,8.762193,[28 13] ; [19 32],[20.94565217 20.05434783] ; [26.05434783 24.94565217],0
d4,1,0.004506,8.067784,[20 20] ; [40 11],[26.37362637 13.62637363] ; [33.62637363 17.37362637],0
v4,1,0.015715,5.83453,[27 13] ; [45  6],[31.64835165  8.35164835] ; [40.35164835 10.64835165],0
r3,1,0.016061,5.796225,[24 17] ; [40  9],[29.15555556 11.84444444] ; [34.84444444 14.15555556],0
n5,1,0.022385,5.215593,[29 12] ; [24 27],[23.61956522 17.38043478] ; [29.38043478 21.61956522],0
d1,1,0.026214,4.941874,[ 8 33] ; [21 30],[12.92391304 28.07608696] ; [16.07608696 34.92391304],0
r1,1,0.049901,3.844777,[19 22] ; [34 17],[23.61956522 17.38043478] ; [29.38043478 21.61956522],0
n3,1,0.054122,3.708932,[ 7 11] ; [14  6],[9.94736842 8.05263158] ; [11.05263158  8.94736842],0
a6,1,0.054811,3.687818,[12 29] ; [25 26],[16.48913043 24.51086957] ; [20.51086957 30.48913043],0
u3,1,0.094322,2.799014,[11 18] ; [19 13],[14.26229508 14.73770492] ; [15.73770492 16.26229508],0
u2,1,0.14965,2.075813,[11 18] ; [17 13],[13.76271186 15.23728814] ; [14.23728814 15.76271186],0
p3,1,0.186809,1.742608,[10 31] ; [19 32],[12.92391304 28.07608696] ; [16.07608696 34.92391304],0
s2,1,0.190851,1.711037,[13 28] ; [23 28],[16.04347826 24.95652174] ; [19.95652174 31.04347826],0
a8,1,0.220407,1.501716,[ 3 35] ; [ 1 45],[ 1.80952381 36.19047619] ; [ 2.19047619 43.80952381],0
p5,1,0.285482,1.140808,[ 5 36] ; [ 3 48],[ 3.56521739 37.43478261] ; [ 4.43478261 46.56521739],0
p7,1,0.304353,1.055024,[17 23] ; [16 34],[14.66666667 25.33333333] ; [18.33333333 31.66666667],0
n2,1,0.349731,0.874432,[9 9] ; [13  7],[10.42105263  7.57894737] ; [11.57894737  8.42105263],0
p9,1,0.375182,0.786429,[17 22] ; [25 22],[19.04651163 19.95348837] ; [22.95348837 24.04651163],0
n6,1,0.37897,0.77404,[22 19] ; [32 19],[24.06521739 16.93478261] ; [29.93478261 21.06521739],0
s4,1,0.394334,0.725537,[ 6 35] ; [11 40],[ 7.57608696 33.42391304] ; [ 9.42391304 41.57608696],0
p10,1,0.403555,0.697709,[16 23] ; [24 24],[17.93103448 21.06896552] ; [22.06896552 25.93103448],0
s3,1,0.422449,0.643493,[21 19] ; [22 28],[19.11111111 20.88888889] ; [23.88888889 26.11111111],0
