Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,22.322551,[29 30] ; [ 5 51],[17.44347826 41.55652174] ; [16.55652174 39.44347826],1
r4,1,0.123987,2.366221,[45 14] ; [36 21],[41.19827586 17.80172414] ; [39.80172414 17.19827586],0
n3,1,0.129524,2.298196,[13  3] ; [14 10],[10.8  5.2] ; [16.2  7.8],0
s5,1,0.161967,1.955769,[18 39] ; [11 44],[14.75892857 42.24107143] ; [14.24107143 40.75892857],0
n6,1,0.173438,1.852973,[46 13] ; [38 19],[42.72413793 16.27586207] ; [41.27586207 15.72413793],0
p11,1,0.187912,1.733914,[43 16] ; [35 22],[39.67241379 19.32758621] ; [38.32758621 18.67241379],0
u3,1,0.195559,1.675232,[14 18] ; [10 25],[11.46268657 20.53731343] ; [12.53731343 22.46268657],0
p10,1,0.20555,1.602492,[38 21] ; [29 26],[34.6754386 24.3245614] ; [32.3245614 22.6754386],0
n1,1,0.217915,1.518051,[ 4 12] ; [11 14],[ 5.85365854 10.14634146] ; [ 9.14634146 15.85365854],0
r2,1,0.219992,1.504426,[49 10] ; [42 15],[46.28448276 12.71551724] ; [44.71551724 12.28448276],0
n4,1,0.235566,1.406937,[33 26] ; [38 19],[36.11206897 22.88793103] ; [34.88793103 22.11206897],0
n2,1,0.261269,1.262019,[9 7] ; [19  7],[10.66666667  5.33333333] ; [17.33333333  8.66666667],0
u1,1,0.325729,0.965804,[ 3 56] ; [ 1 56],[ 2.03448276 56.96551724] ; [ 1.96551724 55.03448276],0
d1,1,0.325729,0.965804,[ 3 56] ; [ 1 56],[ 2.03448276 56.96551724] ; [ 1.96551724 55.03448276],0
s6,1,0.347782,0.881534,[29 28] ; [24 33],[26.5 30.5] ; [26.5 30.5],0
a6,1,0.360555,0.835958,[35 24] ; [29 28],[32.55172414 26.44827586] ; [31.44827586 25.55172414],0
a1,1,0.377793,0.77787,[ 2 57] ; [ 4 53],[ 3.05172414 55.94827586] ; [ 2.94827586 54.05172414],0
u2,1,0.410955,0.676036,[16 16] ; [14 21],[14.32835821 17.67164179] ; [15.67164179 19.32835821],0
n5,1,0.412912,0.6704,[35 24] ; [38 19],[37.12931034 21.87068966] ; [35.87068966 21.12931034],0
a8,1,0.414284,0.666474,[ 8 48] ; [ 5 49],[ 6.61818182 49.38181818] ; [ 6.38181818 47.61818182],0
p9,1,0.424414,0.638059,[40 18] ; [34 21],[37.98230088 20.01769912] ; [36.01769912 18.98230088],0
a5,1,0.440741,0.594352,[28 31] ; [23 34],[25.93965517 33.06034483] ; [25.06034483 31.93965517],0
r1,1,0.469786,0.52248,[36 23] ; [31 26],[34.07758621 24.92241379] ; [32.92241379 24.07758621],0
b1,1,0.562258,0.335809,[28 31] ; [24 33],[26.44827586 32.55172414] ; [25.55172414 31.44827586],0
a3,1,0.60321,0.270182,[26 33] ; [22 34],[24.62608696 34.37391304] ; [23.37391304 32.62608696],0
d4,1,0.627401,0.235602,[26 32] ; [23 34],[24.71304348 33.28695652] ; [24.28695652 32.71304348],0
a2,1,0.676075,0.174578,[ 3 56] ; [ 2 55],[ 2.54310345 56.45689655] ; [ 2.45689655 54.54310345],0
b5,1,0.71711,0.131279,[32 27] ; [29 28],[31.02586207 27.97413793] ; [29.97413793 27.02586207],0
p12,1,0.797298,0.06597,[ 6 53] ; [ 5 52],[ 5.59482759 53.40517241] ; [ 5.40517241 51.59482759],0
d3,1,0.79795,0.065537,[21 38] ; [19 38],[20.34482759 38.65517241] ; [19.65517241 37.34482759],0
a4,1,0.877728,0.02367,[11 48] ; [10 47],[10.68103448 48.31896552] ; [10.31896552 46.68103448],0
d2,1,0.897757,0.016511,[13 46] ; [12 45],[12.71551724 46.28448276] ; [12.28448276 44.71551724],0
s4,1,0.920485,0.009965,[13 46] ; [13 44],[13.22413793 45.77586207] ; [12.77586207 44.22413793],0
s1,1,0.947651,0.004311,[ 3 56] ; [ 3 53],[ 3.07826087 55.92173913] ; [ 2.92173913 53.07826087],0
p1,1,0.949697,0.00398,[ 6 53] ; [ 6 51],[ 6.10344828 52.89655172] ; [ 5.89655172 51.10344828],0
v3,1,0.993701,6.2e-05,[14 44] ; [13 41],[13.98214286 44.01785714] ; [13.01785714 40.98214286],0
