Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000168,14.163388,[ 6 23] ; [106  76],[15.39336493 13.60663507] ; [96.60663507 85.39336493],1
p3,1,0.000369,12.680934,[ 5 26] ; [94 92],[14.14285714 16.85714286] ; [ 84.85714286 101.14285714],1
s6,1,0.002547,9.10685,[12 19] ; [122  60],[19.50234742 11.49765258] ; [114.49765258  67.50234742],0
s8,1,0.003241,8.666536,[ 7 24] ; [96 92],[14.57990868 16.42009132] ; [88.42009132 99.57990868],0
s3,1,0.003579,8.485924,[ 9 22] ; [107  80],[16.49541284 14.50458716] ; [99.50458716 87.49541284],0
s2,1,0.006042,7.537832,[ 7 23] ; [94 93],[13.96313364 16.03686636] ; [87.03686636 99.96313364],0
p4,1,0.008972,6.82839,[10 21] ; [107  79],[16.71428571 14.28571429] ; [100.28571429  85.71428571],0
v3,1,0.010273,6.587,[ 6 25] ; [ 81 104],[12.48611111 18.51388889] ; [ 74.51388889 110.48611111],0
d1,1,0.012349,6.260035,[ 8 23] ; [94 94],[14.43835616 16.56164384] ; [ 87.56164384 100.43835616],0
r3,1,0.014156,6.01864,[22  9] ; [165  23],[26.47031963  4.52968037] ; [160.52968037  27.47031963],0
n1,1,0.015656,5.841105,[ 2 13] ; [25 27],[6.04477612 8.95522388] ; [20.95522388 31.04477612],0
p6,1,0.016109,5.790916,[ 5 26] ; [ 70 112],[10.91549296 20.08450704] ; [ 64.08450704 117.91549296],0
r2,1,0.01612,5.789736,[23  8] ; [165  19],[27.10697674  3.89302326] ; [160.89302326  23.10697674],0
a3,1,0.016844,5.712574,[16 15] ; [137  51],[21.65753425  9.34246575] ; [131.34246575  56.65753425],0
s5,1,0.01805,5.591269,[ 5 25] ; [ 71 111],[10.75471698 19.24528302] ; [ 65.24528302 116.75471698],0
p2,1,0.022373,5.216576,[19 12] ; [147  37],[23.93488372  7.06511628] ; [142.06511628  41.93488372],0
a4,1,0.024209,5.079588,[ 7 24] ; [ 82 104],[12.71428571 18.28571429] ; [ 76.28571429 109.71428571],0
