Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.004379,8.119658,[28 21] ; [24  3],[33.52631579 15.47368421] ; [18.47368421  8.52631579],0
a3,1,0.014356,5.993771,[22 27] ; [20  7],[27.07894737 21.92105263] ; [14.92105263 12.07894737],0
d1,1,0.028217,4.814775,[15 35] ; [15 12],[19.48051948 30.51948052] ; [10.51948052 16.48051948],0
d3,1,0.049842,3.846777,[27 22] ; [21  6],[30.94736842 18.05263158] ; [17.05263158  9.94736842],0
a6,1,0.054297,3.703554,[20 30] ; [17 10],[24.02597403 25.97402597] ; [12.97402597 14.02597403],0
n4,1,0.064576,3.415765,[12 38] ; [12 15],[15.58441558 34.41558442] ; [ 8.41558442 18.58441558],0
a5,1,0.067036,3.354134,[17 33] ; [15 12],[20.77922078 29.22077922] ; [11.22077922 15.77922078],0
v3,1,0.071801,3.241356,[ 8 41] ; [ 9 17],[11.10666667 37.89333333] ; [ 5.89333333 20.10666667],0
u1,1,0.085603,2.955183,[ 1 49] ; [ 3 24],[ 2.5974026 47.4025974] ; [ 1.4025974 25.5974026],0
d4,1,0.100793,2.692949,[34 16] ; [23  4],[37.01298701 12.98701299] ; [19.98701299  7.01298701],0
r3,1,0.102867,2.660517,[39 11] ; [25  2],[41.55844156  8.44155844] ; [22.44155844  4.55844156],0
v1,1,0.11125,2.536369,[12 37] ; [11 15],[15.02666667 33.97333333] ; [ 7.97333333 18.02666667],0
n3,1,0.180101,1.796791,[8 8] ; [9 3],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
p10,1,0.187446,1.737579,[28 20] ; [11 15],[25.2972973 22.7027027] ; [13.7027027 12.2972973],0
d2,1,0.224445,1.475722,[17 33] ; [13 14],[19.48051948 30.51948052] ; [10.51948052 16.48051948],0
s1,1,0.226907,1.460148,[ 2 48] ; [ 3 24],[ 3.24675325 46.75324675] ; [ 1.75324675 25.24675325],0
b3,1,0.239121,1.385771,[ 9 22] ; [7 8],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
b2,1,0.239121,1.385771,[ 9 22] ; [7 8],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
s7,1,0.271762,1.207833,[12 36] ; [10 17],[14.08 33.92] ; [ 7.92 19.08],0
b4,1,0.275678,1.188272,[25 25] ; [17 10],[27.27272727 22.72727273] ; [14.72727273 12.27272727],0
n2,1,0.305507,1.05,[9 7] ; [9 3],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
p8,1,0.307434,1.041667,[20 30] ; [ 7 18],[18. 32.] ; [ 9. 16.],0
p4,1,0.338981,0.914282,[21 29] ; [ 8 18],[19.07894737 30.92105263] ; [ 9.92105263 16.07894737],0
p11,1,0.355271,0.854541,[26 24] ; [17 10],[27.92207792 22.07792208] ; [15.07792208 11.92207792],0
s3,1,0.366393,0.815861,[17 31] ; [12 14],[18.81081081 29.18918919] ; [10.18918919 15.81081081],0
u2,1,0.393153,0.729167,[17 11] ; [3 4],[16. 12.] ; [4. 3.],0
a2,1,0.424636,0.637449,[ 3 47] ; [ 3 24],[ 3.8961039 46.1038961] ; [ 2.1038961 24.8961039],0
s6,1,0.505774,0.442801,[21 29] ; [13 13],[22.36842105 27.63157895] ; [11.63157895 14.36842105],0
p3,1,0.532063,0.390451,[19 31] ; [ 8 18],[17.76315789 32.23684211] ; [ 9.23684211 16.76315789],0
r2,1,0.535713,0.383544,[36 13] ; [20  5],[37.08108108 11.91891892] ; [18.91891892  6.08108108],0
s2,1,0.554121,0.349986,[22 28] ; [10 17],[20.77922078 29.22077922] ; [11.22077922 15.77922078],0
p6,1,0.560524,0.338798,[12 38] ; [ 7 16],[13.01369863 36.98630137] ; [ 5.98630137 17.01369863],0
a4,1,0.59087,0.288988,[12 38] ; [ 8 19],[12.98701299 37.01298701] ; [ 7.01298701 19.98701299],0
n1,1,0.594853,0.282828,[ 4 12] ; [ 2 10],[ 3.42857143 12.57142857] ; [2.57142857 9.42857143],0
b1,1,0.623832,0.240519,[23 27] ; [14 13],[24.02597403 25.97402597] ; [12.97402597 14.02597403],0
r4,1,0.623832,0.240519,[27 23] ; [13 14],[25.97402597 24.02597403] ; [14.02597403 12.97402597],0
p5,1,0.651312,0.20425,[ 3 46] ; [ 1 26],[ 2.57894737 46.42105263] ; [ 1.42105263 25.57894737],0
n6,1,0.684594,0.165,[31 19] ; [18  9],[31.81818182 18.18181818] ; [17.18181818  9.81818182],0
p1,1,0.686573,0.162821,[ 5 44] ; [ 2 25],[ 4.51315789 44.48684211] ; [ 2.48684211 24.51315789],0
a8,1,0.688532,0.160679,[ 3 45] ; [ 1 24],[ 2.63013699 45.36986301] ; [ 1.36986301 23.63013699],0
s4,1,0.719374,0.129093,[11 39] ; [ 5 22],[10.38961039 39.61038961] ; [ 5.61038961 21.38961039],0
