Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000348,12.79386,[30  9] ; [37 50],[20.73809524 18.26190476] ; [46.26190476 40.73809524],1
b1,1,0.000704,11.479489,[ 5 35] ; [39 52],[13.4351145 26.5648855] ; [30.5648855 60.4351145],1
v1,1,0.017666,5.629009,[25 15] ; [36 54],[18.76923077 21.23076923] ; [42.23076923 47.76923077],0
u2,1,0.020065,5.406211,[12  3] ; [16 20],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
p12,1,0.049148,3.870306,[ 4 36] ; [ 2 89],[ 1.83206107 38.16793893] ; [ 4.16793893 86.83206107],0
u1,1,0.094251,2.800222,[ 7 33] ; [ 7 84],[ 4.27480916 35.72519084] ; [ 9.72519084 81.27480916],0
b4,1,0.105902,2.614331,[28 12] ; [50 41],[23.81679389 16.18320611] ; [54.18320611 36.81679389],0
n1,1,0.116838,2.459203,[ 2 15] ; [10 21],[ 4.25 12.75] ; [ 7.75 23.25],0
a7,1,0.121889,2.392875,[34  6] ; [66 25],[30.53435115  9.46564885] ; [69.46564885 21.53435115],0
d3,1,0.132006,2.268754,[32  8] ; [61 30],[28.39694656 11.60305344] ; [64.60305344 26.39694656],0
s4,1,0.135108,2.232807,[10 30] ; [35 56],[13.74045802 26.25954198] ; [31.25954198 59.74045802],0
a2,1,0.137682,2.203675,[10 30] ; [13 78],[ 7.02290076 32.97709924] ; [15.97709924 75.02290076],0
p6,1,0.144115,2.133465,[ 7 32] ; [27 62],[10.359375 28.640625] ; [23.640625 65.359375],0
r3,1,0.148676,2.085778,[37  3] ; [88  2],[38.46153846  1.53846154] ; [86.53846154  3.46153846],0
n6,1,0.174078,1.847473,[30  9] ; [59 32],[26.7 12.3] ; [62.3 28.7],0
s2,1,0.233598,1.418816,[22 18] ; [60 31],[25.03816794 14.96183206] ; [56.96183206 34.03816794],0
r1,1,0.235469,1.407519,[32  8] ; [63 27],[29.23076923 10.76923077] ; [65.76923077 24.23076923],0
a6,1,0.27651,1.184165,[31  9] ; [62 29],[28.39694656 11.60305344] ; [64.60305344 26.39694656],0
p9,1,0.308103,1.038788,[33  6] ; [69 21],[30.8372093  8.1627907] ; [71.1627907 18.8372093],0
s3,1,0.392013,0.732689,[28 12] ; [56 34],[25.84615385 14.15384615] ; [58.15384615 31.84615385],0
s7,1,0.412645,0.671167,[19 20] ; [36 52],[16.88976378 22.11023622] ; [38.11023622 49.88976378],0
b3,1,0.414465,0.665956,[ 6 10] ; [12 33],[ 4.72131148 11.27868852] ; [13.27868852 31.72131148],0
b2,1,0.414465,0.665956,[ 6 10] ; [12 33],[ 4.72131148 11.27868852] ; [13.27868852 31.72131148],0
a5,1,0.416174,0.661093,[28 12] ; [57 34],[25.95419847 14.04580153] ; [59.04580153 31.95419847],0
d4,1,0.430326,0.621944,[34  6] ; [72 19],[32.36641221  7.63358779] ; [73.63358779 17.36641221],0
a4,1,0.458336,0.549954,[11 29] ; [31 60],[12.82442748 27.17557252] ; [29.17557252 61.82442748],0
p8,1,0.482414,0.493401,[22 18] ; [43 46],[20.15503876 19.84496124] ; [44.84496124 44.15503876],0
u3,1,0.494963,0.465719,[10  4] ; [22 14],[8.96 5.04] ; [23.04 12.96],0
d2,1,0.514268,0.425373,[13 27] ; [35 56],[14.65648855 25.34351145] ; [33.34351145 57.65648855],0
s1,1,0.552618,0.352648,[ 1 39] ; [ 1 89],[ 0.61538462 39.38461538] ; [ 1.38461538 88.61538462],0
p4,1,0.558409,0.342466,[22 18] ; [45 46],[20.45801527 19.54198473] ; [46.54198473 44.45801527],0
p11,1,0.564315,0.332287,[28 12] ; [59 32],[26.5648855 13.4351145] ; [60.4351145 30.5648855],0
p1,1,0.597658,0.278543,[ 2 37] ; [ 7 84],[ 2.7 36.3] ; [ 6.3 84.7],0
n2,1,0.601163,0.273245,[12  5] ; [24  7],[12.75  4.25] ; [23.25  7.75],0
r4,1,0.665883,0.186456,[35  5] ; [77 14],[34.19847328  5.80152672] ; [77.80152672 13.19847328],0
p10,1,0.708946,0.139332,[31  9] ; [67 23],[30.15384615  9.84615385] ; [67.84615385 22.15384615],0
a3,1,0.733568,0.11586,[25 15] ; [54 37],[24.1221374 15.8778626] ; [54.8778626 36.1221374],0
d1,1,0.747832,0.103361,[21 19] ; [45 46],[20.15267176 19.84732824] ; [45.84732824 45.15267176],0
b5,1,0.774746,0.081895,[24 16] ; [57 34],[24.73282443 15.26717557] ; [56.26717557 34.73282443],0
p7,1,0.813092,0.055903,[24 15] ; [51 35],[23.4 15.6] ; [51.6 34.4],0
s8,1,0.819772,0.05191,[18 22] ; [39 52],[17.40458015 22.59541985] ; [39.59541985 51.40458015],0
n3,1,0.831013,0.045541,[11  6] ; [21 10],[11.33333333  5.66666667] ; [20.66666667 10.33333333],0
p2,1,0.835352,0.043198,[31  9] ; [69 22],[30.53435115  9.46564885] ; [69.46564885 21.53435115],0
s5,1,0.847853,0.03681,[18 21] ; [39 49],[17.50393701 21.49606299] ; [39.49606299 48.50393701],0
n5,1,0.855151,0.033325,[14 26] ; [33 57],[14.46153846 25.53846154] ; [32.53846154 57.46153846],0
v4,1,0.862845,0.029844,[37  3] ; [84  6],[37.23076923  2.76923077] ; [83.76923077  6.23076923],0
p5,1,0.878874,0.023225,[ 2 38] ; [ 4 87],[ 1.83206107 38.16793893] ; [ 4.16793893 86.83206107],0
a1,1,0.878874,0.023225,[ 2 38] ; [ 4 87],[ 1.83206107 38.16793893] ; [ 4.16793893 86.83206107],0
r2,1,0.956253,0.003009,[37  3] ; [83  7],[36.92307692  3.07692308] ; [83.07692308  6.92307692],0
p3,1,0.969644,0.001448,[17 23] ; [39 52],[17.09923664 22.90076336] ; [38.90076336 52.09923664],0
d5,1,0.973388,0.001113,[30 10] ; [68 23],[29.92366412 10.07633588] ; [68.07633588 22.92366412],0
