Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.9e-05,16.497332,[41  6] ; [78 66],[29.28272251 17.71727749] ; [89.71727749 54.28272251],1
s5,1,7.2e-05,15.761144,[25 21] ; [ 33 109],[14.19148936 31.80851064] ; [43.80851064 98.19148936],1
s2,1,0.000202,13.807997,[33 15] ; [55 90],[21.88601036 26.11398964] ; [66.11398964 78.88601036],1
s3,1,0.003116,8.738157,[33 15] ; [64 81],[24.12435233 23.87564767] ; [72.87564767 72.12435233],0
p1,1,0.005885,7.585185,[ 7 41] ; [  5 139],[ 3. 45.] ; [  9. 135.],0
s7,1,0.00988,6.656476,[22 23] ; [ 39 100],[14.91847826 30.08152174] ; [46.08152174 92.91847826],0
p6,1,0.010087,6.619499,[18 29] ; [ 28 114],[11.43915344 35.56084656] ; [ 34.56084656 107.43915344],0
p11,1,0.022706,5.190827,[26 22] ; [105  41],[32.41237113 15.58762887] ; [98.58762887 47.41237113],0
d3,1,0.120437,2.41163,[36 11] ; [94 52],[31.65803109 15.34196891] ; [98.34196891 47.65803109],0
r1,1,0.121549,2.397247,[34 14] ; [118  27],[37.80310881 10.19689119] ; [114.19689119  30.80310881],0
p8,1,0.171402,1.87064,[17 30] ; [69 76],[21.05208333 25.94791667] ; [64.94791667 80.05208333],0
u2,1,0.193373,1.691729,[ 9 10] ; [36 20],[11.4  7.6] ; [33.6 22.4],0
n6,1,0.221232,1.496359,[35 12] ; [94 51],[31.578125 15.421875] ; [97.421875 47.578125],0
d5,1,0.224063,1.47816,[38  9] ; [105  41],[34.8238342 12.1761658] ; [108.1761658  37.8238342],0
n2,1,0.26606,1.236946,[17  3] ; [34 13],[15.2238806  4.7761194] ; [35.7761194 11.2238806],0
p9,1,0.282285,1.156055,[38  7] ; [110  33],[35.42553191  9.57446809] ; [112.57446809  30.42553191],0
s8,1,0.317979,0.997239,[19 29] ; [46 99],[16.16580311 31.83419689] ; [48.83419689 96.16580311],0
p5,1,0.324316,0.971463,[ 1 47] ; [  8 136],[ 2.25 45.75] ; [  6.75 137.25],0
a6,1,0.348407,0.879252,[29 19] ; [99 47],[31.67010309 16.32989691] ; [96.32989691 49.67010309],0
a2,1,0.361385,0.833076,[ 5 43] ; [ 23 123],[ 6.92783505 41.07216495] ; [ 21.07216495 124.92783505],0
d4,1,0.371114,0.799931,[40  8] ; [112  33],[37.80310881 10.19689119] ; [114.19689119  30.80310881],0
p10,1,0.373205,0.792964,[35 11] ; [99 44],[32.61375661 13.38624339] ; [101.38624339  41.61375661],0
u3,1,0.37607,0.783509,[14  5] ; [35 21],[12.41333333  6.58666667] ; [36.58666667 19.41333333],0
