Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.9e-05,16.497332,[41  6] ; [78 66],[29.28272251 17.71727749] ; [89.71727749 54.28272251],1
b4,1,0.388512,0.743595,[31 17] ; [84 62],[28.45360825 19.54639175] ; [86.54639175 59.45360825],0
r3,1,0.39561,0.721628,[46  1] ; [145   1],[46.51295337  0.48704663] ; [144.48704663   1.51295337],0
v2,1,0.41612,0.661247,[21 25] ; [71 64],[23.38121547 22.61878453] ; [68.61878453 66.38121547],0
n1,1,0.431397,0.619059,[ 7 13] ; [12 35],[ 5.67164179 14.32835821] ; [13.32835821 33.67164179],0
a4,1,0.443611,0.586925,[18 30] ; [ 46 100],[15.83505155 32.16494845] ; [48.16494845 97.83505155],0
a1,1,0.513747,0.426427,[ 1 47] ; [  6 140],[ 1.73195876 46.26804124] ; [  5.26804124 140.73195876],0
p12,1,0.522821,0.408326,[ 1 46] ; [  6 139],[ 1.71354167 45.28645833] ; [  5.28645833 139.71354167],0
d2,1,0.620631,0.244982,[19 29] ; [52 94],[17.56701031 30.43298969] ; [53.43298969 92.56701031],0
v4,1,0.626119,0.23736,[46  2] ; [141   4],[46.50777202  1.49222798] ; [140.49222798   4.50777202],0
p2,1,0.637141,0.2225,[34 14] ; [107  37],[35.25 12.75] ; [105.75  38.25],0
b3,1,0.638559,0.220632,[ 8 15] ; [21 50],[ 7.09574468 15.90425532] ; [21.90425532 49.09574468],0
b2,1,0.638559,0.220632,[ 8 15] ; [21 50],[ 7.09574468 15.90425532] ; [21.90425532 49.09574468],0
p7,1,0.639401,0.219526,[27 18] ; [79 62],[25.64516129 19.35483871] ; [80.35483871 60.64516129],0
a5,1,0.659368,0.194293,[30 18] ; [86 60],[28.70103093 19.29896907] ; [87.29896907 58.70103093],0
n5,1,0.662048,0.191045,[18 30] ; [49 95],[16.75 31.25] ; [50.25 93.75],0
d1,1,0.741693,0.108644,[24 24] ; [69 77],[23.01030928 24.98969072] ; [69.98969072 76.01030928],0
v1,1,0.760705,0.092754,[19 28] ; [61 81],[19.89417989 27.10582011] ; [60.10582011 81.89417989],0
p4,1,0.801306,0.063332,[22 26] ; [63 81],[21.25 26.75] ; [63.75 80.25],0
n3,1,0.807051,0.059649,[14  6] ; [35 13],[14.41176471  5.58823529] ; [34.58823529 13.41176471],0
s1,1,0.818293,0.052781,[ 1 46] ; [  4 142],[ 1.21761658 45.78238342] ; [  3.78238342 142.21761658],0
b5,1,0.849148,0.036178,[30 18] ; [89 57],[29.44329897 18.55670103] ; [89.55670103 56.44329897],0
u1,1,0.867092,0.028007,[ 5 43] ; [ 14 132],[ 4.70103093 43.29896907] ; [ 14.29896907 131.70103093],0
v3,1,0.889792,0.019201,[13 33] ; [37 99],[12.63736264 33.36263736] ; [37.36263736 98.63736264],0
a7,1,0.898697,0.016207,[34 13] ; [107  39],[34.33678756 12.66321244] ; [106.66321244  39.33678756],0
p3,1,0.905997,0.013945,[18 30] ; [53 92],[17.65803109 30.34196891] ; [53.34196891 91.65803109],0
b1,1,0.953454,0.003407,[16 32] ; [48 98],[15.83505155 32.16494845] ; [48.16494845 97.83505155],0
a3,1,0.986014,0.000307,[29 19] ; [88 58],[28.94845361 19.05154639] ; [88.05154639 57.94845361],0
