Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.947702,[95 30] ; [27 41],[79.01554404 45.98445596] ; [42.98445596 25.01554404],1
r1,1,1e-06,23.444026,[106  18] ; [37 32],[91.87564767 32.12435233] ; [51.12435233 17.87564767],1
a4,1,3e-06,21.879824,[58 67] ; [ 9 60],[43.17010309 81.82989691] ; [23.82989691 45.17010309],1
r4,1,7e-06,20.211833,[115  10] ; [46 23],[103.7371134  21.2628866] ; [57.2628866 11.7371134],1
d1,1,7.4e-05,15.710176,[77 48] ; [22 47],[63.78865979 61.21134021] ; [35.21134021 33.78865979],1
d5,1,0.000111,14.94021,[105  20] ; [40 28],[93.9119171 31.0880829] ; [51.0880829 16.9119171],1
d2,1,0.000219,13.663084,[61 64] ; [15 54],[48.96907216 76.03092784] ; [27.03092784 41.96907216],1
a6,1,0.000426,12.413148,[93 32] ; [34 35],[81.82989691 43.17010309] ; [45.17010309 23.82989691],1
u1,1,0.001792,9.751349,[ 20 105] ; [ 1 68],[ 13.53092784 111.46907216] ; [ 7.46907216 61.53092784],0
s6,1,0.002496,9.143887,[78 47] ; [27 41],[68.00518135 56.99481865] ; [36.99481865 31.00518135],0
n4,1,0.002853,8.899318,[62 63] ; [19 50],[52.19072165 72.80927835] ; [28.80927835 40.19072165],0
d3,1,0.003935,8.313605,[101  24] ; [42 26],[92.61658031 32.38341969] ; [50.38341969 17.61658031],0
r3,1,0.008031,7.0266,[122   3] ; [61  8],[117.91237113   7.08762887] ; [65.08762887  3.91237113],0
d4,1,0.009022,6.81841,[108  17] ; [49 20],[101.15979381  23.84020619] ; [55.84020619 13.15979381],0
p3,1,0.0098,6.670943,[62 63] ; [21 48],[53.47938144 71.52061856] ; [29.52061856 39.47938144],0
p4,1,0.013833,6.059277,[66 58] ; [24 45],[57.8238342 66.1761658] ; [32.1761658 36.8238342],0
p9,1,0.016291,5.771233,[102  23] ; [45 23],[95.20725389 29.79274611] ; [51.79274611 16.20725389],0
p10,1,0.021053,5.322438,[93 32] ; [39 28],[85.9375 39.0625] ; [46.0625 20.9375],0
