Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,60.766358,[ 9 93] ; [36 16],[29.80519481 72.19480519] ; [15.19480519 36.80519481],1
s6,1,0.0,28.87773,[29 73] ; [39 14],[44.7483871 57.2516129] ; [23.2516129 29.7483871],1
s3,1,0.0,26.498498,[28 73] ; [37 15],[42.90849673 58.09150327] ; [22.09150327 29.90849673],1
s2,1,2e-06,22.192204,[23 80] ; [32 21],[36.31410256 66.68589744] ; [18.68589744 34.31410256],1
d1,1,2.3e-05,17.941953,[37 66] ; [38 15],[49.51923077 53.48076923] ; [25.48076923 27.51923077],1
u1,1,0.000269,13.273187,[ 6 97] ; [14 39],[13.20512821 89.79487179] ; [ 6.79487179 46.20512821],1
a2,1,0.000334,12.869019,[12 91] ; [19 34],[20.46794872 82.53205128] ; [10.53205128 42.46794872],1
d5,1,0.000576,11.85063,[58 45] ; [43  8],[67.55194805 35.44805195] ; [33.44805195 17.55194805],1
p10,1,0.000694,11.506355,[41 59] ; [37 16],[50.98039216 49.01960784] ; [27.01960784 25.98039216],1
d2,1,0.000709,11.465493,[38 63] ; [34 17],[47.84210526 53.15789474] ; [24.15789474 26.84210526],1
v1,1,0.000815,11.207219,[28 75] ; [27 22],[37.26973684 65.73026316] ; [17.73026316 31.26973684],1
v3,1,0.00091,11.001885,[24 74] ; [25 23],[32.89041096 65.10958904] ; [16.10958904 31.89041096],1
r1,1,0.001261,10.39884,[56 46] ; [43 10],[65.1483871 36.8516129] ; [33.8516129 19.1483871],0
a4,1,0.002011,9.539313,[33 68] ; [31 22],[41.97402597 59.02597403] ; [22.02597403 30.97402597],0
a5,1,0.002327,9.271649,[56 47] ; [42 11],[64.70512821 38.29487179] ; [33.29487179 19.70512821],0
n6,1,0.002851,8.900194,[57 44] ; [42 10],[65.35294118 35.64705882] ; [33.64705882 18.35294118],0
p9,1,0.003121,8.735453,[44 56] ; [36 16],[52.63157895 47.36842105] ; [27.36842105 24.63157895],0
p11,1,0.005833,7.601293,[48 55] ; [37 16],[56.12179487 46.87820513] ; [28.87820513 24.12179487],0
r3,1,0.006703,7.35076,[73 29] ; [48  5],[79.62580645 22.37419355] ; [41.37419355 11.62580645],0
r2,1,0.007243,7.211619,[80 20] ; [50  2],[85.52631579 14.47368421] ; [44.47368421  7.52631579],0
a6,1,0.010865,6.487241,[57 46] ; [39 12],[64.20779221 38.79220779] ; [31.79220779 19.20779221],0
v2,1,0.011112,6.447392,[35 62] ; [29 21],[42.23129252 54.76870748] ; [21.76870748 28.23129252],0
d3,1,0.014084,6.027584,[45 58] ; [33 18],[52.16883117 50.83116883] ; [25.83116883 25.16883117],0
a3,1,0.014821,5.937639,[56 45] ; [40 13],[62.96103896 38.03896104] ; [33.03896104 19.96103896],0
r4,1,0.015478,5.861235,[64 39] ; [43 10],[70.6474359 32.3525641] ; [36.3525641 16.6474359],0
p5,1,0.02177,5.264044,[ 4 98] ; [ 7 42],[ 7.43046358 94.56953642] ; [ 3.56953642 45.43046358],0
s5,1,0.024871,5.032819,[14 85] ; [15 36],[19.14 79.86] ; [ 9.86 41.14],0
u4,1,0.027199,4.878131,[  1 102] ; [ 4 49],[ 3.30128205 99.69871795] ; [ 1.69871795 51.30128205],0
u3,1,0.028266,4.811784,[20 27] ; [10  3],[23.5 23.5] ; [6.5 6.5],0
n1,1,0.037227,4.339978,[14 22] ; [13  6],[17.67272727 18.32727273] ; [9.32727273 9.67272727],0
d4,1,0.045498,4.000083,[69 34] ; [42  9],[74.24025974 28.75974026] ; [36.75974026 14.24025974],0
v4,1,0.058379,3.582859,[75 27] ; [46  7],[79.62580645 22.37419355] ; [41.37419355 11.62580645],0
p6,1,0.058794,3.571078,[14 86] ; [14 39],[18.30065359 81.69934641] ; [ 9.69934641 43.30065359],0
n5,1,0.059241,3.558516,[63 38] ; [41 12],[68.20779221 32.79220779] ; [35.79220779 17.20779221],0
n4,1,0.067465,3.343649,[62 40] ; [40 13],[67.12258065 34.87741935] ; [34.87741935 18.12258065],0
p12,1,0.080298,3.058861,[  3 100] ; [ 5 48],[ 5.28205128 97.71794872] ; [ 2.71794872 50.28205128],0
a7,1,0.09303,2.821149,[55 47] ; [36 17],[59.88387097 42.11612903] ; [31.11612903 21.88387097],0
n2,1,0.166758,1.91185,[23 14] ; [16  4],[25.31578947 11.68421053] ; [13.68421053  6.31578947],0
b4,1,0.198784,1.651288,[55 48] ; [34 19],[58.76282051 44.23717949] ; [30.23717949 22.76282051],0
p1,1,0.29888,1.079186,[11 92] ; [ 3 50],[ 9.24358974 93.75641026] ; [ 4.75641026 48.24358974],0
b2,1,0.330899,0.945377,[22 38] ; [19 22],[24.35643564 35.64356436] ; [16.64356436 24.35643564],0
